,dtutc,imb,bpx,nrv,si
0,2023-01-01 00:00:00,176.87,-1.75,-47.3,-25.2
1,2023-01-01 00:15:00,-16.34,-1.75,-16.6,80.6
2,2023-01-01 00:30:00,-17.12,-1.75,-140.9,167.6
3,2023-01-01 00:45:00,-19.18,-1.75,-177.0,209.8
4,2023-01-01 01:00:00,208.21,-1.46,43.6,-55.8
5,2023-01-01 01:15:00,-15.98,-1.46,-43.3,95.3
6,2023-01-01 01:30:00,-12.37,-1.46,-60.7,104.2
7,2023-01-01 01:45:00,-20.92,-1.46,-143.0,209.3
8,2023-01-01 02:00:00,-17.07,-5.27,-155.5,141.4
9,2023-01-01 02:15:00,-15.47,-5.27,-126.3,175.2
10,2023-01-01 02:30:00,-69.1,-5.27,-208.1,205.1
11,2023-01-01 02:45:00,-84.9,-5.27,-119.4,124.2
12,2023-01-01 03:00:00,-84.9,-4.41,-43.9,62.6
13,2023-01-01 03:15:00,-84.9,-4.41,-71.9,93.5
14,2023-01-01 03:30:00,-10.0,-4.41,-18.1,41.2
15,2023-01-01 03:45:00,-10.35,-4.41,-62.9,111.2
16,2023-01-01 04:00:00,-17.41,-5.4,-161.9,160.2
17,2023-01-01 04:15:00,-12.23,-5.4,-108.3,149.7
18,2023-01-01 04:30:00,-84.9,-5.4,-78.6,86.0
19,2023-01-01 04:45:00,60.0,-5.4,40.5,-27.5
20,2023-01-01 05:00:00,-11.29,-4.69,55.6,11.1
21,2023-01-01 05:15:00,-15.19,-4.69,-98.0,97.7
22,2023-01-01 05:30:00,-10.0,-4.69,5.0,19.8
23,2023-01-01 05:45:00,-10.0,-4.69,-1.8,29.5
24,2023-01-01 06:00:00,-10.0,-1.31,-12.2,40.3
25,2023-01-01 06:15:00,-13.9,-1.31,-23.3,63.1
26,2023-01-01 06:30:00,-11.62,-1.31,-5.0,15.0
27,2023-01-01 06:45:00,-10.0,-1.31,7.9,22.9
28,2023-01-01 07:00:00,-15.08,-1.57,-83.5,93.9
29,2023-01-01 07:15:00,113.19,-1.57,127.6,-101.8
30,2023-01-01 07:30:00,55.0,-1.57,120.7,-91.8
31,2023-01-01 07:45:00,-7.18,-1.57,59.1,1.5
32,2023-01-01 08:00:00,-17.91,-1.03,-149.5,182.5
33,2023-01-01 08:15:00,55.0,-1.03,86.0,-64.9
34,2023-01-01 08:30:00,55.0,-1.03,28.2,-4.0
35,2023-01-01 08:45:00,-8.18,-1.03,-24.3,82.9
36,2023-01-01 09:00:00,-22.3,-0.23,-226.2,204.4
37,2023-01-01 09:15:00,-88.9,-0.23,-236.9,263.4
38,2023-01-01 09:30:00,-69.84,-0.23,-150.6,208.7
39,2023-01-01 09:45:00,-89.84,-0.23,-228.5,215.6
40,2023-01-01 10:00:00,-165.28,-0.74,-454.6,330.1
41,2023-01-01 10:15:00,-111.01,-0.74,-367.8,399.6
42,2023-01-01 10:30:00,-179.77,-0.74,-484.9,476.1
43,2023-01-01 10:45:00,-173.52,-0.74,-322.9,303.9
44,2023-01-01 11:00:00,-98.86,-0.57,-190.9,317.4
45,2023-01-01 11:15:00,-163.0,-0.57,-152.4,66.2
46,2023-01-01 11:30:00,-163.0,-0.57,-47.4,55.5
47,2023-01-01 11:45:00,-15.96,-0.57,-131.1,133.0
48,2023-01-01 12:00:00,184.87,-0.12,63.8,-119.7
49,2023-01-01 12:15:00,184.87,-0.12,126.9,-133.0
50,2023-01-01 12:30:00,304.25,-0.12,138.8,-146.8
51,2023-01-01 12:45:00,304.25,-0.12,53.4,-33.6
52,2023-01-01 13:00:00,-56.87,0.85,-209.4,261.5
53,2023-01-01 13:15:00,-84.9,0.85,-67.9,43.4
54,2023-01-01 13:30:00,194.68,0.85,59.2,-98.9
55,2023-01-01 13:45:00,283.12,0.85,139.9,-175.8
56,2023-01-01 14:00:00,-12.49,23.5,-162.1,162.5
57,2023-01-01 14:15:00,-10.0,23.5,-73.3,61.3
58,2023-01-01 14:30:00,194.65,23.5,55.3,-100.0
59,2023-01-01 14:45:00,228.38,23.5,164.2,-178.4
60,2023-01-01 15:00:00,184.87,36.54,-17.5,-1.1
61,2023-01-01 15:15:00,184.87,36.54,38.4,-61.5
62,2023-01-01 15:30:00,227.43,36.54,79.6,-167.1
63,2023-01-01 15:45:00,304.83,36.54,196.2,-478.8
64,2023-01-01 16:00:00,309.47,46.03,131.6,-136.2
65,2023-01-01 16:15:00,229.4,46.03,18.9,-38.9
66,2023-01-01 16:30:00,-5.0,46.03,-68.4,49.3
67,2023-01-01 16:45:00,229.4,46.03,-3.4,-10.0
68,2023-01-01 17:00:00,229.4,36.64,-21.9,-0.6
69,2023-01-01 17:15:00,-6.77,36.64,-7.1,5.0
70,2023-01-01 17:30:00,-139.88,36.64,-36.0,33.7
71,2023-01-01 17:45:00,223.4,36.64,82.2,-102.6
72,2023-01-01 18:00:00,190.14,54.95,309.8,-328.3
73,2023-01-01 18:15:00,408.11,54.95,366.3,-381.3
74,2023-01-01 18:30:00,427.2,54.95,226.0,-220.1
75,2023-01-01 18:45:00,408.11,54.95,68.0,-74.1
76,2023-01-01 19:00:00,300.67,45.83,143.7,-176.5
77,2023-01-01 19:15:00,300.0,45.83,80.0,-85.9
78,2023-01-01 19:30:00,-26.98,45.83,-20.3,30.6
79,2023-01-01 19:45:00,-147.44,45.83,-46.7,71.9
80,2023-01-01 20:00:00,-129.36,36.57,-141.6,94.9
81,2023-01-01 20:15:00,-141.66,36.57,-120.7,181.3
82,2023-01-01 20:30:00,-186.85,36.57,-183.4,164.6
83,2023-01-01 20:45:00,-146.36,36.57,-193.9,372.5
84,2023-01-01 21:00:00,-193.5,45.96,-319.2,240.9
85,2023-01-01 21:15:00,-4.63,45.96,-166.3,172.6
86,2023-01-01 21:30:00,-50.28,45.96,-496.0,473.5
87,2023-01-01 21:45:00,-178.31,45.96,-232.7,182.3
88,2023-01-01 22:00:00,62.21,35.0,-275.7,272.8
89,2023-01-01 22:15:00,-170.45,35.0,-322.4,303.3
90,2023-01-01 22:30:00,-171.1,35.0,-303.4,306.3
91,2023-01-01 22:45:00,-175.94,35.0,-192.5,172.7
92,2023-01-01 23:00:00,-121.41,69.92,-27.3,59.3
93,2023-01-01 23:15:00,-172.55,69.92,-139.7,162.4
94,2023-01-01 23:30:00,-86.38,69.92,-193.6,173.3
95,2023-01-01 23:45:00,-84.9,69.92,-125.6,105.1
96,2023-01-02 00:00:00,175.0,59.14,88.2,-82.8
97,2023-01-02 00:15:00,0.0,59.14,-25.7,0.9
98,2023-01-02 00:30:00,0.0,59.14,-1.1,2.3
99,2023-01-02 00:45:00,-53.59,59.14,-83.1,51.1
100,2023-01-02 01:00:00,-163.0,52.93,-27.2,17.9
101,2023-01-02 01:15:00,-86.38,52.93,-185.2,210.1
102,2023-01-02 01:30:00,-87.59,52.93,-217.3,204.8
103,2023-01-02 01:45:00,-84.9,52.93,-179.9,146.8
104,2023-01-02 02:00:00,-87.04,42.59,-249.7,237.8
105,2023-01-02 02:15:00,-87.0,42.59,-168.0,149.8
106,2023-01-02 02:30:00,-84.9,42.59,-105.1,93.6
107,2023-01-02 02:45:00,-84.9,42.59,-155.4,149.8
108,2023-01-02 03:00:00,-107.11,50.08,-181.9,187.3
109,2023-01-02 03:15:00,-87.0,50.08,-45.8,35.6
110,2023-01-02 03:30:00,-84.9,50.08,-28.8,32.7
111,2023-01-02 03:45:00,-84.9,50.08,-118.0,88.5
112,2023-01-02 04:00:00,-147.73,69.72,-264.0,380.6
113,2023-01-02 04:15:00,-197.2,69.72,-216.3,178.3
114,2023-01-02 04:30:00,-84.9,69.72,-120.4,118.9
115,2023-01-02 04:45:00,-84.9,69.72,-83.0,107.8
116,2023-01-02 05:00:00,-300.0,105.08,-282.4,651.5
117,2023-01-02 05:15:00,-300.0,105.08,-319.2,269.6
118,2023-01-02 05:30:00,-250.0,105.08,-185.8,166.9
119,2023-01-02 05:45:00,-250.0,105.08,-25.0,12.5
120,2023-01-02 06:00:00,-125.5,140.64,-110.8,197.2
121,2023-01-02 06:15:00,-163.53,140.64,-156.1,152.4
122,2023-01-02 06:30:00,-175.0,140.64,-94.4,78.5
123,2023-01-02 06:45:00,-97.75,140.64,-240.6,320.6
124,2023-01-02 07:00:00,-200.0,151.89,-359.1,367.1
125,2023-01-02 07:15:00,-250.0,151.89,-37.6,6.4
126,2023-01-02 07:30:00,0.0,151.89,-46.4,45.8
127,2023-01-02 07:45:00,0.0,151.89,-60.7,58.6
128,2023-01-02 08:00:00,175.0,158.84,55.8,-64.3
129,2023-01-02 08:15:00,175.0,158.84,29.8,-23.1
130,2023-01-02 08:30:00,175.0,158.84,57.1,-76.5
131,2023-01-02 08:45:00,175.0,158.84,41.6,-73.8
132,2023-01-02 09:00:00,180.18,145.61,183.9,-193.3
133,2023-01-02 09:15:00,175.0,145.61,69.3,-87.8
134,2023-01-02 09:30:00,175.0,145.61,-0.6,-11.8
135,2023-01-02 09:45:00,-27.82,145.61,-143.5,215.9
136,2023-01-02 10:00:00,-98.97,143.35,-274.9,253.8
137,2023-01-02 10:15:00,-87.52,143.35,-173.4,195.7
138,2023-01-02 10:30:00,-104.81,143.35,-116.3,79.2
139,2023-01-02 10:45:00,187.29,143.35,268.7,-255.4
140,2023-01-02 11:00:00,192.0,144.38,295.7,-301.1
141,2023-01-02 11:15:00,321.89,144.38,143.3,-136.4
142,2023-01-02 11:30:00,308.87,144.38,123.2,-126.2
143,2023-01-02 11:45:00,308.87,144.38,104.9,-94.2
144,2023-01-02 12:00:00,308.87,143.76,146.3,-143.7
145,2023-01-02 12:15:00,308.87,143.76,117.1,-149.9
146,2023-01-02 12:30:00,309.92,143.76,131.4,-171.3
147,2023-01-02 12:45:00,308.87,143.76,107.1,-69.3
148,2023-01-02 13:00:00,-129.46,148.2,-74.9,51.2
149,2023-01-02 13:15:00,-62.83,148.2,-58.6,62.7
150,2023-01-02 13:30:00,175.0,148.2,23.4,-31.3
151,2023-01-02 13:45:00,0.0,148.2,-57.8,50.2
152,2023-01-02 14:00:00,0.0,155.34,-32.8,19.0
153,2023-01-02 14:15:00,0.0,155.34,-26.3,15.6
154,2023-01-02 14:30:00,0.0,155.34,-22.5,6.1
155,2023-01-02 14:45:00,0.0,155.34,-43.9,44.4
156,2023-01-02 15:00:00,-0.96,163.3,-65.9,58.9
157,2023-01-02 15:15:00,0.0,163.3,-26.6,10.0
158,2023-01-02 15:30:00,175.0,163.3,40.6,-59.4
159,2023-01-02 15:45:00,175.0,163.3,114.2,-127.2
160,2023-01-02 16:00:00,-79.04,175.81,-103.4,117.5
161,2023-01-02 16:15:00,0.0,175.81,-17.0,5.9
162,2023-01-02 16:30:00,175.0,175.81,75.8,-89.4
163,2023-01-02 16:45:00,174.96,175.81,140.3,-140.0
164,2023-01-02 17:00:00,174.33,174.74,143.8,-151.5
165,2023-01-02 17:15:00,173.9,174.74,167.6,-174.0
166,2023-01-02 17:30:00,249.0,174.74,115.7,-122.8
167,2023-01-02 17:45:00,249.0,174.74,48.9,-43.2
168,2023-01-02 18:00:00,249.0,166.45,82.5,-85.1
169,2023-01-02 18:15:00,0.91,166.45,1.1,8.4
170,2023-01-02 18:30:00,0.66,166.45,-59.3,71.0
171,2023-01-02 18:45:00,0.35,166.45,-64.0,87.0
172,2023-01-02 19:00:00,169.09,153.0,115.8,-137.4
173,2023-01-02 19:15:00,169.09,153.0,75.3,-70.2
174,2023-01-02 19:30:00,166.24,153.0,51.9,-47.1
175,2023-01-02 19:45:00,70.0,153.0,-37.8,63.9
176,2023-01-02 20:00:00,70.0,141.67,-17.6,0.8
177,2023-01-02 20:15:00,168.64,141.67,17.5,-24.3
178,2023-01-02 20:30:00,70.0,141.67,-35.0,39.6
179,2023-01-02 20:45:00,60.07,141.67,13.0,14.9
180,2023-01-02 21:00:00,169.09,134.91,14.6,-52.0
181,2023-01-02 21:15:00,169.09,134.91,95.9,-88.2
182,2023-01-02 21:30:00,70.79,134.91,-17.3,28.4
183,2023-01-02 21:45:00,169.09,134.91,62.5,-64.4
184,2023-01-02 22:00:00,167.42,124.22,98.7,-87.1
185,2023-01-02 22:15:00,164.82,124.22,24.9,-16.9
186,2023-01-02 22:30:00,167.65,124.22,36.1,-40.3
187,2023-01-02 22:45:00,164.09,124.22,35.9,-36.0
188,2023-01-02 23:00:00,175.0,130.01,120.4,-111.4
189,2023-01-02 23:15:00,175.0,130.01,104.9,-80.6
190,2023-01-02 23:30:00,325.0,130.01,46.8,-53.5
191,2023-01-02 23:45:00,70.43,130.01,-36.5,31.3
192,2023-01-03 00:00:00,176.98,120.0,250.6,-270.2
193,2023-01-03 00:15:00,184.26,120.0,243.5,-236.5
194,2023-01-03 00:30:00,180.47,120.0,207.0,-199.2
195,2023-01-03 00:45:00,177.97,120.0,157.0,-155.4
196,2023-01-03 01:00:00,178.55,118.76,196.4,-222.8
197,2023-01-03 01:15:00,326.44,118.76,171.0,-165.6
198,2023-01-03 01:30:00,325.0,118.76,72.0,-82.2
199,2023-01-03 01:45:00,175.0,118.76,24.0,-37.9
200,2023-01-03 02:00:00,70.0,115.0,-81.0,79.2
201,2023-01-03 02:15:00,-15.62,115.0,-118.6,153.0
202,2023-01-03 02:30:00,-95.03,115.0,-186.9,182.4
203,2023-01-03 02:45:00,-87.0,115.0,-145.1,138.8
204,2023-01-03 03:00:00,-87.0,113.63,-19.6,3.3
205,2023-01-03 03:15:00,77.88,113.63,-60.8,55.5
206,2023-01-03 03:30:00,80.1,113.63,-42.5,24.9
207,2023-01-03 03:45:00,74.99,113.63,-143.7,136.7
208,2023-01-03 04:00:00,178.14,116.27,214.8,-225.2
209,2023-01-03 04:15:00,180.24,116.27,189.4,-204.7
210,2023-01-03 04:30:00,183.01,116.27,196.5,-257.8
211,2023-01-03 04:45:00,389.0,116.27,159.1,-142.9
212,2023-01-03 05:00:00,175.0,138.92,90.6,-107.2
213,2023-01-03 05:15:00,176.63,138.92,152.4,-168.7
214,2023-01-03 05:30:00,175.0,138.92,92.5,-122.6
215,2023-01-03 05:45:00,183.62,138.92,277.8,-316.6
216,2023-01-03 06:00:00,325.0,159.92,160.5,-128.7
217,2023-01-03 06:15:00,325.0,159.92,96.4,-120.1
218,2023-01-03 06:30:00,325.0,159.92,129.1,-140.4
219,2023-01-03 06:45:00,290.24,159.92,123.4,-177.0
220,2023-01-03 07:00:00,40.42,169.17,15.1,12.7
221,2023-01-03 07:15:00,178.49,169.17,212.6,-247.8
222,2023-01-03 07:30:00,389.57,169.17,251.0,-274.9
223,2023-01-03 07:45:00,426.69,169.17,317.6,-328.7
224,2023-01-03 08:00:00,-43.05,171.18,17.5,0.4
225,2023-01-03 08:15:00,67.83,171.18,-58.5,75.3
226,2023-01-03 08:30:00,68.82,171.18,-117.3,139.1
227,2023-01-03 08:45:00,-1.82,171.18,-108.6,151.4
228,2023-01-03 09:00:00,-4.97,168.57,-138.6,137.4
229,2023-01-03 09:15:00,-2.72,168.57,-211.2,205.8
230,2023-01-03 09:30:00,0.0,168.57,-79.9,84.4
231,2023-01-03 09:45:00,52.29,168.57,-78.6,84.0
232,2023-01-03 10:00:00,173.09,169.49,63.6,-115.9
233,2023-01-03 10:15:00,175.0,169.49,39.7,-50.6
234,2023-01-03 10:30:00,175.0,169.49,80.4,-97.8
235,2023-01-03 10:45:00,175.0,169.49,24.0,-16.4
236,2023-01-03 11:00:00,183.57,164.5,145.3,-197.2
237,2023-01-03 11:15:00,175.0,164.5,39.4,-64.8
238,2023-01-03 11:30:00,175.0,164.5,58.2,-81.7
239,2023-01-03 11:45:00,85.1,164.5,-8.4,16.1
240,2023-01-03 12:00:00,85.1,160.91,-71.9,61.6
241,2023-01-03 12:15:00,75.0,160.91,-100.0,88.0
242,2023-01-03 12:30:00,70.64,160.91,-208.2,215.0
243,2023-01-03 12:45:00,-7.38,160.91,-261.6,260.8
244,2023-01-03 13:00:00,0.0,163.06,-157.6,137.8
245,2023-01-03 13:15:00,70.64,163.06,-17.8,34.2
246,2023-01-03 13:30:00,71.83,163.06,-68.2,68.2
247,2023-01-03 13:45:00,173.41,163.06,-8.7,-4.4
248,2023-01-03 14:00:00,173.76,166.64,-7.6,-12.1
249,2023-01-03 14:15:00,173.47,166.64,59.8,-89.7
250,2023-01-03 14:30:00,174.46,166.64,100.3,-140.0
251,2023-01-03 14:45:00,171.43,166.64,82.5,-92.2
252,2023-01-03 15:00:00,175.0,166.64,93.7,-102.9
253,2023-01-03 15:15:00,176.47,166.64,131.7,-159.3
254,2023-01-03 15:30:00,179.08,166.64,128.1,-172.0
255,2023-01-03 15:45:00,184.32,166.64,151.4,-205.8
256,2023-01-03 16:00:00,181.88,170.95,98.3,-115.4
257,2023-01-03 16:15:00,177.0,170.95,147.0,-187.1
258,2023-01-03 16:30:00,290.76,170.95,189.4,-176.2
259,2023-01-03 16:45:00,291.12,170.95,203.4,-211.8
260,2023-01-03 17:00:00,291.35,168.97,182.5,-189.6
261,2023-01-03 17:15:00,289.0,168.97,81.9,-80.6
262,2023-01-03 17:30:00,73.59,168.97,-28.5,42.0
263,2023-01-03 17:45:00,71.04,168.97,-32.1,21.3
264,2023-01-03 18:00:00,177.89,160.99,164.4,-188.7
265,2023-01-03 18:15:00,175.0,160.99,111.8,-114.9
266,2023-01-03 18:30:00,174.36,160.99,101.9,-103.3
267,2023-01-03 18:45:00,172.47,160.99,54.2,-54.0
268,2023-01-03 19:00:00,185.57,149.62,478.2,-478.4
269,2023-01-03 19:15:00,339.54,149.62,240.3,-236.3
270,2023-01-03 19:30:00,410.0,149.62,155.1,-119.9
271,2023-01-03 19:45:00,50.86,149.62,10.8,0.3
272,2023-01-03 20:00:00,35.2,131.04,-68.4,65.1
273,2023-01-03 20:15:00,45.32,131.04,-34.7,90.5
274,2023-01-03 20:30:00,175.0,131.04,33.5,-37.7
275,2023-01-03 20:45:00,172.1,131.04,50.5,-42.9
276,2023-01-03 21:00:00,57.24,114.69,-36.3,1.8
277,2023-01-03 21:15:00,175.22,114.69,65.3,-40.0
278,2023-01-03 21:30:00,172.8,114.69,19.1,-19.6
279,2023-01-03 21:45:00,70.0,114.69,0.8,1.8
280,2023-01-03 22:00:00,174.78,93.76,80.3,-77.9
281,2023-01-03 22:15:00,175.0,93.76,37.1,-30.7
282,2023-01-03 22:30:00,57.9,93.76,-24.2,24.1
283,2023-01-03 22:45:00,46.15,93.76,-49.4,61.6
284,2023-01-03 23:00:00,186.61,80.17,207.5,-212.3
285,2023-01-03 23:15:00,185.0,80.17,146.8,-147.3
286,2023-01-03 23:30:00,-28.08,80.17,41.0,3.4
287,2023-01-03 23:45:00,-72.58,80.17,-136.0,90.1
288,2023-01-04 00:00:00,201.97,69.32,280.2,-303.2
289,2023-01-04 00:15:00,185.0,69.32,120.6,-121.4
290,2023-01-04 00:30:00,-14.36,69.32,17.8,5.4
291,2023-01-04 00:45:00,-14.63,69.32,-41.8,28.7
292,2023-01-04 01:00:00,185.0,39.58,35.0,-55.0
293,2023-01-04 01:15:00,-15.55,39.58,6.8,31.0
294,2023-01-04 01:30:00,-17.33,39.58,-54.2,7.9
295,2023-01-04 01:45:00,-14.87,39.58,-20.5,23.2
296,2023-01-04 02:00:00,185.0,2.62,57.9,-55.7
297,2023-01-04 02:15:00,185.0,2.62,20.7,-28.0
298,2023-01-04 02:30:00,185.0,2.62,62.5,-54.6
299,2023-01-04 02:45:00,185.0,2.62,48.8,-56.0
300,2023-01-04 03:00:00,185.0,0.85,43.3,-53.2
301,2023-01-04 03:15:00,185.0,0.85,8.2,-2.5
302,2023-01-04 03:30:00,185.0,0.85,13.0,-16.4
303,2023-01-04 03:45:00,-11.52,0.85,-4.4,22.3
304,2023-01-04 04:00:00,-14.09,11.02,-17.2,100.7
305,2023-01-04 04:15:00,-14.16,11.02,-59.4,64.8
306,2023-01-04 04:30:00,185.0,11.02,-3.9,-7.7
307,2023-01-04 04:45:00,190.81,11.02,7.6,-9.4
308,2023-01-04 05:00:00,-15.15,61.03,2.2,245.2
309,2023-01-04 05:15:00,-14.59,61.03,-22.3,136.1
310,2023-01-04 05:30:00,185.0,61.03,11.8,-78.9
311,2023-01-04 05:45:00,185.0,61.03,28.9,-47.0
312,2023-01-04 06:00:00,-81.18,94.6,-166.0,186.3
313,2023-01-04 06:15:00,185.0,94.6,-6.6,-3.8
314,2023-01-04 06:30:00,-12.13,94.6,-47.2,54.5
315,2023-01-04 06:45:00,185.0,94.6,27.8,-47.0
316,2023-01-04 07:00:00,-13.83,134.16,-95.1,89.7
317,2023-01-04 07:15:00,-10.78,134.16,-29.3,20.6
318,2023-01-04 07:30:00,186.06,134.16,64.2,-51.6
319,2023-01-04 07:45:00,-11.29,134.16,-80.9,84.7
320,2023-01-04 08:00:00,-10.0,129.64,-17.7,4.1
321,2023-01-04 08:15:00,182.65,129.64,55.8,-45.2
322,2023-01-04 08:30:00,180.0,129.64,16.1,-14.3
323,2023-01-04 08:45:00,185.0,129.64,8.4,-2.0
324,2023-01-04 09:00:00,205.11,120.7,61.4,-80.6
325,2023-01-04 09:15:00,185.0,120.7,26.1,-25.1
326,2023-01-04 09:30:00,185.0,120.7,49.3,-53.0
327,2023-01-04 09:45:00,185.0,120.7,42.8,-25.0
328,2023-01-04 10:00:00,-13.42,100.24,-162.6,131.0
329,2023-01-04 10:15:00,-10.01,100.24,-33.3,18.3
330,2023-01-04 10:30:00,186.74,100.24,134.9,-159.0
331,2023-01-04 10:45:00,182.4,100.24,35.5,-55.0
332,2023-01-04 11:00:00,180.78,105.03,9.6,-30.7
333,2023-01-04 11:15:00,-12.99,105.03,-47.5,50.0
334,2023-01-04 11:30:00,-13.72,105.03,-36.8,24.3
335,2023-01-04 11:45:00,-13.89,105.03,-40.0,55.3
336,2023-01-04 12:00:00,185.0,106.0,-1.0,-18.4
337,2023-01-04 12:15:00,185.0,106.0,5.2,-20.4
338,2023-01-04 12:30:00,180.17,106.0,-14.5,-1.1
339,2023-01-04 12:45:00,180.26,106.0,1.2,-22.0
340,2023-01-04 13:00:00,180.88,105.07,16.9,-17.2
341,2023-01-04 13:15:00,185.0,105.07,-12.6,-26.9
342,2023-01-04 13:30:00,185.0,105.07,37.7,-59.7
343,2023-01-04 13:45:00,-10.09,105.07,-22.8,12.8
344,2023-01-04 14:00:00,-11.92,103.9,-151.3,149.6
345,2023-01-04 14:15:00,-84.9,103.9,-52.1,14.1
346,2023-01-04 14:30:00,182.84,103.9,37.9,-60.7
347,2023-01-04 14:45:00,183.7,103.9,58.4,-71.0
348,2023-01-04 15:00:00,-18.84,107.98,-102.4,115.6
349,2023-01-04 15:15:00,-65.0,107.98,-118.3,109.8
350,2023-01-04 15:30:00,-66.04,107.98,-168.6,158.5
351,2023-01-04 15:45:00,206.5,107.98,-16.8,-76.4
352,2023-01-04 16:00:00,-70.36,122.35,-31.7,95.9
353,2023-01-04 16:15:00,183.8,122.35,-25.7,-3.4
354,2023-01-04 16:30:00,185.0,122.35,36.6,-41.6
355,2023-01-04 16:45:00,185.0,122.35,10.6,-28.7
356,2023-01-04 17:00:00,185.0,139.93,19.3,-15.8
357,2023-01-04 17:15:00,-11.57,139.93,-34.8,16.5
358,2023-01-04 17:30:00,-12.77,139.93,-34.3,42.0
359,2023-01-04 17:45:00,185.0,139.93,7.3,-19.9
360,2023-01-04 18:00:00,219.33,129.49,139.1,-287.2
361,2023-01-04 18:15:00,250.0,129.49,130.0,-118.2
362,2023-01-04 18:30:00,180.65,129.49,17.9,-18.1
363,2023-01-04 18:45:00,-13.96,129.49,-49.8,81.2
364,2023-01-04 19:00:00,227.19,105.89,84.1,-277.2
365,2023-01-04 19:15:00,325.0,105.89,172.6,-138.8
366,2023-01-04 19:30:00,325.0,105.89,19.8,-28.3
367,2023-01-04 19:45:00,-17.56,105.89,-112.6,73.0
368,2023-01-04 20:00:00,-10.26,90.61,-3.0,4.0
369,2023-01-04 20:15:00,184.86,90.61,73.5,-80.9
370,2023-01-04 20:30:00,180.33,90.61,66.2,-54.8
371,2023-01-04 20:45:00,-11.26,90.61,-16.1,8.0
372,2023-01-04 21:00:00,185.79,87.92,126.1,-173.7
373,2023-01-04 21:15:00,188.32,87.92,193.0,-195.8
374,2023-01-04 21:30:00,182.92,87.92,171.0,-156.8
375,2023-01-04 21:45:00,182.72,87.92,188.1,-186.2
376,2023-01-04 22:00:00,325.0,78.19,151.9,-119.9
377,2023-01-04 22:15:00,325.0,78.19,38.3,-30.4
378,2023-01-04 22:30:00,-14.45,78.19,-88.2,96.2
379,2023-01-04 22:45:00,-84.38,78.19,-234.7,256.3
380,2023-01-04 23:00:00,6.47,34.78,-95.4,103.6
381,2023-01-04 23:15:00,-7.75,34.78,-178.1,209.3
382,2023-01-04 23:30:00,-86.88,34.78,-137.3,164.6
383,2023-01-04 23:45:00,-84.9,34.78,-87.2,84.7
384,2023-01-05 00:00:00,169.52,31.42,62.2,-57.8
385,2023-01-05 00:15:00,-34.61,31.42,-130.7,180.4
386,2023-01-05 00:30:00,-87.0,31.42,-180.1,114.9
387,2023-01-05 00:45:00,-88.27,31.42,-179.5,203.0
388,2023-01-05 01:00:00,179.66,33.1,58.3,-117.2
389,2023-01-05 01:15:00,158.15,33.1,51.5,-54.7
390,2023-01-05 01:30:00,158.15,33.1,109.8,-103.2
391,2023-01-05 01:45:00,6.59,33.1,-19.0,26.8
392,2023-01-05 02:00:00,14.56,14.56,-119.7,113.9
393,2023-01-05 02:15:00,14.56,14.56,-111.0,112.5
394,2023-01-05 02:30:00,14.56,14.56,-114.1,118.5
395,2023-01-05 02:45:00,5.06,14.56,-54.6,78.2
396,2023-01-05 03:00:00,-0.12,22.19,-254.0,265.6
397,2023-01-05 03:15:00,6.71,22.19,-193.2,195.0
398,2023-01-05 03:30:00,15.32,22.19,-189.1,186.1
399,2023-01-05 03:45:00,-84.9,22.19,-122.0,101.3
400,2023-01-05 04:00:00,-49.57,41.2,-111.8,234.2
401,2023-01-05 04:15:00,-110.05,41.2,-145.1,238.7
402,2023-01-05 04:30:00,-87.16,41.2,-177.7,152.8
403,2023-01-05 04:45:00,-84.9,41.2,-39.2,72.1
404,2023-01-05 05:00:00,-86.59,78.53,-277.2,281.1
405,2023-01-05 05:15:00,-164.58,78.53,-212.8,215.0
406,2023-01-05 05:30:00,-163.0,78.53,-10.3,30.1
407,2023-01-05 05:45:00,-106.62,78.53,-52.6,138.8
408,2023-01-05 06:00:00,-146.4,127.98,-229.9,259.5
409,2023-01-05 06:15:00,-91.36,127.98,-241.7,222.6
410,2023-01-05 06:30:00,-86.95,127.98,-188.9,156.0
411,2023-01-05 06:45:00,-84.9,127.98,-77.5,36.8
412,2023-01-05 07:00:00,-65.0,141.02,7.1,17.4
413,2023-01-05 07:15:00,156.79,141.02,14.0,-31.6
414,2023-01-05 07:30:00,156.79,141.02,70.7,-98.4
415,2023-01-05 07:45:00,160.17,141.02,110.0,-130.6
416,2023-01-05 08:00:00,169.96,147.18,192.5,-253.7
417,2023-01-05 08:15:00,325.0,147.18,9.5,-14.4
418,2023-01-05 08:30:00,167.11,147.18,75.6,-130.8
419,2023-01-05 08:45:00,161.66,147.18,49.1,-61.0
420,2023-01-05 09:00:00,79.57,149.81,-57.9,45.9
421,2023-01-05 09:15:00,162.02,149.81,95.8,-111.6
422,2023-01-05 09:30:00,72.16,149.81,1.9,4.3
423,2023-01-05 09:45:00,-3.29,149.81,-102.2,105.7
424,2023-01-05 10:00:00,64.57,147.46,-106.6,72.3
425,2023-01-05 10:15:00,162.02,147.46,25.2,-28.0
426,2023-01-05 10:30:00,72.44,147.46,-50.5,36.1
427,2023-01-05 10:45:00,63.23,147.46,-101.9,112.7
428,2023-01-05 11:00:00,152.29,143.17,22.0,-46.0
429,2023-01-05 11:15:00,152.23,143.17,13.3,-32.5
