Timestamp start (Europe/Brussels),Timestamp end (Europe/Brussels),Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh),dtbe,dtutc
19/06/2024 23:30,19/06/2024 23:45,87.12,2024-06-19 23:30:00+02:00,2024-06-19 21:30:00+00:00
19/06/2024 23:45,20/06/2024 00:00,87.12,2024-06-19 23:45:00+02:00,2024-06-19 21:45:00+00:00
20/06/2024 00:00,20/06/2024 00:15,82.41,2024-06-20 00:00:00+02:00,2024-06-19 22:00:00+00:00
20/06/2024 00:15,20/06/2024 00:30,82.41,2024-06-20 00:15:00+02:00,2024-06-19 22:15:00+00:00
20/06/2024 00:30,20/06/2024 00:45,82.41,2024-06-20 00:30:00+02:00,2024-06-19 22:30:00+00:00
20/06/2024 00:45,20/06/2024 01:00,82.41,2024-06-20 00:45:00+02:00,2024-06-19 22:45:00+00:00
20/06/2024 01:00,20/06/2024 01:15,77.02,2024-06-20 01:00:00+02:00,2024-06-19 23:00:00+00:00
20/06/2024 01:15,20/06/2024 01:30,77.02,2024-06-20 01:15:00+02:00,2024-06-19 23:15:00+00:00
20/06/2024 01:30,20/06/2024 01:45,77.02,2024-06-20 01:30:00+02:00,2024-06-19 23:30:00+00:00
20/06/2024 01:45,20/06/2024 02:00,77.02,2024-06-20 01:45:00+02:00,2024-06-19 23:45:00+00:00
20/06/2024 02:00,20/06/2024 02:15,72.66,2024-06-20 02:00:00+02:00,2024-06-20 00:00:00+00:00
20/06/2024 02:15,20/06/2024 02:30,72.66,2024-06-20 02:15:00+02:00,2024-06-20 00:15:00+00:00
20/06/2024 02:30,20/06/2024 02:45,72.66,2024-06-20 02:30:00+02:00,2024-06-20 00:30:00+00:00
20/06/2024 02:45,20/06/2024 03:00,72.66,2024-06-20 02:45:00+02:00,2024-06-20 00:45:00+00:00
20/06/2024 03:00,20/06/2024 03:15,70.22,2024-06-20 03:00:00+02:00,2024-06-20 01:00:00+00:00
20/06/2024 03:15,20/06/2024 03:30,70.22,2024-06-20 03:15:00+02:00,2024-06-20 01:15:00+00:00
20/06/2024 03:30,20/06/2024 03:45,70.22,2024-06-20 03:30:00+02:00,2024-06-20 01:30:00+00:00
20/06/2024 03:45,20/06/2024 04:00,70.22,2024-06-20 03:45:00+02:00,2024-06-20 01:45:00+00:00
20/06/2024 04:00,20/06/2024 04:15,69.23,2024-06-20 04:00:00+02:00,2024-06-20 02:00:00+00:00
20/06/2024 04:15,20/06/2024 04:30,69.23,2024-06-20 04:15:00+02:00,2024-06-20 02:15:00+00:00
20/06/2024 04:30,20/06/2024 04:45,69.23,2024-06-20 04:30:00+02:00,2024-06-20 02:30:00+00:00
20/06/2024 04:45,20/06/2024 05:00,69.23,2024-06-20 04:45:00+02:00,2024-06-20 02:45:00+00:00
20/06/2024 05:00,20/06/2024 05:15,71.5,2024-06-20 05:00:00+02:00,2024-06-20 03:00:00+00:00
20/06/2024 05:15,20/06/2024 05:30,71.5,2024-06-20 05:15:00+02:00,2024-06-20 03:15:00+00:00
20/06/2024 05:30,20/06/2024 05:45,71.5,2024-06-20 05:30:00+02:00,2024-06-20 03:30:00+00:00
20/06/2024 05:45,20/06/2024 06:00,71.5,2024-06-20 05:45:00+02:00,2024-06-20 03:45:00+00:00
20/06/2024 06:00,20/06/2024 06:15,79.41,2024-06-20 06:00:00+02:00,2024-06-20 04:00:00+00:00
20/06/2024 06:15,20/06/2024 06:30,79.41,2024-06-20 06:15:00+02:00,2024-06-20 04:15:00+00:00
20/06/2024 06:30,20/06/2024 06:45,79.41,2024-06-20 06:30:00+02:00,2024-06-20 04:30:00+00:00
20/06/2024 06:45,20/06/2024 07:00,79.41,2024-06-20 06:45:00+02:00,2024-06-20 04:45:00+00:00
20/06/2024 07:00,20/06/2024 07:15,92.41,2024-06-20 07:00:00+02:00,2024-06-20 05:00:00+00:00
20/06/2024 07:15,20/06/2024 07:30,92.41,2024-06-20 07:15:00+02:00,2024-06-20 05:15:00+00:00
20/06/2024 07:30,20/06/2024 07:45,92.41,2024-06-20 07:30:00+02:00,2024-06-20 05:30:00+00:00
20/06/2024 07:45,20/06/2024 08:00,92.41,2024-06-20 07:45:00+02:00,2024-06-20 05:45:00+00:00
20/06/2024 08:00,20/06/2024 08:15,96.74,2024-06-20 08:00:00+02:00,2024-06-20 06:00:00+00:00
20/06/2024 08:15,20/06/2024 08:30,96.74,2024-06-20 08:15:00+02:00,2024-06-20 06:15:00+00:00
20/06/2024 08:30,20/06/2024 08:45,96.74,2024-06-20 08:30:00+02:00,2024-06-20 06:30:00+00:00
20/06/2024 08:45,20/06/2024 09:00,96.74,2024-06-20 08:45:00+02:00,2024-06-20 06:45:00+00:00
20/06/2024 09:00,20/06/2024 09:15,95.48,2024-06-20 09:00:00+02:00,2024-06-20 07:00:00+00:00
20/06/2024 09:15,20/06/2024 09:30,95.48,2024-06-20 09:15:00+02:00,2024-06-20 07:15:00+00:00
20/06/2024 09:30,20/06/2024 09:45,95.48,2024-06-20 09:30:00+02:00,2024-06-20 07:30:00+00:00
20/06/2024 09:45,20/06/2024 10:00,95.48,2024-06-20 09:45:00+02:00,2024-06-20 07:45:00+00:00
20/06/2024 10:00,20/06/2024 10:15,90.88,2024-06-20 10:00:00+02:00,2024-06-20 08:00:00+00:00
20/06/2024 10:15,20/06/2024 10:30,90.88,2024-06-20 10:15:00+02:00,2024-06-20 08:15:00+00:00
20/06/2024 10:30,20/06/2024 10:45,90.88,2024-06-20 10:30:00+02:00,2024-06-20 08:30:00+00:00
20/06/2024 10:45,20/06/2024 11:00,90.88,2024-06-20 10:45:00+02:00,2024-06-20 08:45:00+00:00
20/06/2024 11:00,20/06/2024 11:15,85.12,2024-06-20 11:00:00+02:00,2024-06-20 09:00:00+00:00
20/06/2024 11:15,20/06/2024 11:30,85.12,2024-06-20 11:15:00+02:00,2024-06-20 09:15:00+00:00
20/06/2024 11:30,20/06/2024 11:45,85.12,2024-06-20 11:30:00+02:00,2024-06-20 09:30:00+00:00
20/06/2024 11:45,20/06/2024 12:00,85.12,2024-06-20 11:45:00+02:00,2024-06-20 09:45:00+00:00
20/06/2024 12:00,20/06/2024 12:15,79.98,2024-06-20 12:00:00+02:00,2024-06-20 10:00:00+00:00
20/06/2024 12:15,20/06/2024 12:30,79.98,2024-06-20 12:15:00+02:00,2024-06-20 10:15:00+00:00
20/06/2024 12:30,20/06/2024 12:45,79.98,2024-06-20 12:30:00+02:00,2024-06-20 10:30:00+00:00
20/06/2024 12:45,20/06/2024 13:00,79.98,2024-06-20 12:45:00+02:00,2024-06-20 10:45:00+00:00
20/06/2024 13:00,20/06/2024 13:15,78.19,2024-06-20 13:00:00+02:00,2024-06-20 11:00:00+00:00
20/06/2024 13:15,20/06/2024 13:30,78.19,2024-06-20 13:15:00+02:00,2024-06-20 11:15:00+00:00
20/06/2024 13:30,20/06/2024 13:45,78.19,2024-06-20 13:30:00+02:00,2024-06-20 11:30:00+00:00
20/06/2024 13:45,20/06/2024 14:00,78.19,2024-06-20 13:45:00+02:00,2024-06-20 11:45:00+00:00
20/06/2024 14:00,20/06/2024 14:15,71.96,2024-06-20 14:00:00+02:00,2024-06-20 12:00:00+00:00
20/06/2024 14:15,20/06/2024 14:30,71.96,2024-06-20 14:15:00+02:00,2024-06-20 12:15:00+00:00
20/06/2024 14:30,20/06/2024 14:45,71.96,2024-06-20 14:30:00+02:00,2024-06-20 12:30:00+00:00
20/06/2024 14:45,20/06/2024 15:00,71.96,2024-06-20 14:45:00+02:00,2024-06-20 12:45:00+00:00
20/06/2024 15:00,20/06/2024 15:15,68.78,2024-06-20 15:00:00+02:00,2024-06-20 13:00:00+00:00
20/06/2024 15:15,20/06/2024 15:30,68.78,2024-06-20 15:15:00+02:00,2024-06-20 13:15:00+00:00
20/06/2024 15:30,20/06/2024 15:45,68.78,2024-06-20 15:30:00+02:00,2024-06-20 13:30:00+00:00
20/06/2024 15:45,20/06/2024 16:00,68.78,2024-06-20 15:45:00+02:00,2024-06-20 13:45:00+00:00
20/06/2024 16:00,20/06/2024 16:15,70.09,2024-06-20 16:00:00+02:00,2024-06-20 14:00:00+00:00
20/06/2024 16:15,20/06/2024 16:30,70.09,2024-06-20 16:15:00+02:00,2024-06-20 14:15:00+00:00
20/06/2024 16:30,20/06/2024 16:45,70.09,2024-06-20 16:30:00+02:00,2024-06-20 14:30:00+00:00
20/06/2024 16:45,20/06/2024 17:00,70.09,2024-06-20 16:45:00+02:00,2024-06-20 14:45:00+00:00
20/06/2024 17:00,20/06/2024 17:15,78.62,2024-06-20 17:00:00+02:00,2024-06-20 15:00:00+00:00
20/06/2024 17:15,20/06/2024 17:30,78.62,2024-06-20 17:15:00+02:00,2024-06-20 15:15:00+00:00
20/06/2024 17:30,20/06/2024 17:45,78.62,2024-06-20 17:30:00+02:00,2024-06-20 15:30:00+00:00
20/06/2024 17:45,20/06/2024 18:00,78.62,2024-06-20 17:45:00+02:00,2024-06-20 15:45:00+00:00
20/06/2024 18:00,20/06/2024 18:15,91.95,2024-06-20 18:00:00+02:00,2024-06-20 16:00:00+00:00
20/06/2024 18:15,20/06/2024 18:30,91.95,2024-06-20 18:15:00+02:00,2024-06-20 16:15:00+00:00
20/06/2024 18:30,20/06/2024 18:45,91.95,2024-06-20 18:30:00+02:00,2024-06-20 16:30:00+00:00
20/06/2024 18:45,20/06/2024 19:00,91.95,2024-06-20 18:45:00+02:00,2024-06-20 16:45:00+00:00
20/06/2024 19:00,20/06/2024 19:15,100.55,2024-06-20 19:00:00+02:00,2024-06-20 17:00:00+00:00
20/06/2024 19:15,20/06/2024 19:30,100.55,2024-06-20 19:15:00+02:00,2024-06-20 17:15:00+00:00
20/06/2024 19:30,20/06/2024 19:45,100.55,2024-06-20 19:30:00+02:00,2024-06-20 17:30:00+00:00
20/06/2024 19:45,20/06/2024 20:00,100.55,2024-06-20 19:45:00+02:00,2024-06-20 17:45:00+00:00
20/06/2024 20:00,20/06/2024 20:15,103.62,2024-06-20 20:00:00+02:00,2024-06-20 18:00:00+00:00
20/06/2024 20:15,20/06/2024 20:30,103.62,2024-06-20 20:15:00+02:00,2024-06-20 18:15:00+00:00
20/06/2024 20:30,20/06/2024 20:45,103.62,2024-06-20 20:30:00+02:00,2024-06-20 18:30:00+00:00
20/06/2024 20:45,20/06/2024 21:00,103.62,2024-06-20 20:45:00+02:00,2024-06-20 18:45:00+00:00
20/06/2024 21:00,20/06/2024 21:15,100.55,2024-06-20 21:00:00+02:00,2024-06-20 19:00:00+00:00
20/06/2024 21:15,20/06/2024 21:30,100.55,2024-06-20 21:15:00+02:00,2024-06-20 19:15:00+00:00
20/06/2024 21:30,20/06/2024 21:45,100.55,2024-06-20 21:30:00+02:00,2024-06-20 19:30:00+00:00
20/06/2024 21:45,20/06/2024 22:00,100.55,2024-06-20 21:45:00+02:00,2024-06-20 19:45:00+00:00
20/06/2024 22:00,20/06/2024 22:15,96.73,2024-06-20 22:00:00+02:00,2024-06-20 20:00:00+00:00
20/06/2024 22:15,20/06/2024 22:30,96.73,2024-06-20 22:15:00+02:00,2024-06-20 20:15:00+00:00
20/06/2024 22:30,20/06/2024 22:45,96.73,2024-06-20 22:30:00+02:00,2024-06-20 20:30:00+00:00
20/06/2024 22:45,20/06/2024 23:00,96.73,2024-06-20 22:45:00+02:00,2024-06-20 20:45:00+00:00
20/06/2024 23:00,20/06/2024 23:15,88.72,2024-06-20 23:00:00+02:00,2024-06-20 21:00:00+00:00
20/06/2024 23:15,20/06/2024 23:30,88.72,2024-06-20 23:15:00+02:00,2024-06-20 21:15:00+00:00
20/06/2024 23:30,20/06/2024 23:45,88.72,2024-06-20 23:30:00+02:00,2024-06-20 21:30:00+00:00
20/06/2024 23:45,21/06/2024 00:00,88.72,2024-06-20 23:45:00+02:00,2024-06-20 21:45:00+00:00
21/06/2024 00:00,21/06/2024 00:15,84.14,2024-06-21 00:00:00+02:00,2024-06-20 22:00:00+00:00
21/06/2024 00:15,21/06/2024 00:30,84.14,2024-06-21 00:15:00+02:00,2024-06-20 22:15:00+00:00
21/06/2024 00:30,21/06/2024 00:45,84.14,2024-06-21 00:30:00+02:00,2024-06-20 22:30:00+00:00
21/06/2024 00:45,21/06/2024 01:00,84.14,2024-06-21 00:45:00+02:00,2024-06-20 22:45:00+00:00
21/06/2024 01:00,21/06/2024 01:15,79.38,2024-06-21 01:00:00+02:00,2024-06-20 23:00:00+00:00
21/06/2024 01:15,21/06/2024 01:30,79.38,2024-06-21 01:15:00+02:00,2024-06-20 23:15:00+00:00
21/06/2024 01:30,21/06/2024 01:45,79.38,2024-06-21 01:30:00+02:00,2024-06-20 23:30:00+00:00
21/06/2024 01:45,21/06/2024 02:00,79.38,2024-06-21 01:45:00+02:00,2024-06-20 23:45:00+00:00
21/06/2024 02:00,21/06/2024 02:15,74.77,2024-06-21 02:00:00+02:00,2024-06-21 00:00:00+00:00
21/06/2024 02:15,21/06/2024 02:30,74.77,2024-06-21 02:15:00+02:00,2024-06-21 00:15:00+00:00
21/06/2024 02:30,21/06/2024 02:45,74.77,2024-06-21 02:30:00+02:00,2024-06-21 00:30:00+00:00
21/06/2024 02:45,21/06/2024 03:00,74.77,2024-06-21 02:45:00+02:00,2024-06-21 00:45:00+00:00
21/06/2024 03:00,21/06/2024 03:15,71.72,2024-06-21 03:00:00+02:00,2024-06-21 01:00:00+00:00
21/06/2024 03:15,21/06/2024 03:30,71.72,2024-06-21 03:15:00+02:00,2024-06-21 01:15:00+00:00
21/06/2024 03:30,21/06/2024 03:45,71.72,2024-06-21 03:30:00+02:00,2024-06-21 01:30:00+00:00
21/06/2024 03:45,21/06/2024 04:00,71.72,2024-06-21 03:45:00+02:00,2024-06-21 01:45:00+00:00
21/06/2024 04:00,21/06/2024 04:15,69.18,2024-06-21 04:00:00+02:00,2024-06-21 02:00:00+00:00
21/06/2024 04:15,21/06/2024 04:30,69.18,2024-06-21 04:15:00+02:00,2024-06-21 02:15:00+00:00
21/06/2024 04:30,21/06/2024 04:45,69.18,2024-06-21 04:30:00+02:00,2024-06-21 02:30:00+00:00
21/06/2024 04:45,21/06/2024 05:00,69.18,2024-06-21 04:45:00+02:00,2024-06-21 02:45:00+00:00
21/06/2024 05:00,21/06/2024 05:15,68.59,2024-06-21 05:00:00+02:00,2024-06-21 03:00:00+00:00
21/06/2024 05:15,21/06/2024 05:30,68.59,2024-06-21 05:15:00+02:00,2024-06-21 03:15:00+00:00
21/06/2024 05:30,21/06/2024 05:45,68.59,2024-06-21 05:30:00+02:00,2024-06-21 03:30:00+00:00
21/06/2024 05:45,21/06/2024 06:00,68.59,2024-06-21 05:45:00+02:00,2024-06-21 03:45:00+00:00
21/06/2024 06:00,21/06/2024 06:15,75.07,2024-06-21 06:00:00+02:00,2024-06-21 04:00:00+00:00
21/06/2024 06:15,21/06/2024 06:30,75.07,2024-06-21 06:15:00+02:00,2024-06-21 04:15:00+00:00
21/06/2024 06:30,21/06/2024 06:45,75.07,2024-06-21 06:30:00+02:00,2024-06-21 04:30:00+00:00
21/06/2024 06:45,21/06/2024 07:00,75.07,2024-06-21 06:45:00+02:00,2024-06-21 04:45:00+00:00
21/06/2024 07:00,21/06/2024 07:15,86.77,2024-06-21 07:00:00+02:00,2024-06-21 05:00:00+00:00
21/06/2024 07:15,21/06/2024 07:30,86.77,2024-06-21 07:15:00+02:00,2024-06-21 05:15:00+00:00
21/06/2024 07:30,21/06/2024 07:45,86.77,2024-06-21 07:30:00+02:00,2024-06-21 05:30:00+00:00
21/06/2024 07:45,21/06/2024 08:00,86.77,2024-06-21 07:45:00+02:00,2024-06-21 05:45:00+00:00
21/06/2024 08:00,21/06/2024 08:15,91.13,2024-06-21 08:00:00+02:00,2024-06-21 06:00:00+00:00
21/06/2024 08:15,21/06/2024 08:30,91.13,2024-06-21 08:15:00+02:00,2024-06-21 06:15:00+00:00
21/06/2024 08:30,21/06/2024 08:45,91.13,2024-06-21 08:30:00+02:00,2024-06-21 06:30:00+00:00
21/06/2024 08:45,21/06/2024 09:00,91.13,2024-06-21 08:45:00+02:00,2024-06-21 06:45:00+00:00
21/06/2024 09:00,21/06/2024 09:15,90.45,2024-06-21 09:00:00+02:00,2024-06-21 07:00:00+00:00
21/06/2024 09:15,21/06/2024 09:30,90.45,2024-06-21 09:15:00+02:00,2024-06-21 07:15:00+00:00
21/06/2024 09:30,21/06/2024 09:45,90.45,2024-06-21 09:30:00+02:00,2024-06-21 07:30:00+00:00
21/06/2024 09:45,21/06/2024 10:00,90.45,2024-06-21 09:45:00+02:00,2024-06-21 07:45:00+00:00
21/06/2024 10:00,21/06/2024 10:15,84.84,2024-06-21 10:00:00+02:00,2024-06-21 08:00:00+00:00
21/06/2024 10:15,21/06/2024 10:30,84.84,2024-06-21 10:15:00+02:00,2024-06-21 08:15:00+00:00
21/06/2024 10:30,21/06/2024 10:45,84.84,2024-06-21 10:30:00+02:00,2024-06-21 08:30:00+00:00
21/06/2024 10:45,21/06/2024 11:00,84.84,2024-06-21 10:45:00+02:00,2024-06-21 08:45:00+00:00
21/06/2024 11:00,21/06/2024 11:15,75.2,2024-06-21 11:00:00+02:00,2024-06-21 09:00:00+00:00
21/06/2024 11:15,21/06/2024 11:30,75.2,2024-06-21 11:15:00+02:00,2024-06-21 09:15:00+00:00
21/06/2024 11:30,21/06/2024 11:45,75.2,2024-06-21 11:30:00+02:00,2024-06-21 09:30:00+00:00
21/06/2024 11:45,21/06/2024 12:00,75.2,2024-06-21 11:45:00+02:00,2024-06-21 09:45:00+00:00
21/06/2024 12:00,21/06/2024 12:15,68.9,2024-06-21 12:00:00+02:00,2024-06-21 10:00:00+00:00
21/06/2024 12:15,21/06/2024 12:30,68.9,2024-06-21 12:15:00+02:00,2024-06-21 10:15:00+00:00
21/06/2024 12:30,21/06/2024 12:45,68.9,2024-06-21 12:30:00+02:00,2024-06-21 10:30:00+00:00
21/06/2024 12:45,21/06/2024 13:00,68.9,2024-06-21 12:45:00+02:00,2024-06-21 10:45:00+00:00
21/06/2024 13:00,21/06/2024 13:15,66.64,2024-06-21 13:00:00+02:00,2024-06-21 11:00:00+00:00
21/06/2024 13:15,21/06/2024 13:30,66.64,2024-06-21 13:15:00+02:00,2024-06-21 11:15:00+00:00
21/06/2024 13:30,21/06/2024 13:45,66.64,2024-06-21 13:30:00+02:00,2024-06-21 11:30:00+00:00
21/06/2024 13:45,21/06/2024 14:00,66.64,2024-06-21 13:45:00+02:00,2024-06-21 11:45:00+00:00
21/06/2024 14:00,21/06/2024 14:15,58.96,2024-06-21 14:00:00+02:00,2024-06-21 12:00:00+00:00
21/06/2024 14:15,21/06/2024 14:30,58.96,2024-06-21 14:15:00+02:00,2024-06-21 12:15:00+00:00
21/06/2024 14:30,21/06/2024 14:45,58.96,2024-06-21 14:30:00+02:00,2024-06-21 12:30:00+00:00
21/06/2024 14:45,21/06/2024 15:00,58.96,2024-06-21 14:45:00+02:00,2024-06-21 12:45:00+00:00
21/06/2024 15:00,21/06/2024 15:15,54.16,2024-06-21 15:00:00+02:00,2024-06-21 13:00:00+00:00
21/06/2024 15:15,21/06/2024 15:30,54.16,2024-06-21 15:15:00+02:00,2024-06-21 13:15:00+00:00
21/06/2024 15:30,21/06/2024 15:45,54.16,2024-06-21 15:30:00+02:00,2024-06-21 13:30:00+00:00
21/06/2024 15:45,21/06/2024 16:00,54.16,2024-06-21 15:45:00+02:00,2024-06-21 13:45:00+00:00
21/06/2024 16:00,21/06/2024 16:15,55.46,2024-06-21 16:00:00+02:00,2024-06-21 14:00:00+00:00
21/06/2024 16:15,21/06/2024 16:30,55.46,2024-06-21 16:15:00+02:00,2024-06-21 14:15:00+00:00
21/06/2024 16:30,21/06/2024 16:45,55.46,2024-06-21 16:30:00+02:00,2024-06-21 14:30:00+00:00
21/06/2024 16:45,21/06/2024 17:00,55.46,2024-06-21 16:45:00+02:00,2024-06-21 14:45:00+00:00
21/06/2024 17:00,21/06/2024 17:15,65.57,2024-06-21 17:00:00+02:00,2024-06-21 15:00:00+00:00
21/06/2024 17:15,21/06/2024 17:30,65.57,2024-06-21 17:15:00+02:00,2024-06-21 15:15:00+00:00
21/06/2024 17:30,21/06/2024 17:45,65.57,2024-06-21 17:30:00+02:00,2024-06-21 15:30:00+00:00
21/06/2024 17:45,21/06/2024 18:00,65.57,2024-06-21 17:45:00+02:00,2024-06-21 15:45:00+00:00
21/06/2024 18:00,21/06/2024 18:15,80.89,2024-06-21 18:00:00+02:00,2024-06-21 16:00:00+00:00
21/06/2024 18:15,21/06/2024 18:30,80.89,2024-06-21 18:15:00+02:00,2024-06-21 16:15:00+00:00
21/06/2024 18:30,21/06/2024 18:45,80.89,2024-06-21 18:30:00+02:00,2024-06-21 16:30:00+00:00
21/06/2024 18:45,21/06/2024 19:00,80.89,2024-06-21 18:45:00+02:00,2024-06-21 16:45:00+00:00
21/06/2024 19:00,21/06/2024 19:15,92.18,2024-06-21 19:00:00+02:00,2024-06-21 17:00:00+00:00
21/06/2024 19:15,21/06/2024 19:30,92.18,2024-06-21 19:15:00+02:00,2024-06-21 17:15:00+00:00
21/06/2024 19:30,21/06/2024 19:45,92.18,2024-06-21 19:30:00+02:00,2024-06-21 17:30:00+00:00
21/06/2024 19:45,21/06/2024 20:00,92.18,2024-06-21 19:45:00+02:00,2024-06-21 17:45:00+00:00
21/06/2024 20:00,21/06/2024 20:15,96.07,2024-06-21 20:00:00+02:00,2024-06-21 18:00:00+00:00
21/06/2024 20:15,21/06/2024 20:30,96.07,2024-06-21 20:15:00+02:00,2024-06-21 18:15:00+00:00
21/06/2024 20:30,21/06/2024 20:45,96.07,2024-06-21 20:30:00+02:00,2024-06-21 18:30:00+00:00
21/06/2024 20:45,21/06/2024 21:00,96.07,2024-06-21 20:45:00+02:00,2024-06-21 18:45:00+00:00
21/06/2024 21:00,21/06/2024 21:15,92.09,2024-06-21 21:00:00+02:00,2024-06-21 19:00:00+00:00
21/06/2024 21:15,21/06/2024 21:30,92.09,2024-06-21 21:15:00+02:00,2024-06-21 19:15:00+00:00
21/06/2024 21:30,21/06/2024 21:45,92.09,2024-06-21 21:30:00+02:00,2024-06-21 19:30:00+00:00
21/06/2024 21:45,21/06/2024 22:00,92.09,2024-06-21 21:45:00+02:00,2024-06-21 19:45:00+00:00
21/06/2024 22:00,21/06/2024 22:15,88.01,2024-06-21 22:00:00+02:00,2024-06-21 20:00:00+00:00
21/06/2024 22:15,21/06/2024 22:30,88.01,2024-06-21 22:15:00+02:00,2024-06-21 20:15:00+00:00
21/06/2024 22:30,21/06/2024 22:45,88.01,2024-06-21 22:30:00+02:00,2024-06-21 20:30:00+00:00
21/06/2024 22:45,21/06/2024 23:00,88.01,2024-06-21 22:45:00+02:00,2024-06-21 20:45:00+00:00
21/06/2024 23:00,21/06/2024 23:15,80.47,2024-06-21 23:00:00+02:00,2024-06-21 21:00:00+00:00
21/06/2024 23:15,21/06/2024 23:30,80.47,2024-06-21 23:15:00+02:00,2024-06-21 21:15:00+00:00
21/06/2024 23:30,21/06/2024 23:45,80.47,2024-06-21 23:30:00+02:00,2024-06-21 21:30:00+00:00
21/06/2024 23:45,22/06/2024 00:00,80.47,2024-06-21 23:45:00+02:00,2024-06-21 21:45:00+00:00
22/06/2024 00:00,22/06/2024 00:15,78.94,2024-06-22 00:00:00+02:00,2024-06-21 22:00:00+00:00
22/06/2024 00:15,22/06/2024 00:30,78.94,2024-06-22 00:15:00+02:00,2024-06-21 22:15:00+00:00
22/06/2024 00:30,22/06/2024 00:45,78.94,2024-06-22 00:30:00+02:00,2024-06-21 22:30:00+00:00
22/06/2024 00:45,22/06/2024 01:00,78.94,2024-06-22 00:45:00+02:00,2024-06-21 22:45:00+00:00
22/06/2024 01:00,22/06/2024 01:15,74.88,2024-06-22 01:00:00+02:00,2024-06-21 23:00:00+00:00
22/06/2024 01:15,22/06/2024 01:30,74.88,2024-06-22 01:15:00+02:00,2024-06-21 23:15:00+00:00
22/06/2024 01:30,22/06/2024 01:45,74.88,2024-06-22 01:30:00+02:00,2024-06-21 23:30:00+00:00
22/06/2024 01:45,22/06/2024 02:00,74.88,2024-06-22 01:45:00+02:00,2024-06-21 23:45:00+00:00
22/06/2024 02:00,22/06/2024 02:15,71.47,2024-06-22 02:00:00+02:00,2024-06-22 00:00:00+00:00
22/06/2024 02:15,22/06/2024 02:30,71.47,2024-06-22 02:15:00+02:00,2024-06-22 00:15:00+00:00
22/06/2024 02:30,22/06/2024 02:45,71.47,2024-06-22 02:30:00+02:00,2024-06-22 00:30:00+00:00
22/06/2024 02:45,22/06/2024 03:00,71.47,2024-06-22 02:45:00+02:00,2024-06-22 00:45:00+00:00
22/06/2024 03:00,22/06/2024 03:15,68.6,2024-06-22 03:00:00+02:00,2024-06-22 01:00:00+00:00
22/06/2024 03:15,22/06/2024 03:30,68.6,2024-06-22 03:15:00+02:00,2024-06-22 01:15:00+00:00
22/06/2024 03:30,22/06/2024 03:45,68.6,2024-06-22 03:30:00+02:00,2024-06-22 01:30:00+00:00
22/06/2024 03:45,22/06/2024 04:00,68.6,2024-06-22 03:45:00+02:00,2024-06-22 01:45:00+00:00
22/06/2024 04:00,22/06/2024 04:15,67.16,2024-06-22 04:00:00+02:00,2024-06-22 02:00:00+00:00
22/06/2024 04:15,22/06/2024 04:30,67.16,2024-06-22 04:15:00+02:00,2024-06-22 02:15:00+00:00
22/06/2024 04:30,22/06/2024 04:45,67.16,2024-06-22 04:30:00+02:00,2024-06-22 02:30:00+00:00
22/06/2024 04:45,22/06/2024 05:00,67.16,2024-06-22 04:45:00+02:00,2024-06-22 02:45:00+00:00
22/06/2024 05:00,22/06/2024 05:15,67.66,2024-06-22 05:00:00+02:00,2024-06-22 03:00:00+00:00
22/06/2024 05:15,22/06/2024 05:30,67.66,2024-06-22 05:15:00+02:00,2024-06-22 03:15:00+00:00
22/06/2024 05:30,22/06/2024 05:45,67.66,2024-06-22 05:30:00+02:00,2024-06-22 03:30:00+00:00
22/06/2024 05:45,22/06/2024 06:00,67.66,2024-06-22 05:45:00+02:00,2024-06-22 03:45:00+00:00
22/06/2024 06:00,22/06/2024 06:15,71.59,2024-06-22 06:00:00+02:00,2024-06-22 04:00:00+00:00
22/06/2024 06:15,22/06/2024 06:30,71.59,2024-06-22 06:15:00+02:00,2024-06-22 04:15:00+00:00
22/06/2024 06:30,22/06/2024 06:45,71.59,2024-06-22 06:30:00+02:00,2024-06-22 04:30:00+00:00
22/06/2024 06:45,22/06/2024 07:00,71.59,2024-06-22 06:45:00+02:00,2024-06-22 04:45:00+00:00
22/06/2024 07:00,22/06/2024 07:15,81.01,2024-06-22 07:00:00+02:00,2024-06-22 05:00:00+00:00
22/06/2024 07:15,22/06/2024 07:30,81.01,2024-06-22 07:15:00+02:00,2024-06-22 05:15:00+00:00
22/06/2024 07:30,22/06/2024 07:45,81.01,2024-06-22 07:30:00+02:00,2024-06-22 05:30:00+00:00
22/06/2024 07:45,22/06/2024 08:00,81.01,2024-06-22 07:45:00+02:00,2024-06-22 05:45:00+00:00
22/06/2024 08:00,22/06/2024 08:15,84.2,2024-06-22 08:00:00+02:00,2024-06-22 06:00:00+00:00
22/06/2024 08:15,22/06/2024 08:30,84.2,2024-06-22 08:15:00+02:00,2024-06-22 06:15:00+00:00
22/06/2024 08:30,22/06/2024 08:45,84.2,2024-06-22 08:30:00+02:00,2024-06-22 06:30:00+00:00
22/06/2024 08:45,22/06/2024 09:00,84.2,2024-06-22 08:45:00+02:00,2024-06-22 06:45:00+00:00
22/06/2024 09:00,22/06/2024 09:15,85.84,2024-06-22 09:00:00+02:00,2024-06-22 07:00:00+00:00
22/06/2024 09:15,22/06/2024 09:30,85.84,2024-06-22 09:15:00+02:00,2024-06-22 07:15:00+00:00
