Timestamp start (Europe/Brussels),Timestamp end (Europe/Brussels),Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh),dtbe,dtutc
10/04/2024 11:00,10/04/2024 11:15,65.15,2024-04-10 11:00:00+02:00,2024-04-10 09:00:00+00:00
10/04/2024 11:15,10/04/2024 11:30,65.15,2024-04-10 11:15:00+02:00,2024-04-10 09:15:00+00:00
10/04/2024 11:30,10/04/2024 11:45,65.15,2024-04-10 11:30:00+02:00,2024-04-10 09:30:00+00:00
10/04/2024 11:45,10/04/2024 12:00,65.15,2024-04-10 11:45:00+02:00,2024-04-10 09:45:00+00:00
10/04/2024 12:00,10/04/2024 12:15,61.15,2024-04-10 12:00:00+02:00,2024-04-10 10:00:00+00:00
10/04/2024 12:15,10/04/2024 12:30,61.15,2024-04-10 12:15:00+02:00,2024-04-10 10:15:00+00:00
10/04/2024 12:30,10/04/2024 12:45,61.15,2024-04-10 12:30:00+02:00,2024-04-10 10:30:00+00:00
10/04/2024 12:45,10/04/2024 13:00,61.15,2024-04-10 12:45:00+02:00,2024-04-10 10:45:00+00:00
10/04/2024 13:00,10/04/2024 13:15,59.05,2024-04-10 13:00:00+02:00,2024-04-10 11:00:00+00:00
10/04/2024 13:15,10/04/2024 13:30,59.05,2024-04-10 13:15:00+02:00,2024-04-10 11:15:00+00:00
10/04/2024 13:30,10/04/2024 13:45,59.05,2024-04-10 13:30:00+02:00,2024-04-10 11:30:00+00:00
10/04/2024 13:45,10/04/2024 14:00,59.05,2024-04-10 13:45:00+02:00,2024-04-10 11:45:00+00:00
10/04/2024 14:00,10/04/2024 14:15,54.79,2024-04-10 14:00:00+02:00,2024-04-10 12:00:00+00:00
10/04/2024 14:15,10/04/2024 14:30,54.79,2024-04-10 14:15:00+02:00,2024-04-10 12:15:00+00:00
10/04/2024 14:30,10/04/2024 14:45,54.79,2024-04-10 14:30:00+02:00,2024-04-10 12:30:00+00:00
10/04/2024 14:45,10/04/2024 15:00,54.79,2024-04-10 14:45:00+02:00,2024-04-10 12:45:00+00:00
10/04/2024 15:00,10/04/2024 15:15,52.1,2024-04-10 15:00:00+02:00,2024-04-10 13:00:00+00:00
10/04/2024 15:15,10/04/2024 15:30,52.1,2024-04-10 15:15:00+02:00,2024-04-10 13:15:00+00:00
10/04/2024 15:30,10/04/2024 15:45,52.1,2024-04-10 15:30:00+02:00,2024-04-10 13:30:00+00:00
10/04/2024 15:45,10/04/2024 16:00,52.1,2024-04-10 15:45:00+02:00,2024-04-10 13:45:00+00:00
10/04/2024 16:00,10/04/2024 16:15,49.58,2024-04-10 16:00:00+02:00,2024-04-10 14:00:00+00:00
10/04/2024 16:15,10/04/2024 16:30,49.58,2024-04-10 16:15:00+02:00,2024-04-10 14:15:00+00:00
10/04/2024 16:30,10/04/2024 16:45,49.58,2024-04-10 16:30:00+02:00,2024-04-10 14:30:00+00:00
10/04/2024 16:45,10/04/2024 17:00,49.58,2024-04-10 16:45:00+02:00,2024-04-10 14:45:00+00:00
10/04/2024 17:00,10/04/2024 17:15,55.37,2024-04-10 17:00:00+02:00,2024-04-10 15:00:00+00:00
10/04/2024 17:15,10/04/2024 17:30,55.37,2024-04-10 17:15:00+02:00,2024-04-10 15:15:00+00:00
10/04/2024 17:30,10/04/2024 17:45,55.37,2024-04-10 17:30:00+02:00,2024-04-10 15:30:00+00:00
10/04/2024 17:45,10/04/2024 18:00,55.37,2024-04-10 17:45:00+02:00,2024-04-10 15:45:00+00:00
10/04/2024 18:00,10/04/2024 18:15,63.56,2024-04-10 18:00:00+02:00,2024-04-10 16:00:00+00:00
10/04/2024 18:15,10/04/2024 18:30,63.56,2024-04-10 18:15:00+02:00,2024-04-10 16:15:00+00:00
10/04/2024 18:30,10/04/2024 18:45,63.56,2024-04-10 18:30:00+02:00,2024-04-10 16:30:00+00:00
10/04/2024 18:45,10/04/2024 19:00,63.56,2024-04-10 18:45:00+02:00,2024-04-10 16:45:00+00:00
10/04/2024 19:00,10/04/2024 19:15,64.9,2024-04-10 19:00:00+02:00,2024-04-10 17:00:00+00:00
10/04/2024 19:15,10/04/2024 19:30,64.9,2024-04-10 19:15:00+02:00,2024-04-10 17:15:00+00:00
10/04/2024 19:30,10/04/2024 19:45,64.9,2024-04-10 19:30:00+02:00,2024-04-10 17:30:00+00:00
10/04/2024 19:45,10/04/2024 20:00,64.9,2024-04-10 19:45:00+02:00,2024-04-10 17:45:00+00:00
10/04/2024 20:00,10/04/2024 20:15,59.95,2024-04-10 20:00:00+02:00,2024-04-10 18:00:00+00:00
10/04/2024 20:15,10/04/2024 20:30,59.95,2024-04-10 20:15:00+02:00,2024-04-10 18:15:00+00:00
10/04/2024 20:30,10/04/2024 20:45,59.95,2024-04-10 20:30:00+02:00,2024-04-10 18:30:00+00:00
10/04/2024 20:45,10/04/2024 21:00,59.95,2024-04-10 20:45:00+02:00,2024-04-10 18:45:00+00:00
10/04/2024 21:00,10/04/2024 21:15,53.97,2024-04-10 21:00:00+02:00,2024-04-10 19:00:00+00:00
10/04/2024 21:15,10/04/2024 21:30,53.97,2024-04-10 21:15:00+02:00,2024-04-10 19:15:00+00:00
10/04/2024 21:30,10/04/2024 21:45,53.97,2024-04-10 21:30:00+02:00,2024-04-10 19:30:00+00:00
10/04/2024 21:45,10/04/2024 22:00,53.97,2024-04-10 21:45:00+02:00,2024-04-10 19:45:00+00:00
10/04/2024 22:00,10/04/2024 22:15,44.66,2024-04-10 22:00:00+02:00,2024-04-10 20:00:00+00:00
10/04/2024 22:15,10/04/2024 22:30,44.66,2024-04-10 22:15:00+02:00,2024-04-10 20:15:00+00:00
10/04/2024 22:30,10/04/2024 22:45,44.66,2024-04-10 22:30:00+02:00,2024-04-10 20:30:00+00:00
10/04/2024 22:45,10/04/2024 23:00,44.66,2024-04-10 22:45:00+02:00,2024-04-10 20:45:00+00:00
10/04/2024 23:00,10/04/2024 23:15,30.5,2024-04-10 23:00:00+02:00,2024-04-10 21:00:00+00:00
10/04/2024 23:15,10/04/2024 23:30,30.5,2024-04-10 23:15:00+02:00,2024-04-10 21:15:00+00:00
10/04/2024 23:30,10/04/2024 23:45,30.5,2024-04-10 23:30:00+02:00,2024-04-10 21:30:00+00:00
10/04/2024 23:45,11/04/2024 00:00,30.5,2024-04-10 23:45:00+02:00,2024-04-10 21:45:00+00:00
11/04/2024 00:00,11/04/2024 00:15,5.52,2024-04-11 00:00:00+02:00,2024-04-10 22:00:00+00:00
11/04/2024 00:15,11/04/2024 00:30,5.52,2024-04-11 00:15:00+02:00,2024-04-10 22:15:00+00:00
11/04/2024 00:30,11/04/2024 00:45,5.52,2024-04-11 00:30:00+02:00,2024-04-10 22:30:00+00:00
11/04/2024 00:45,11/04/2024 01:00,5.52,2024-04-11 00:45:00+02:00,2024-04-10 22:45:00+00:00
11/04/2024 01:00,11/04/2024 01:15,-6.03,2024-04-11 01:00:00+02:00,2024-04-10 23:00:00+00:00
11/04/2024 01:15,11/04/2024 01:30,-6.03,2024-04-11 01:15:00+02:00,2024-04-10 23:15:00+00:00
11/04/2024 01:30,11/04/2024 01:45,-6.03,2024-04-11 01:30:00+02:00,2024-04-10 23:30:00+00:00
11/04/2024 01:45,11/04/2024 02:00,-6.03,2024-04-11 01:45:00+02:00,2024-04-10 23:45:00+00:00
11/04/2024 02:00,11/04/2024 02:15,-5.77,2024-04-11 02:00:00+02:00,2024-04-11 00:00:00+00:00
11/04/2024 02:15,11/04/2024 02:30,-5.77,2024-04-11 02:15:00+02:00,2024-04-11 00:15:00+00:00
11/04/2024 02:30,11/04/2024 02:45,-5.77,2024-04-11 02:30:00+02:00,2024-04-11 00:30:00+00:00
11/04/2024 02:45,11/04/2024 03:00,-5.77,2024-04-11 02:45:00+02:00,2024-04-11 00:45:00+00:00
11/04/2024 03:00,11/04/2024 03:15,-8.01,2024-04-11 03:00:00+02:00,2024-04-11 01:00:00+00:00
11/04/2024 03:15,11/04/2024 03:30,-8.01,2024-04-11 03:15:00+02:00,2024-04-11 01:15:00+00:00
11/04/2024 03:30,11/04/2024 03:45,-8.01,2024-04-11 03:30:00+02:00,2024-04-11 01:30:00+00:00
11/04/2024 03:45,11/04/2024 04:00,-8.01,2024-04-11 03:45:00+02:00,2024-04-11 01:45:00+00:00
11/04/2024 04:00,11/04/2024 04:15,-7.87,2024-04-11 04:00:00+02:00,2024-04-11 02:00:00+00:00
11/04/2024 04:15,11/04/2024 04:30,-7.87,2024-04-11 04:15:00+02:00,2024-04-11 02:15:00+00:00
11/04/2024 04:30,11/04/2024 04:45,-7.87,2024-04-11 04:30:00+02:00,2024-04-11 02:30:00+00:00
11/04/2024 04:45,11/04/2024 05:00,-7.87,2024-04-11 04:45:00+02:00,2024-04-11 02:45:00+00:00
11/04/2024 05:00,11/04/2024 05:15,-3.17,2024-04-11 05:00:00+02:00,2024-04-11 03:00:00+00:00
11/04/2024 05:15,11/04/2024 05:30,-3.17,2024-04-11 05:15:00+02:00,2024-04-11 03:15:00+00:00
11/04/2024 05:30,11/04/2024 05:45,-3.17,2024-04-11 05:30:00+02:00,2024-04-11 03:30:00+00:00
11/04/2024 05:45,11/04/2024 06:00,-3.17,2024-04-11 05:45:00+02:00,2024-04-11 03:45:00+00:00
11/04/2024 06:00,11/04/2024 06:15,11.98,2024-04-11 06:00:00+02:00,2024-04-11 04:00:00+00:00
11/04/2024 06:15,11/04/2024 06:30,11.98,2024-04-11 06:15:00+02:00,2024-04-11 04:15:00+00:00
11/04/2024 06:30,11/04/2024 06:45,11.98,2024-04-11 06:30:00+02:00,2024-04-11 04:30:00+00:00
11/04/2024 06:45,11/04/2024 07:00,11.98,2024-04-11 06:45:00+02:00,2024-04-11 04:45:00+00:00
11/04/2024 07:00,11/04/2024 07:15,37.79,2024-04-11 07:00:00+02:00,2024-04-11 05:00:00+00:00
11/04/2024 07:15,11/04/2024 07:30,37.79,2024-04-11 07:15:00+02:00,2024-04-11 05:15:00+00:00
11/04/2024 07:30,11/04/2024 07:45,37.79,2024-04-11 07:30:00+02:00,2024-04-11 05:30:00+00:00
11/04/2024 07:45,11/04/2024 08:00,37.79,2024-04-11 07:45:00+02:00,2024-04-11 05:45:00+00:00
11/04/2024 08:00,11/04/2024 08:15,58.85,2024-04-11 08:00:00+02:00,2024-04-11 06:00:00+00:00
11/04/2024 08:15,11/04/2024 08:30,58.85,2024-04-11 08:15:00+02:00,2024-04-11 06:15:00+00:00
11/04/2024 08:30,11/04/2024 08:45,58.85,2024-04-11 08:30:00+02:00,2024-04-11 06:30:00+00:00
11/04/2024 08:45,11/04/2024 09:00,58.85,2024-04-11 08:45:00+02:00,2024-04-11 06:45:00+00:00
11/04/2024 09:00,11/04/2024 09:15,65.08,2024-04-11 09:00:00+02:00,2024-04-11 07:00:00+00:00
11/04/2024 09:15,11/04/2024 09:30,65.08,2024-04-11 09:15:00+02:00,2024-04-11 07:15:00+00:00
11/04/2024 09:30,11/04/2024 09:45,65.08,2024-04-11 09:30:00+02:00,2024-04-11 07:30:00+00:00
11/04/2024 09:45,11/04/2024 10:00,65.08,2024-04-11 09:45:00+02:00,2024-04-11 07:45:00+00:00
11/04/2024 10:00,11/04/2024 10:15,62.89,2024-04-11 10:00:00+02:00,2024-04-11 08:00:00+00:00
11/04/2024 10:15,11/04/2024 10:30,62.89,2024-04-11 10:15:00+02:00,2024-04-11 08:15:00+00:00
11/04/2024 10:30,11/04/2024 10:45,62.89,2024-04-11 10:30:00+02:00,2024-04-11 08:30:00+00:00
11/04/2024 10:45,11/04/2024 11:00,62.89,2024-04-11 10:45:00+02:00,2024-04-11 08:45:00+00:00
11/04/2024 11:00,11/04/2024 11:15,54.96,2024-04-11 11:00:00+02:00,2024-04-11 09:00:00+00:00
11/04/2024 11:15,11/04/2024 11:30,54.96,2024-04-11 11:15:00+02:00,2024-04-11 09:15:00+00:00
11/04/2024 11:30,11/04/2024 11:45,54.96,2024-04-11 11:30:00+02:00,2024-04-11 09:30:00+00:00
11/04/2024 11:45,11/04/2024 12:00,54.96,2024-04-11 11:45:00+02:00,2024-04-11 09:45:00+00:00
11/04/2024 12:00,11/04/2024 12:15,48.17,2024-04-11 12:00:00+02:00,2024-04-11 10:00:00+00:00
11/04/2024 12:15,11/04/2024 12:30,48.17,2024-04-11 12:15:00+02:00,2024-04-11 10:15:00+00:00
11/04/2024 12:30,11/04/2024 12:45,48.17,2024-04-11 12:30:00+02:00,2024-04-11 10:30:00+00:00
11/04/2024 12:45,11/04/2024 13:00,48.17,2024-04-11 12:45:00+02:00,2024-04-11 10:45:00+00:00
11/04/2024 13:00,11/04/2024 13:15,44.94,2024-04-11 13:00:00+02:00,2024-04-11 11:00:00+00:00
11/04/2024 13:15,11/04/2024 13:30,44.94,2024-04-11 13:15:00+02:00,2024-04-11 11:15:00+00:00
11/04/2024 13:30,11/04/2024 13:45,44.94,2024-04-11 13:30:00+02:00,2024-04-11 11:30:00+00:00
11/04/2024 13:45,11/04/2024 14:00,44.94,2024-04-11 13:45:00+02:00,2024-04-11 11:45:00+00:00
11/04/2024 14:00,11/04/2024 14:15,38.06,2024-04-11 14:00:00+02:00,2024-04-11 12:00:00+00:00
11/04/2024 14:15,11/04/2024 14:30,38.06,2024-04-11 14:15:00+02:00,2024-04-11 12:15:00+00:00
11/04/2024 14:30,11/04/2024 14:45,38.06,2024-04-11 14:30:00+02:00,2024-04-11 12:30:00+00:00
11/04/2024 14:45,11/04/2024 15:00,38.06,2024-04-11 14:45:00+02:00,2024-04-11 12:45:00+00:00
11/04/2024 15:00,11/04/2024 15:15,37.24,2024-04-11 15:00:00+02:00,2024-04-11 13:00:00+00:00
11/04/2024 15:15,11/04/2024 15:30,37.24,2024-04-11 15:15:00+02:00,2024-04-11 13:15:00+00:00
11/04/2024 15:30,11/04/2024 15:45,37.24,2024-04-11 15:30:00+02:00,2024-04-11 13:30:00+00:00
11/04/2024 15:45,11/04/2024 16:00,37.24,2024-04-11 15:45:00+02:00,2024-04-11 13:45:00+00:00
11/04/2024 16:00,11/04/2024 16:15,40.6,2024-04-11 16:00:00+02:00,2024-04-11 14:00:00+00:00
11/04/2024 16:15,11/04/2024 16:30,40.6,2024-04-11 16:15:00+02:00,2024-04-11 14:15:00+00:00
11/04/2024 16:30,11/04/2024 16:45,40.6,2024-04-11 16:30:00+02:00,2024-04-11 14:30:00+00:00
11/04/2024 16:45,11/04/2024 17:00,40.6,2024-04-11 16:45:00+02:00,2024-04-11 14:45:00+00:00
11/04/2024 17:00,11/04/2024 17:15,54.64,2024-04-11 17:00:00+02:00,2024-04-11 15:00:00+00:00
11/04/2024 17:15,11/04/2024 17:30,54.64,2024-04-11 17:15:00+02:00,2024-04-11 15:15:00+00:00
11/04/2024 17:30,11/04/2024 17:45,54.64,2024-04-11 17:30:00+02:00,2024-04-11 15:30:00+00:00
11/04/2024 17:45,11/04/2024 18:00,54.64,2024-04-11 17:45:00+02:00,2024-04-11 15:45:00+00:00
11/04/2024 18:00,11/04/2024 18:15,68.57,2024-04-11 18:00:00+02:00,2024-04-11 16:00:00+00:00
11/04/2024 18:15,11/04/2024 18:30,68.57,2024-04-11 18:15:00+02:00,2024-04-11 16:15:00+00:00
11/04/2024 18:30,11/04/2024 18:45,68.57,2024-04-11 18:30:00+02:00,2024-04-11 16:30:00+00:00
11/04/2024 18:45,11/04/2024 19:00,68.57,2024-04-11 18:45:00+02:00,2024-04-11 16:45:00+00:00
11/04/2024 19:00,11/04/2024 19:15,74.38,2024-04-11 19:00:00+02:00,2024-04-11 17:00:00+00:00
11/04/2024 19:15,11/04/2024 19:30,74.38,2024-04-11 19:15:00+02:00,2024-04-11 17:15:00+00:00
11/04/2024 19:30,11/04/2024 19:45,74.38,2024-04-11 19:30:00+02:00,2024-04-11 17:30:00+00:00
11/04/2024 19:45,11/04/2024 20:00,74.38,2024-04-11 19:45:00+02:00,2024-04-11 17:45:00+00:00
11/04/2024 20:00,11/04/2024 20:15,70.24,2024-04-11 20:00:00+02:00,2024-04-11 18:00:00+00:00
11/04/2024 20:15,11/04/2024 20:30,70.24,2024-04-11 20:15:00+02:00,2024-04-11 18:15:00+00:00
11/04/2024 20:30,11/04/2024 20:45,70.24,2024-04-11 20:30:00+02:00,2024-04-11 18:30:00+00:00
11/04/2024 20:45,11/04/2024 21:00,70.24,2024-04-11 20:45:00+02:00,2024-04-11 18:45:00+00:00
11/04/2024 21:00,11/04/2024 21:15,63.57,2024-04-11 21:00:00+02:00,2024-04-11 19:00:00+00:00
11/04/2024 21:15,11/04/2024 21:30,63.57,2024-04-11 21:15:00+02:00,2024-04-11 19:15:00+00:00
11/04/2024 21:30,11/04/2024 21:45,63.57,2024-04-11 21:30:00+02:00,2024-04-11 19:30:00+00:00
11/04/2024 21:45,11/04/2024 22:00,63.57,2024-04-11 21:45:00+02:00,2024-04-11 19:45:00+00:00
11/04/2024 22:00,11/04/2024 22:15,54.45,2024-04-11 22:00:00+02:00,2024-04-11 20:00:00+00:00
11/04/2024 22:15,11/04/2024 22:30,54.45,2024-04-11 22:15:00+02:00,2024-04-11 20:15:00+00:00
11/04/2024 22:30,11/04/2024 22:45,54.45,2024-04-11 22:30:00+02:00,2024-04-11 20:30:00+00:00
11/04/2024 22:45,11/04/2024 23:00,54.45,2024-04-11 22:45:00+02:00,2024-04-11 20:45:00+00:00
11/04/2024 23:00,11/04/2024 23:15,42.82,2024-04-11 23:00:00+02:00,2024-04-11 21:00:00+00:00
11/04/2024 23:15,11/04/2024 23:30,42.82,2024-04-11 23:15:00+02:00,2024-04-11 21:15:00+00:00
11/04/2024 23:30,11/04/2024 23:45,42.82,2024-04-11 23:30:00+02:00,2024-04-11 21:30:00+00:00
11/04/2024 23:45,12/04/2024 00:00,42.82,2024-04-11 23:45:00+02:00,2024-04-11 21:45:00+00:00
12/04/2024 00:00,12/04/2024 00:15,25.24,2024-04-12 00:00:00+02:00,2024-04-11 22:00:00+00:00
12/04/2024 00:15,12/04/2024 00:30,25.24,2024-04-12 00:15:00+02:00,2024-04-11 22:15:00+00:00
12/04/2024 00:30,12/04/2024 00:45,25.24,2024-04-12 00:30:00+02:00,2024-04-11 22:30:00+00:00
12/04/2024 00:45,12/04/2024 01:00,25.24,2024-04-12 00:45:00+02:00,2024-04-11 22:45:00+00:00
12/04/2024 01:00,12/04/2024 01:15,14.0,2024-04-12 01:00:00+02:00,2024-04-11 23:00:00+00:00
12/04/2024 01:15,12/04/2024 01:30,14.0,2024-04-12 01:15:00+02:00,2024-04-11 23:15:00+00:00
12/04/2024 01:30,12/04/2024 01:45,14.0,2024-04-12 01:30:00+02:00,2024-04-11 23:30:00+00:00
12/04/2024 01:45,12/04/2024 02:00,14.0,2024-04-12 01:45:00+02:00,2024-04-11 23:45:00+00:00
12/04/2024 02:00,12/04/2024 02:15,11.23,2024-04-12 02:00:00+02:00,2024-04-12 00:00:00+00:00
12/04/2024 02:15,12/04/2024 02:30,11.23,2024-04-12 02:15:00+02:00,2024-04-12 00:15:00+00:00
12/04/2024 02:30,12/04/2024 02:45,11.23,2024-04-12 02:30:00+02:00,2024-04-12 00:30:00+00:00
12/04/2024 02:45,12/04/2024 03:00,11.23,2024-04-12 02:45:00+02:00,2024-04-12 00:45:00+00:00
12/04/2024 03:00,12/04/2024 03:15,5.6,2024-04-12 03:00:00+02:00,2024-04-12 01:00:00+00:00
12/04/2024 03:15,12/04/2024 03:30,5.6,2024-04-12 03:15:00+02:00,2024-04-12 01:15:00+00:00
12/04/2024 03:30,12/04/2024 03:45,5.6,2024-04-12 03:30:00+02:00,2024-04-12 01:30:00+00:00
12/04/2024 03:45,12/04/2024 04:00,5.6,2024-04-12 03:45:00+02:00,2024-04-12 01:45:00+00:00
12/04/2024 04:00,12/04/2024 04:15,4.58,2024-04-12 04:00:00+02:00,2024-04-12 02:00:00+00:00
12/04/2024 04:15,12/04/2024 04:30,4.58,2024-04-12 04:15:00+02:00,2024-04-12 02:15:00+00:00
12/04/2024 04:30,12/04/2024 04:45,4.58,2024-04-12 04:30:00+02:00,2024-04-12 02:30:00+00:00
12/04/2024 04:45,12/04/2024 05:00,4.58,2024-04-12 04:45:00+02:00,2024-04-12 02:45:00+00:00
12/04/2024 05:00,12/04/2024 05:15,5.62,2024-04-12 05:00:00+02:00,2024-04-12 03:00:00+00:00
12/04/2024 05:15,12/04/2024 05:30,5.62,2024-04-12 05:15:00+02:00,2024-04-12 03:15:00+00:00
12/04/2024 05:30,12/04/2024 05:45,5.62,2024-04-12 05:30:00+02:00,2024-04-12 03:30:00+00:00
12/04/2024 05:45,12/04/2024 06:00,5.62,2024-04-12 05:45:00+02:00,2024-04-12 03:45:00+00:00
12/04/2024 06:00,12/04/2024 06:15,20.68,2024-04-12 06:00:00+02:00,2024-04-12 04:00:00+00:00
12/04/2024 06:15,12/04/2024 06:30,20.68,2024-04-12 06:15:00+02:00,2024-04-12 04:15:00+00:00
12/04/2024 06:30,12/04/2024 06:45,20.68,2024-04-12 06:30:00+02:00,2024-04-12 04:30:00+00:00
12/04/2024 06:45,12/04/2024 07:00,20.68,2024-04-12 06:45:00+02:00,2024-04-12 04:45:00+00:00
12/04/2024 07:00,12/04/2024 07:15,45.62,2024-04-12 07:00:00+02:00,2024-04-12 05:00:00+00:00
12/04/2024 07:15,12/04/2024 07:30,45.62,2024-04-12 07:15:00+02:00,2024-04-12 05:15:00+00:00
12/04/2024 07:30,12/04/2024 07:45,45.62,2024-04-12 07:30:00+02:00,2024-04-12 05:30:00+00:00
12/04/2024 07:45,12/04/2024 08:00,45.62,2024-04-12 07:45:00+02:00,2024-04-12 05:45:00+00:00
12/04/2024 08:00,12/04/2024 08:15,60.39,2024-04-12 08:00:00+02:00,2024-04-12 06:00:00+00:00
12/04/2024 08:15,12/04/2024 08:30,60.39,2024-04-12 08:15:00+02:00,2024-04-12 06:15:00+00:00
12/04/2024 08:30,12/04/2024 08:45,60.39,2024-04-12 08:30:00+02:00,2024-04-12 06:30:00+00:00
12/04/2024 08:45,12/04/2024 09:00,60.39,2024-04-12 08:45:00+02:00,2024-04-12 06:45:00+00:00
12/04/2024 09:00,12/04/2024 09:15,60.91,2024-04-12 09:00:00+02:00,2024-04-12 07:00:00+00:00
12/04/2024 09:15,12/04/2024 09:30,60.91,2024-04-12 09:15:00+02:00,2024-04-12 07:15:00+00:00
12/04/2024 09:30,12/04/2024 09:45,60.91,2024-04-12 09:30:00+02:00,2024-04-12 07:30:00+00:00
12/04/2024 09:45,12/04/2024 10:00,60.91,2024-04-12 09:45:00+02:00,2024-04-12 07:45:00+00:00
12/04/2024 10:00,12/04/2024 10:15,50.97,2024-04-12 10:00:00+02:00,2024-04-12 08:00:00+00:00
12/04/2024 10:15,12/04/2024 10:30,50.97,2024-04-12 10:15:00+02:00,2024-04-12 08:15:00+00:00
12/04/2024 10:30,12/04/2024 10:45,50.97,2024-04-12 10:30:00+02:00,2024-04-12 08:30:00+00:00
12/04/2024 10:45,12/04/2024 11:00,50.97,2024-04-12 10:45:00+02:00,2024-04-12 08:45:00+00:00
12/04/2024 11:00,12/04/2024 11:15,33.9,2024-04-12 11:00:00+02:00,2024-04-12 09:00:00+00:00
12/04/2024 11:15,12/04/2024 11:30,33.9,2024-04-12 11:15:00+02:00,2024-04-12 09:15:00+00:00
12/04/2024 11:30,12/04/2024 11:45,33.9,2024-04-12 11:30:00+02:00,2024-04-12 09:30:00+00:00
12/04/2024 11:45,12/04/2024 12:00,33.9,2024-04-12 11:45:00+02:00,2024-04-12 09:45:00+00:00
12/04/2024 12:00,12/04/2024 12:15,18.8,2024-04-12 12:00:00+02:00,2024-04-12 10:00:00+00:00
12/04/2024 12:15,12/04/2024 12:30,18.8,2024-04-12 12:15:00+02:00,2024-04-12 10:15:00+00:00
12/04/2024 12:30,12/04/2024 12:45,18.8,2024-04-12 12:30:00+02:00,2024-04-12 10:30:00+00:00
12/04/2024 12:45,12/04/2024 13:00,18.8,2024-04-12 12:45:00+02:00,2024-04-12 10:45:00+00:00
12/04/2024 13:00,12/04/2024 13:15,9.55,2024-04-12 13:00:00+02:00,2024-04-12 11:00:00+00:00
12/04/2024 13:15,12/04/2024 13:30,9.55,2024-04-12 13:15:00+02:00,2024-04-12 11:15:00+00:00
12/04/2024 13:30,12/04/2024 13:45,9.55,2024-04-12 13:30:00+02:00,2024-04-12 11:30:00+00:00
12/04/2024 13:45,12/04/2024 14:00,9.55,2024-04-12 13:45:00+02:00,2024-04-12 11:45:00+00:00
12/04/2024 14:00,12/04/2024 14:15,0.92,2024-04-12 14:00:00+02:00,2024-04-12 12:00:00+00:00
12/04/2024 14:15,12/04/2024 14:30,0.92,2024-04-12 14:15:00+02:00,2024-04-12 12:15:00+00:00
12/04/2024 14:30,12/04/2024 14:45,0.92,2024-04-12 14:30:00+02:00,2024-04-12 12:30:00+00:00
12/04/2024 14:45,12/04/2024 15:00,0.92,2024-04-12 14:45:00+02:00,2024-04-12 12:45:00+00:00
12/04/2024 15:00,12/04/2024 15:15,-2.42,2024-04-12 15:00:00+02:00,2024-04-12 13:00:00+00:00
12/04/2024 15:15,12/04/2024 15:30,-2.42,2024-04-12 15:15:00+02:00,2024-04-12 13:15:00+00:00
12/04/2024 15:30,12/04/2024 15:45,-2.42,2024-04-12 15:30:00+02:00,2024-04-12 13:30:00+00:00
12/04/2024 15:45,12/04/2024 16:00,-2.42,2024-04-12 15:45:00+02:00,2024-04-12 13:45:00+00:00
12/04/2024 16:00,12/04/2024 16:15,-0.35,2024-04-12 16:00:00+02:00,2024-04-12 14:00:00+00:00
12/04/2024 16:15,12/04/2024 16:30,-0.35,2024-04-12 16:15:00+02:00,2024-04-12 14:15:00+00:00
12/04/2024 16:30,12/04/2024 16:45,-0.35,2024-04-12 16:30:00+02:00,2024-04-12 14:30:00+00:00
12/04/2024 16:45,12/04/2024 17:00,-0.35,2024-04-12 16:45:00+02:00,2024-04-12 14:45:00+00:00
12/04/2024 17:00,12/04/2024 17:15,17.78,2024-04-12 17:00:00+02:00,2024-04-12 15:00:00+00:00
12/04/2024 17:15,12/04/2024 17:30,17.78,2024-04-12 17:15:00+02:00,2024-04-12 15:15:00+00:00
12/04/2024 17:30,12/04/2024 17:45,17.78,2024-04-12 17:30:00+02:00,2024-04-12 15:30:00+00:00
12/04/2024 17:45,12/04/2024 18:00,17.78,2024-04-12 17:45:00+02:00,2024-04-12 15:45:00+00:00
12/04/2024 18:00,12/04/2024 18:15,40.72,2024-04-12 18:00:00+02:00,2024-04-12 16:00:00+00:00
12/04/2024 18:15,12/04/2024 18:30,40.72,2024-04-12 18:15:00+02:00,2024-04-12 16:15:00+00:00
12/04/2024 18:30,12/04/2024 18:45,40.72,2024-04-12 18:30:00+02:00,2024-04-12 16:30:00+00:00
12/04/2024 18:45,12/04/2024 19:00,40.72,2024-04-12 18:45:00+02:00,2024-04-12 16:45:00+00:00
12/04/2024 19:00,12/04/2024 19:15,57.64,2024-04-12 19:00:00+02:00,2024-04-12 17:00:00+00:00
12/04/2024 19:15,12/04/2024 19:30,57.64,2024-04-12 19:15:00+02:00,2024-04-12 17:15:00+00:00
12/04/2024 19:30,12/04/2024 19:45,57.64,2024-04-12 19:30:00+02:00,2024-04-12 17:30:00+00:00
12/04/2024 19:45,12/04/2024 20:00,57.64,2024-04-12 19:45:00+02:00,2024-04-12 17:45:00+00:00
12/04/2024 20:00,12/04/2024 20:15,57.18,2024-04-12 20:00:00+02:00,2024-04-12 18:00:00+00:00
12/04/2024 20:15,12/04/2024 20:30,57.18,2024-04-12 20:15:00+02:00,2024-04-12 18:15:00+00:00
12/04/2024 20:30,12/04/2024 20:45,57.18,2024-04-12 20:30:00+02:00,2024-04-12 18:30:00+00:00
