dtutc,dtgb,GMT Time,National Demand Outturn (INDO) - GB (MW),National Demand Forecast (NDF) - GB (MW)
2024-02-14 22:00:00+00:00,2024-02-14 22:00:00,14/02/2024 22:00:00,28142,28443
2024-02-14 22:30:00+00:00,2024-02-14 22:30:00,14/02/2024 22:30:00,26551,27064
2024-02-14 23:00:00+00:00,2024-02-14 23:00:00,14/02/2024 23:00:00,24963,25468
2024-02-14 23:30:00+00:00,2024-02-14 23:30:00,14/02/2024 23:30:00,24012,24000
2024-02-15 00:00:00+00:00,2024-02-15 00:00:00,15/02/2024 00:00:00,23931,23200
2024-02-15 00:30:00+00:00,2024-02-15 00:30:00,15/02/2024 00:30:00,24257,23500
2024-02-15 01:00:00+00:00,2024-02-15 01:00:00,15/02/2024 01:00:00,23803,23223
2024-02-15 01:30:00+00:00,2024-02-15 01:30:00,15/02/2024 01:30:00,23267,22535
2024-02-15 02:00:00+00:00,2024-02-15 02:00:00,15/02/2024 02:00:00,22725,22098
2024-02-15 02:30:00+00:00,2024-02-15 02:30:00,15/02/2024 02:30:00,22316,22101
2024-02-15 03:00:00+00:00,2024-02-15 03:00:00,15/02/2024 03:00:00,22005,21719
2024-02-15 03:30:00+00:00,2024-02-15 03:30:00,15/02/2024 03:30:00,21707,21379
2024-02-15 04:00:00+00:00,2024-02-15 04:00:00,15/02/2024 04:00:00,21171,21200
2024-02-15 04:30:00+00:00,2024-02-15 04:30:00,15/02/2024 04:30:00,20854,21358
2024-02-15 05:00:00+00:00,2024-02-15 05:00:00,15/02/2024 05:00:00,21211,21834
2024-02-15 05:30:00+00:00,2024-02-15 05:30:00,15/02/2024 05:30:00,22102,23078
2024-02-15 06:00:00+00:00,2024-02-15 06:00:00,15/02/2024 06:00:00,24290,25551
2024-02-15 06:30:00+00:00,2024-02-15 06:30:00,15/02/2024 06:30:00,26402,27817
2024-02-15 07:00:00+00:00,2024-02-15 07:00:00,15/02/2024 07:00:00,29027,29942
2024-02-15 07:30:00+00:00,2024-02-15 07:30:00,15/02/2024 07:30:00,30217,30916
2024-02-15 08:00:00+00:00,2024-02-15 08:00:00,15/02/2024 08:00:00,31821,32040
2024-02-15 08:30:00+00:00,2024-02-15 08:30:00,15/02/2024 08:30:00,32411,32400
2024-02-15 09:00:00+00:00,2024-02-15 09:00:00,15/02/2024 09:00:00,32903,33100
2024-02-15 09:30:00+00:00,2024-02-15 09:30:00,15/02/2024 09:30:00,32577,32515
2024-02-15 10:00:00+00:00,2024-02-15 10:00:00,15/02/2024 10:00:00,32274,32088
2024-02-15 10:30:00+00:00,2024-02-15 10:30:00,15/02/2024 10:30:00,31797,31569
2024-02-15 11:00:00+00:00,2024-02-15 11:00:00,15/02/2024 11:00:00,31580,31279
2024-02-15 11:30:00+00:00,2024-02-15 11:30:00,15/02/2024 11:30:00,31152,32366
2024-02-15 12:00:00+00:00,2024-02-15 12:00:00,15/02/2024 12:00:00,31087,32500
2024-02-15 12:30:00+00:00,2024-02-15 12:30:00,15/02/2024 12:30:00,30798,32466
2024-02-15 13:00:00+00:00,2024-02-15 13:00:00,15/02/2024 13:00:00,30956,32333
2024-02-15 13:30:00+00:00,2024-02-15 13:30:00,15/02/2024 13:30:00,31043,32000
2024-02-15 14:00:00+00:00,2024-02-15 14:00:00,15/02/2024 14:00:00,31391,32122
2024-02-15 14:30:00+00:00,2024-02-15 14:30:00,15/02/2024 14:30:00,31885,32222
2024-02-15 15:00:00+00:00,2024-02-15 15:00:00,15/02/2024 15:00:00,32079,32793
2024-02-15 15:30:00+00:00,2024-02-15 15:30:00,15/02/2024 15:30:00,32737,33403
2024-02-15 16:00:00+00:00,2024-02-15 16:00:00,15/02/2024 16:00:00,33750,34123
2024-02-15 16:30:00+00:00,2024-02-15 16:30:00,15/02/2024 16:30:00,34795,35131
2024-02-15 17:00:00+00:00,2024-02-15 17:00:00,15/02/2024 17:00:00,36189,36661
2024-02-15 17:30:00+00:00,2024-02-15 17:30:00,15/02/2024 17:30:00,36954,37727
2024-02-15 18:00:00+00:00,2024-02-15 18:00:00,15/02/2024 18:00:00,37284,37850
2024-02-15 18:30:00+00:00,2024-02-15 18:30:00,15/02/2024 18:30:00,36787,37287
2024-02-15 19:00:00+00:00,2024-02-15 19:00:00,15/02/2024 19:00:00,36237,36630
2024-02-15 19:30:00+00:00,2024-02-15 19:30:00,15/02/2024 19:30:00,35397,35146
2024-02-15 20:00:00+00:00,2024-02-15 20:00:00,15/02/2024 20:00:00,34007,34134
2024-02-15 20:30:00+00:00,2024-02-15 20:30:00,15/02/2024 20:30:00,32706,33000
2024-02-15 21:00:00+00:00,2024-02-15 21:00:00,15/02/2024 21:00:00,31172,31321
2024-02-15 21:30:00+00:00,2024-02-15 21:30:00,15/02/2024 21:30:00,29406,29693
2024-02-15 22:00:00+00:00,2024-02-15 22:00:00,15/02/2024 22:00:00,27956,28164
2024-02-15 22:30:00+00:00,2024-02-15 22:30:00,15/02/2024 22:30:00,26521,26993
2024-02-15 23:00:00+00:00,2024-02-15 23:00:00,15/02/2024 23:00:00,25122,25149
2024-02-15 23:30:00+00:00,2024-02-15 23:30:00,15/02/2024 23:30:00,24526,24300
2024-02-16 00:00:00+00:00,2024-02-16 00:00:00,16/02/2024 00:00:00,24139,24000
2024-02-16 00:30:00+00:00,2024-02-16 00:30:00,16/02/2024 00:30:00,24353,24300
2024-02-16 01:00:00+00:00,2024-02-16 01:00:00,16/02/2024 01:00:00,23889,24050
2024-02-16 01:30:00+00:00,2024-02-16 01:30:00,16/02/2024 01:30:00,23284,23268
2024-02-16 02:00:00+00:00,2024-02-16 02:00:00,16/02/2024 02:00:00,22790,22595
2024-02-16 02:30:00+00:00,2024-02-16 02:30:00,16/02/2024 02:30:00,22363,22170
2024-02-16 03:00:00+00:00,2024-02-16 03:00:00,16/02/2024 03:00:00,21952,21776
2024-02-16 03:30:00+00:00,2024-02-16 03:30:00,16/02/2024 03:30:00,21524,21581
2024-02-16 04:00:00+00:00,2024-02-16 04:00:00,16/02/2024 04:00:00,21367,21591
2024-02-16 04:30:00+00:00,2024-02-16 04:30:00,16/02/2024 04:30:00,21404,21500
2024-02-16 05:00:00+00:00,2024-02-16 05:00:00,16/02/2024 05:00:00,21806,22129
2024-02-16 05:30:00+00:00,2024-02-16 05:30:00,16/02/2024 05:30:00,22526,23088
2024-02-16 06:00:00+00:00,2024-02-16 06:00:00,16/02/2024 06:00:00,24752,25632
2024-02-16 06:30:00+00:00,2024-02-16 06:30:00,16/02/2024 06:30:00,26793,27325
2024-02-16 07:00:00+00:00,2024-02-16 07:00:00,16/02/2024 07:00:00,29152,29391
2024-02-16 07:30:00+00:00,2024-02-16 07:30:00,16/02/2024 07:30:00,30458,30559
2024-02-16 08:00:00+00:00,2024-02-16 08:00:00,16/02/2024 08:00:00,31816,31855
2024-02-16 08:30:00+00:00,2024-02-16 08:30:00,16/02/2024 08:30:00,31981,32000
2024-02-16 09:00:00+00:00,2024-02-16 09:00:00,16/02/2024 09:00:00,31644,32200
2024-02-16 09:30:00+00:00,2024-02-16 09:30:00,16/02/2024 09:30:00,31301,31648
2024-02-16 10:00:00+00:00,2024-02-16 10:00:00,16/02/2024 10:00:00,30374,30979
2024-02-16 10:30:00+00:00,2024-02-16 10:30:00,16/02/2024 10:30:00,30281,30500
2024-02-16 11:00:00+00:00,2024-02-16 11:00:00,16/02/2024 11:00:00,30131,30197
2024-02-16 11:30:00+00:00,2024-02-16 11:30:00,16/02/2024 11:30:00,29715,30130
2024-02-16 12:00:00+00:00,2024-02-16 12:00:00,16/02/2024 12:00:00,29730,30145
2024-02-16 12:30:00+00:00,2024-02-16 12:30:00,16/02/2024 12:30:00,29555,30082
2024-02-16 13:00:00+00:00,2024-02-16 13:00:00,16/02/2024 13:00:00,29997,29834
2024-02-16 13:30:00+00:00,2024-02-16 13:30:00,16/02/2024 13:30:00,30117,29500
2024-02-16 14:00:00+00:00,2024-02-16 14:00:00,16/02/2024 14:00:00,30081,29538
2024-02-16 14:30:00+00:00,2024-02-16 14:30:00,16/02/2024 14:30:00,30153,29562
2024-02-16 15:00:00+00:00,2024-02-16 15:00:00,16/02/2024 15:00:00,30921,30069
2024-02-16 15:30:00+00:00,2024-02-16 15:30:00,16/02/2024 15:30:00,31718,31094
2024-02-16 16:00:00+00:00,2024-02-16 16:00:00,16/02/2024 16:00:00,32620,32177
2024-02-16 16:30:00+00:00,2024-02-16 16:30:00,16/02/2024 16:30:00,33901,33252
2024-02-16 17:00:00+00:00,2024-02-16 17:00:00,16/02/2024 17:00:00,35094,35311
2024-02-16 17:30:00+00:00,2024-02-16 17:30:00,16/02/2024 17:30:00,35973,36200
2024-02-16 18:00:00+00:00,2024-02-16 18:00:00,16/02/2024 18:00:00,36288,36165
2024-02-16 18:30:00+00:00,2024-02-16 18:30:00,16/02/2024 18:30:00,35791,35921
2024-02-16 19:00:00+00:00,2024-02-16 19:00:00,16/02/2024 19:00:00,34921,35156
2024-02-16 19:30:00+00:00,2024-02-16 19:30:00,16/02/2024 19:30:00,33960,34185
2024-02-16 20:00:00+00:00,2024-02-16 20:00:00,16/02/2024 20:00:00,33033,33157
2024-02-16 20:30:00+00:00,2024-02-16 20:30:00,16/02/2024 20:30:00,32008,31900
2024-02-16 21:00:00+00:00,2024-02-16 21:00:00,16/02/2024 21:00:00,30780,30776
2024-02-16 21:30:00+00:00,2024-02-16 21:30:00,16/02/2024 21:30:00,29561,29892
2024-02-16 22:00:00+00:00,2024-02-16 22:00:00,16/02/2024 22:00:00,27958,28552
2024-02-16 22:30:00+00:00,2024-02-16 22:30:00,16/02/2024 22:30:00,26572,27126
2024-02-16 23:00:00+00:00,2024-02-16 23:00:00,16/02/2024 23:00:00,25163,25577
2024-02-16 23:30:00+00:00,2024-02-16 23:30:00,16/02/2024 23:30:00,24209,24600
2024-02-17 00:00:00+00:00,2024-02-17 00:00:00,17/02/2024 00:00:00,24033,24700
2024-02-17 00:30:00+00:00,2024-02-17 00:30:00,17/02/2024 00:30:00,24259,25000
2024-02-17 01:00:00+00:00,2024-02-17 01:00:00,17/02/2024 01:00:00,23901,24610
2024-02-17 01:30:00+00:00,2024-02-17 01:30:00,17/02/2024 01:30:00,23140,23767
2024-02-17 02:00:00+00:00,2024-02-17 02:00:00,17/02/2024 02:00:00,22479,22987
2024-02-17 02:30:00+00:00,2024-02-17 02:30:00,17/02/2024 02:30:00,22053,22375
2024-02-17 03:00:00+00:00,2024-02-17 03:00:00,17/02/2024 03:00:00,21705,21814
2024-02-17 03:30:00+00:00,2024-02-17 03:30:00,17/02/2024 03:30:00,21065,21324
2024-02-17 04:00:00+00:00,2024-02-17 04:00:00,17/02/2024 04:00:00,20899,21072
2024-02-17 04:30:00+00:00,2024-02-17 04:30:00,17/02/2024 04:30:00,20761,20800
2024-02-17 05:00:00+00:00,2024-02-17 05:00:00,17/02/2024 05:00:00,20952,21106
2024-02-17 05:30:00+00:00,2024-02-17 05:30:00,17/02/2024 05:30:00,21079,21358
2024-02-17 06:00:00+00:00,2024-02-17 06:00:00,17/02/2024 06:00:00,22177,22557
2024-02-17 06:30:00+00:00,2024-02-17 06:30:00,17/02/2024 06:30:00,23029,23425
2024-02-17 07:00:00+00:00,2024-02-17 07:00:00,17/02/2024 07:00:00,24291,24477
2024-02-17 07:30:00+00:00,2024-02-17 07:30:00,17/02/2024 07:30:00,25193,24930
2024-02-17 08:00:00+00:00,2024-02-17 08:00:00,17/02/2024 08:00:00,26731,26214
2024-02-17 08:30:00+00:00,2024-02-17 08:30:00,17/02/2024 08:30:00,27441,27140
2024-02-17 09:00:00+00:00,2024-02-17 09:00:00,17/02/2024 09:00:00,28540,27852
2024-02-17 09:30:00+00:00,2024-02-17 09:30:00,17/02/2024 09:30:00,28768,28200
2024-02-17 10:00:00+00:00,2024-02-17 10:00:00,17/02/2024 10:00:00,28976,28089
2024-02-17 10:30:00+00:00,2024-02-17 10:30:00,17/02/2024 10:30:00,28987,27754
2024-02-17 11:00:00+00:00,2024-02-17 11:00:00,17/02/2024 11:00:00,28909,27573
2024-02-17 11:30:00+00:00,2024-02-17 11:30:00,17/02/2024 11:30:00,28999,27569
2024-02-17 12:00:00+00:00,2024-02-17 12:00:00,17/02/2024 12:00:00,29029,27802
2024-02-17 12:30:00+00:00,2024-02-17 12:30:00,17/02/2024 12:30:00,29217,27900
2024-02-17 13:00:00+00:00,2024-02-17 13:00:00,17/02/2024 13:00:00,29369,28029
2024-02-17 13:30:00+00:00,2024-02-17 13:30:00,17/02/2024 13:30:00,29085,28147
2024-02-17 14:00:00+00:00,2024-02-17 14:00:00,17/02/2024 14:00:00,28614,28090
2024-02-17 14:30:00+00:00,2024-02-17 14:30:00,17/02/2024 14:30:00,28893,28068
2024-02-17 15:00:00+00:00,2024-02-17 15:00:00,17/02/2024 15:00:00,28571,28094
2024-02-17 15:30:00+00:00,2024-02-17 15:30:00,17/02/2024 15:30:00,28868,28357
2024-02-17 16:00:00+00:00,2024-02-17 16:00:00,17/02/2024 16:00:00,29578,29320
2024-02-17 16:30:00+00:00,2024-02-17 16:30:00,17/02/2024 16:30:00,30512,30310
2024-02-17 17:00:00+00:00,2024-02-17 17:00:00,17/02/2024 17:00:00,32189,31793
2024-02-17 17:30:00+00:00,2024-02-17 17:30:00,17/02/2024 17:30:00,33057,32610
2024-02-17 18:00:00+00:00,2024-02-17 18:00:00,17/02/2024 18:00:00,33219,32573
2024-02-17 18:30:00+00:00,2024-02-17 18:30:00,17/02/2024 18:30:00,32661,31761
2024-02-17 19:00:00+00:00,2024-02-17 19:00:00,17/02/2024 19:00:00,31392,30734
2024-02-17 19:30:00+00:00,2024-02-17 19:30:00,17/02/2024 19:30:00,30415,29676
2024-02-17 20:00:00+00:00,2024-02-17 20:00:00,17/02/2024 20:00:00,29316,28527
2024-02-17 20:30:00+00:00,2024-02-17 20:30:00,17/02/2024 20:30:00,28417,27540
2024-02-17 21:00:00+00:00,2024-02-17 21:00:00,17/02/2024 21:00:00,27376,26522
2024-02-17 21:30:00+00:00,2024-02-17 21:30:00,17/02/2024 21:30:00,25945,25884
2024-02-17 22:00:00+00:00,2024-02-17 22:00:00,17/02/2024 22:00:00,24641,24739
2024-02-17 22:30:00+00:00,2024-02-17 22:30:00,17/02/2024 22:30:00,23553,23824
2024-02-17 23:00:00+00:00,2024-02-17 23:00:00,17/02/2024 23:00:00,22226,22597
2024-02-17 23:30:00+00:00,2024-02-17 23:30:00,17/02/2024 23:30:00,21593,21900
2024-02-18 00:00:00+00:00,2024-02-18 00:00:00,18/02/2024 00:00:00,21733,21800
2024-02-18 00:30:00+00:00,2024-02-18 00:30:00,18/02/2024 00:30:00,22507,22100
2024-02-18 01:00:00+00:00,2024-02-18 01:00:00,18/02/2024 01:00:00,21957,21801
2024-02-18 01:30:00+00:00,2024-02-18 01:30:00,18/02/2024 01:30:00,21422,21296
2024-02-18 02:00:00+00:00,2024-02-18 02:00:00,18/02/2024 02:00:00,20462,20868
2024-02-18 02:30:00+00:00,2024-02-18 02:30:00,18/02/2024 02:30:00,20421,20495
2024-02-18 03:00:00+00:00,2024-02-18 03:00:00,18/02/2024 03:00:00,19958,20141
2024-02-18 03:30:00+00:00,2024-02-18 03:30:00,18/02/2024 03:30:00,19473,19762
2024-02-18 04:00:00+00:00,2024-02-18 04:00:00,18/02/2024 04:00:00,19707,19375
2024-02-18 04:30:00+00:00,2024-02-18 04:30:00,18/02/2024 04:30:00,19784,19200
2024-02-18 05:00:00+00:00,2024-02-18 05:00:00,18/02/2024 05:00:00,19523,19218
2024-02-18 05:30:00+00:00,2024-02-18 05:30:00,18/02/2024 05:30:00,20163,19274
2024-02-18 06:00:00+00:00,2024-02-18 06:00:00,18/02/2024 06:00:00,20831,19953
2024-02-18 06:30:00+00:00,2024-02-18 06:30:00,18/02/2024 06:30:00,21564,20572
2024-02-18 07:00:00+00:00,2024-02-18 07:00:00,18/02/2024 07:00:00,22265,21476
2024-02-18 07:30:00+00:00,2024-02-18 07:30:00,18/02/2024 07:30:00,22471,22330
2024-02-18 08:00:00+00:00,2024-02-18 08:00:00,18/02/2024 08:00:00,23900,23761
2024-02-18 08:30:00+00:00,2024-02-18 08:30:00,18/02/2024 08:30:00,25071,24800
2024-02-18 09:00:00+00:00,2024-02-18 09:00:00,18/02/2024 09:00:00,26217,25786
2024-02-18 09:30:00+00:00,2024-02-18 09:30:00,18/02/2024 09:30:00,26941,26397
2024-02-18 10:00:00+00:00,2024-02-18 10:00:00,18/02/2024 10:00:00,27354,26900
2024-02-18 10:30:00+00:00,2024-02-18 10:30:00,18/02/2024 10:30:00,27510,26904
2024-02-18 11:00:00+00:00,2024-02-18 11:00:00,18/02/2024 11:00:00,27042,26734
2024-02-18 11:30:00+00:00,2024-02-18 11:30:00,18/02/2024 11:30:00,26905,26893
2024-02-18 12:00:00+00:00,2024-02-18 12:00:00,18/02/2024 12:00:00,26860,27000
2024-02-18 12:30:00+00:00,2024-02-18 12:30:00,18/02/2024 12:30:00,26626,26945
2024-02-18 13:00:00+00:00,2024-02-18 13:00:00,18/02/2024 13:00:00,26020,26710
2024-02-18 13:30:00+00:00,2024-02-18 13:30:00,18/02/2024 13:30:00,25361,26963
2024-02-18 14:00:00+00:00,2024-02-18 14:00:00,18/02/2024 14:00:00,25201,27402
2024-02-18 14:30:00+00:00,2024-02-18 14:30:00,18/02/2024 14:30:00,25495,27893
2024-02-18 15:00:00+00:00,2024-02-18 15:00:00,18/02/2024 15:00:00,26272,28035
2024-02-18 15:30:00+00:00,2024-02-18 15:30:00,18/02/2024 15:30:00,27680,29318
2024-02-18 16:00:00+00:00,2024-02-18 16:00:00,18/02/2024 16:00:00,29303,30771
2024-02-18 16:30:00+00:00,2024-02-18 16:30:00,18/02/2024 16:30:00,31186,32027
2024-02-18 17:00:00+00:00,2024-02-18 17:00:00,18/02/2024 17:00:00,33110,33512
2024-02-18 17:30:00+00:00,2024-02-18 17:30:00,18/02/2024 17:30:00,34455,34515
2024-02-18 18:00:00+00:00,2024-02-18 18:00:00,18/02/2024 18:00:00,34546,34720
2024-02-18 18:30:00+00:00,2024-02-18 18:30:00,18/02/2024 18:30:00,33783,33640
2024-02-18 19:00:00+00:00,2024-02-18 19:00:00,18/02/2024 19:00:00,32656,32499
2024-02-18 19:30:00+00:00,2024-02-18 19:30:00,18/02/2024 19:30:00,31470,31696
2024-02-18 20:00:00+00:00,2024-02-18 20:00:00,18/02/2024 20:00:00,30581,30812
2024-02-18 20:30:00+00:00,2024-02-18 20:30:00,18/02/2024 20:30:00,29405,29910
2024-02-18 21:00:00+00:00,2024-02-18 21:00:00,18/02/2024 21:00:00,27898,28799
2024-02-18 21:30:00+00:00,2024-02-18 21:30:00,18/02/2024 21:30:00,26281,27373
2024-02-18 22:00:00+00:00,2024-02-18 22:00:00,18/02/2024 22:00:00,24744,25624
2024-02-18 22:30:00+00:00,2024-02-18 22:30:00,18/02/2024 22:30:00,23935,24032
2024-02-18 23:00:00+00:00,2024-02-18 23:00:00,18/02/2024 23:00:00,22779,22724
2024-02-18 23:30:00+00:00,2024-02-18 23:30:00,18/02/2024 23:30:00,21944,22100
2024-02-19 00:00:00+00:00,2024-02-19 00:00:00,19/02/2024 00:00:00,21286,21800
2024-02-19 00:30:00+00:00,2024-02-19 00:30:00,19/02/2024 00:30:00,21834,22400
2024-02-19 01:00:00+00:00,2024-02-19 01:00:00,19/02/2024 01:00:00,21317,21934
2024-02-19 01:30:00+00:00,2024-02-19 01:30:00,19/02/2024 01:30:00,20786,21157
2024-02-19 02:00:00+00:00,2024-02-19 02:00:00,19/02/2024 02:00:00,20527,20533
2024-02-19 02:30:00+00:00,2024-02-19 02:30:00,19/02/2024 02:30:00,20493,20071
2024-02-19 03:00:00+00:00,2024-02-19 03:00:00,19/02/2024 03:00:00,19977,19731
2024-02-19 03:30:00+00:00,2024-02-19 03:30:00,19/02/2024 03:30:00,19590,19311
2024-02-19 04:00:00+00:00,2024-02-19 04:00:00,19/02/2024 04:00:00,19174,19171
2024-02-19 04:30:00+00:00,2024-02-19 04:30:00,19/02/2024 04:30:00,19146,19100
2024-02-19 05:00:00+00:00,2024-02-19 05:00:00,19/02/2024 05:00:00,19440,19729
2024-02-19 05:30:00+00:00,2024-02-19 05:30:00,19/02/2024 05:30:00,20483,20930
2024-02-19 06:00:00+00:00,2024-02-19 06:00:00,19/02/2024 06:00:00,23221,23744
2024-02-19 06:30:00+00:00,2024-02-19 06:30:00,19/02/2024 06:30:00,25907,26087
2024-02-19 07:00:00+00:00,2024-02-19 07:00:00,19/02/2024 07:00:00,28637,28683
2024-02-19 07:30:00+00:00,2024-02-19 07:30:00,19/02/2024 07:30:00,30427,29799
2024-02-19 08:00:00+00:00,2024-02-19 08:00:00,19/02/2024 08:00:00,31724,31195
2024-02-19 08:30:00+00:00,2024-02-19 08:30:00,19/02/2024 08:30:00,31613,31400
2024-02-19 09:00:00+00:00,2024-02-19 09:00:00,19/02/2024 09:00:00,31653,31800
2024-02-19 09:30:00+00:00,2024-02-19 09:30:00,19/02/2024 09:30:00,31100,31240
2024-02-19 10:00:00+00:00,2024-02-19 10:00:00,19/02/2024 10:00:00,30285,30267
2024-02-19 10:30:00+00:00,2024-02-19 10:30:00,19/02/2024 10:30:00,30114,29500
2024-02-19 11:00:00+00:00,2024-02-19 11:00:00,19/02/2024 11:00:00,29311,29289
2024-02-19 11:30:00+00:00,2024-02-19 11:30:00,19/02/2024 11:30:00,28964,28885
2024-02-19 12:00:00+00:00,2024-02-19 12:00:00,19/02/2024 12:00:00,28639,28912
2024-02-19 12:30:00+00:00,2024-02-19 12:30:00,19/02/2024 12:30:00,28640,28797
2024-02-19 13:00:00+00:00,2024-02-19 13:00:00,19/02/2024 13:00:00,28738,28663
2024-02-19 13:30:00+00:00,2024-02-19 13:30:00,19/02/2024 13:30:00,28481,28439
2024-02-19 14:00:00+00:00,2024-02-19 14:00:00,19/02/2024 14:00:00,28941,28300
2024-02-19 14:30:00+00:00,2024-02-19 14:30:00,19/02/2024 14:30:00,29432,28691
2024-02-19 15:00:00+00:00,2024-02-19 15:00:00,19/02/2024 15:00:00,30142,29316
2024-02-19 15:30:00+00:00,2024-02-19 15:30:00,19/02/2024 15:30:00,31489,30604
2024-02-19 16:00:00+00:00,2024-02-19 16:00:00,19/02/2024 16:00:00,32665,32139
2024-02-19 16:30:00+00:00,2024-02-19 16:30:00,19/02/2024 16:30:00,34170,33749
2024-02-19 17:00:00+00:00,2024-02-19 17:00:00,19/02/2024 17:00:00,35665,35683
2024-02-19 17:30:00+00:00,2024-02-19 17:30:00,19/02/2024 17:30:00,36724,37291
2024-02-19 18:00:00+00:00,2024-02-19 18:00:00,19/02/2024 18:00:00,37907,37800
2024-02-19 18:30:00+00:00,2024-02-19 18:30:00,19/02/2024 18:30:00,37618,37224
2024-02-19 19:00:00+00:00,2024-02-19 19:00:00,19/02/2024 19:00:00,36976,36771
2024-02-19 19:30:00+00:00,2024-02-19 19:30:00,19/02/2024 19:30:00,35577,36134
2024-02-19 20:00:00+00:00,2024-02-19 20:00:00,19/02/2024 20:00:00,33916,34650
2024-02-19 20:30:00+00:00,2024-02-19 20:30:00,19/02/2024 20:30:00,32309,33030
2024-02-19 21:00:00+00:00,2024-02-19 21:00:00,19/02/2024 21:00:00,30936,31174
2024-02-19 21:30:00+00:00,2024-02-19 21:30:00,19/02/2024 21:30:00,29047,29497
2024-02-19 22:00:00+00:00,2024-02-19 22:00:00,19/02/2024 22:00:00,27253,27898
2024-02-19 22:30:00+00:00,2024-02-19 22:30:00,19/02/2024 22:30:00,25552,26204
2024-02-19 23:00:00+00:00,2024-02-19 23:00:00,19/02/2024 23:00:00,23917,24242
2024-02-19 23:30:00+00:00,2024-02-19 23:30:00,19/02/2024 23:30:00,22773,23300
2024-02-20 00:00:00+00:00,2024-02-20 00:00:00,20/02/2024 00:00:00,22792,22890
2024-02-20 00:30:00+00:00,2024-02-20 00:30:00,20/02/2024 00:30:00,23343,23000
2024-02-20 01:00:00+00:00,2024-02-20 01:00:00,20/02/2024 01:00:00,23136,22718
2024-02-20 01:30:00+00:00,2024-02-20 01:30:00,20/02/2024 01:30:00,22520,22035
2024-02-20 02:00:00+00:00,2024-02-20 02:00:00,20/02/2024 02:00:00,22054,21817
2024-02-20 02:30:00+00:00,2024-02-20 02:30:00,20/02/2024 02:30:00,21621,21285
2024-02-20 03:00:00+00:00,2024-02-20 03:00:00,20/02/2024 03:00:00,21080,20740
2024-02-20 03:30:00+00:00,2024-02-20 03:30:00,20/02/2024 03:30:00,20634,20241
2024-02-20 04:00:00+00:00,2024-02-20 04:00:00,20/02/2024 04:00:00,20223,19900
2024-02-20 04:30:00+00:00,2024-02-20 04:30:00,20/02/2024 04:30:00,19976,20089
2024-02-20 05:00:00+00:00,2024-02-20 05:00:00,20/02/2024 05:00:00,20149,20580
2024-02-20 05:30:00+00:00,2024-02-20 05:30:00,20/02/2024 05:30:00,21452,21799
2024-02-20 06:00:00+00:00,2024-02-20 06:00:00,20/02/2024 06:00:00,23740,24185
2024-02-20 06:30:00+00:00,2024-02-20 06:30:00,20/02/2024 06:30:00,25757,26386
2024-02-20 07:00:00+00:00,2024-02-20 07:00:00,20/02/2024 07:00:00,28747,28560
2024-02-20 07:30:00+00:00,2024-02-20 07:30:00,20/02/2024 07:30:00,29911,29519
2024-02-20 08:00:00+00:00,2024-02-20 08:00:00,20/02/2024 08:00:00,31472,30623
2024-02-20 08:30:00+00:00,2024-02-20 08:30:00,20/02/2024 08:30:00,31644,31000
2024-02-20 09:00:00+00:00,2024-02-20 09:00:00,20/02/2024 09:00:00,32362,31600
2024-02-20 09:30:00+00:00,2024-02-20 09:30:00,20/02/2024 09:30:00,32659,30996
2024-02-20 10:00:00+00:00,2024-02-20 10:00:00,20/02/2024 10:00:00,32121,30541
2024-02-20 10:30:00+00:00,2024-02-20 10:30:00,20/02/2024 10:30:00,31405,30000
2024-02-20 11:00:00+00:00,2024-02-20 11:00:00,20/02/2024 11:00:00,30983,31140
2024-02-20 11:30:00+00:00,2024-02-20 11:30:00,20/02/2024 11:30:00,30612,31063
2024-02-20 12:00:00+00:00,2024-02-20 12:00:00,20/02/2024 12:00:00,30865,31116
2024-02-20 12:30:00+00:00,2024-02-20 12:30:00,20/02/2024 12:30:00,30632,31036
2024-02-20 13:00:00+00:00,2024-02-20 13:00:00,20/02/2024 13:00:00,30159,31000
2024-02-20 13:30:00+00:00,2024-02-20 13:30:00,20/02/2024 13:30:00,29509,30617
2024-02-20 14:00:00+00:00,2024-02-20 14:00:00,20/02/2024 14:00:00,28931,30400
2024-02-20 14:30:00+00:00,2024-02-20 14:30:00,20/02/2024 14:30:00,29311,30406
2024-02-20 15:00:00+00:00,2024-02-20 15:00:00,20/02/2024 15:00:00,29957,30622
2024-02-20 15:30:00+00:00,2024-02-20 15:30:00,20/02/2024 15:30:00,31080,31515
2024-02-20 16:00:00+00:00,2024-02-20 16:00:00,20/02/2024 16:00:00,32670,32367
2024-02-20 16:30:00+00:00,2024-02-20 16:30:00,20/02/2024 16:30:00,33548,33663
2024-02-20 17:00:00+00:00,2024-02-20 17:00:00,20/02/2024 17:00:00,35114,35380
2024-02-20 17:30:00+00:00,2024-02-20 17:30:00,20/02/2024 17:30:00,36077,36698
2024-02-20 18:00:00+00:00,2024-02-20 18:00:00,20/02/2024 18:00:00,36306,37200
2024-02-20 18:30:00+00:00,2024-02-20 18:30:00,20/02/2024 18:30:00,35755,36978
2024-02-20 19:00:00+00:00,2024-02-20 19:00:00,20/02/2024 19:00:00,35338,36397
2024-02-20 19:30:00+00:00,2024-02-20 19:30:00,20/02/2024 19:30:00,34269,35093
