4hour_block,demand_National Demand Forecast (NDF) - GB (MW)_mean,demand_National Demand Forecast (NDF) - GB (MW)_max,demand_National Demand Forecast (NDF) - GB (MW)_min,demand_National Demand Forecast (NDF) - GB (MW)_spread,demand_National Demand Forecast (NDF) - GB (MW)_std,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_mean,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_max,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_min,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_spread,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_std,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_rolling_std_7d,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_price_range,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_cv,solar_solar_fc_meteo_mw_mean,solar_solar_fc_meteo_mw_max,solar_solar_fc_meteo_mw_min,solar_solar_fc_meteo_mw_spread,solar_solar_fc_meteo_mw_std,wind_wind_fc_meteo_mw_mean,wind_wind_fc_meteo_mw_max,wind_wind_fc_meteo_mw_min,wind_wind_fc_meteo_mw_spread,wind_wind_fc_meteo_mw_std,price_block_volatility,day_of_week,is_weekend,hour_block
2024-03-03 08:00:00+00:00,27465.375,27927.5,26758.5,1169.0,532.1886217936893,61.5825,62.04,60.67,1.3699999999999974,0.6205575450082512,,1.3699999999999974,0.01007684886141761,4188.188125,5700.4675,2014.5625,3685.9049999999997,1628.4924197172559,2243.3206250000003,2293.0475,2189.23,103.81750000000011,42.675822505987036,0.6205575450082512,6,1,2
2024-03-03 12:00:00+00:00,29110.875,30403.0,28537.5,1865.5,875.4022289781991,60.8975,61.86,59.97,1.8900000000000006,0.7815102899727799,,1.8900000000000006,0.012833208095123397,4118.156875000001,5566.81,2417.7525,3149.0575000000003,1359.1405205103813,1862.135625,2073.46,1659.295,414.16499999999996,180.70657929793958,0.7815102899727799,6,1,3
2024-03-03 16:00:00+00:00,36247.25,38126.0,33555.0,4571.0,1937.121167265142,81.3775,87.87,74.06,13.810000000000002,5.943749518051158,,13.810000000000002,0.0730392248232147,300.96125,996.59,0.0,996.59,473.5085970378468,1476.96125,1540.5,1433.3,107.20000000000005,45.285713783892774,5.943749518051158,6,1,4
2024-03-03 20:00:00+00:00,30158.125,33983.5,26080.5,7903.0,3460.725824038458,67.35,70.97,62.54,8.43,3.8969988452654185,,8.43,0.05786189822220366,0.0,0.0,0.0,0.0,0.0,1330.413125,1383.655,1287.59,96.06500000000005,39.68330145114576,3.8969988452654185,6,1,5
2024-03-04 00:00:00+00:00,25090.0,25720.0,24252.0,1468.0,653.4406374466361,62.3175,64.93,60.4,4.530000000000008,2.1737582662292567,,4.530000000000008,0.03488198766364593,0.0,0.0,0.0,0.0,0.0,1077.9893749999999,1191.495,1001.275,190.2199999999999,89.91120880195722,2.1737582662292567,0,0,0
2024-03-04 04:00:00+00:00,27853.5,33362.0,23801.5,9560.5,4389.127381002592,74.14750000000001,89.04,60.97,28.070000000000007,12.183547307742518,,28.070000000000007,0.1643150113994743,131.66125,514.835,0.0,514.835,255.5098265029808,1533.455625,2079.05,1117.455,961.5950000000003,416.55881519688097,12.183547307742518,0,0,1
2024-03-04 08:00:00+00:00,33593.5,34583.0,32422.0,2161.0,1143.6684397149377,71.265,82.31,63.54,18.770000000000003,8.159430127159624,,18.770000000000003,0.11449421352921658,3953.33625,5043.99,2094.7675,2949.2225,1344.8806917506658,3400.286875,4301.9275,2628.64,1673.2875,713.3498637455041,8.159430127159624,0,0,2
2024-03-04 12:00:00+00:00,32306.125,32971.5,31922.0,1049.5,472.1395229872912,62.595,63.7,61.6,2.1000000000000014,0.8874870891079687,,2.1000000000000014,0.014178242497131847,3061.589375,4554.6275,1464.6975,3089.9299999999994,1336.9184627925997,5925.1431250000005,6824.975,5089.2375,1735.7375000000002,739.0416102160483,0.8874870891079687,0,0,3
2024-03-04 16:00:00+00:00,36884.625,38336.5,35054.5,3282.0,1357.6619838899526,77.1075,81.75,70.59,11.159999999999997,5.479625139246904,,11.159999999999997,0.07106474907430411,176.613125,578.3275,0.0,578.3275,274.0634573063858,9271.609375,11146.27,7565.7275,3580.5425000000005,1567.3389556883442,5.479625139246904,0,0,4
2024-03-04 20:00:00+00:00,29211.875,34131.0,24380.0,9751.0,4242.987476904294,57.9175,67.06,47.55,19.510000000000005,8.459107025370155,,19.510000000000005,0.14605442267656848,0.0,0.0,0.0,0.0,0.0,12485.45875,12878.345,11922.98,955.3649999999998,462.8461475547253,8.459107025370155,0,0,5
2024-03-05 00:00:00+00:00,23529.25,24250.0,22732.5,1517.5,698.9716851680517,46.8375,48.04,45.86,2.1799999999999997,0.8994211101221369,,2.1799999999999997,0.019203012759479793,0.0,0.0,0.0,0.0,0.0,10641.843125,12071.9375,9037.2975,3034.6399999999994,1309.2110943146488,0.8994211101221369,1,0,0
2024-03-05 04:00:00+00:00,26864.375,32388.5,22582.0,9806.5,4471.614778708768,61.9825,73.81,50.07,23.740000000000002,10.602538611106306,,23.740000000000002,0.17105696948503699,122.251875,476.26,0.0,476.26,236.08190852060048,7372.38875,8057.785,6883.8075,1173.9775,513.7850570540984,10.602538611106306,1,0,1
2024-03-05 08:00:00+00:00,33936.375,34308.5,33516.5,792.0,364.66431481569464,66.1,72.17,60.95,11.219999999999999,4.908421334808165,,11.219999999999999,0.0742575088473248,4395.3225,6216.745,2082.9675,4133.7775,1800.5206310571673,6244.262500000001,6603.985000000001,5891.5825,712.4025000000001,302.50572401609213,4.908421334808165,1,0,2
2024-03-05 12:00:00+00:00,32996.75,33495.0,32532.0,963.0,438.0742897424287,60.9875,63.04,59.94,3.1000000000000014,1.3939721422371891,,3.1000000000000014,0.02285668607890449,4816.261875,6257.235000000001,2961.8875,3295.3475000000008,1442.6356513490261,5157.893125,5685.9175,4478.45,1207.4674999999997,530.0406473971868,1.3939721422371891,1,0,3
2024-03-05 16:00:00+00:00,38435.25,39974.0,35838.5,4135.5,1797.5095966364129,83.2175,89.64,74.75,14.89,6.567670185588388,,14.89,0.07892174345045685,410.158125,1346.59,0.0,1346.59,638.628734834042,3527.0725,3974.635,3185.3775,789.2575000000002,342.93751403013175,6.567670185588388,1,0,4
