,Random Forest,ElasticNet,KNN,XGBoost
TB1,0.30420193466831025,0.29245026848754524,0.2882335894500701,0.3652655337798879
TB2,0.6655803728676892,0.8526585726197079,0.8038926077304761,0.7100670548972249
TB3,0.26786582586561253,0.2275803174313798,0.26855717575176247,0.2763103318089912
TB4,0.8415244994820807,0.7544050691171844,0.9791018451281104,0.947893027785726
TB5,1.245710152007132,1.1990627724900236,1.0993113825590464,1.3244275703344395
TB6,0.5860795868167851,0.6546487607870346,0.6119559897029633,0.8075518190175756
