date,closest_reference_days,distance
2024-08-27,"[Timestamp('2024-08-15 00:00:00'), Timestamp('2024-08-07 00:00:00'), Timestamp('2024-08-05 00:00:00'), Timestamp('2024-07-10 00:00:00'), Timestamp('2024-08-12 00:00:00')]",0.0029277271218686
2024-08-28,"[Timestamp('2024-07-12 00:00:00'), Timestamp('2024-07-11 00:00:00'), Timestamp('2024-07-02 00:00:00'), Timestamp('2024-07-16 00:00:00'), Timestamp('2024-06-30 00:00:00')]",0.0006151306787921
2024-08-29,"[Timestamp('2024-07-18 00:00:00'), Timestamp('2024-08-13 00:00:00'), Timestamp('2024-08-17 00:00:00'), Timestamp('2024-06-30 00:00:00'), Timestamp('2024-07-29 00:00:00')]",0.0021298132877928
2024-08-30,"[Timestamp('2024-07-30 00:00:00'), Timestamp('2024-07-17 00:00:00'), Timestamp('2024-07-18 00:00:00'), Timestamp('2024-08-01 00:00:00'), Timestamp('2024-07-31 00:00:00')]",0.0003997993638494
2024-08-31,"[Timestamp('2024-07-06 00:00:00'), Timestamp('2024-08-04 00:00:00'), Timestamp('2024-08-02 00:00:00'), Timestamp('2024-08-10 00:00:00'), Timestamp('2024-07-24 00:00:00')]",0.0049061145067663
2024-09-01,"[Timestamp('2024-08-27 00:00:00'), Timestamp('2024-08-07 00:00:00'), Timestamp('2024-08-05 00:00:00'), Timestamp('2024-08-15 00:00:00'), Timestamp('2024-07-10 00:00:00')]",0.0025174791968889
2024-09-02,"[Timestamp('2024-08-28 00:00:00'), Timestamp('2024-07-15 00:00:00'), Timestamp('2024-07-12 00:00:00'), Timestamp('2024-07-25 00:00:00'), Timestamp('2024-07-09 00:00:00')]",0.0047487074243232
2024-09-03,"[Timestamp('2024-07-08 00:00:00'), Timestamp('2024-07-15 00:00:00'), Timestamp('2024-07-11 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-07-23 00:00:00')]",0.0018389448686405
2024-09-04,"[Timestamp('2024-09-03 00:00:00'), Timestamp('2024-07-08 00:00:00'), Timestamp('2024-07-15 00:00:00'), Timestamp('2024-07-23 00:00:00'), Timestamp('2024-07-21 00:00:00')]",0.0003535044707618
2024-09-05,"[Timestamp('2024-07-09 00:00:00'), Timestamp('2024-07-25 00:00:00'), Timestamp('2024-09-01 00:00:00'), Timestamp('2024-08-08 00:00:00'), Timestamp('2024-08-15 00:00:00')]",0.0007641366897042
2024-09-06,"[Timestamp('2024-07-22 00:00:00'), Timestamp('2024-07-16 00:00:00'), Timestamp('2024-09-01 00:00:00'), Timestamp('2024-07-14 00:00:00'), Timestamp('2024-08-10 00:00:00')]",0.0039464738342107
2024-09-07,"[Timestamp('2024-09-03 00:00:00'), Timestamp('2024-09-04 00:00:00'), Timestamp('2024-07-15 00:00:00'), Timestamp('2024-07-11 00:00:00'), Timestamp('2024-08-28 00:00:00')]",0.0011165201128158
2024-09-08,"[Timestamp('2024-07-16 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-07-12 00:00:00'), Timestamp('2024-09-06 00:00:00'), Timestamp('2024-07-14 00:00:00')]",0.0017837246955051
2024-09-09,"[Timestamp('2024-09-01 00:00:00'), Timestamp('2024-08-27 00:00:00'), Timestamp('2024-08-05 00:00:00'), Timestamp('2024-08-07 00:00:00'), Timestamp('2024-09-06 00:00:00')]",0.0005415158649554
2024-09-10,"[Timestamp('2024-08-21 00:00:00'), Timestamp('2024-08-27 00:00:00'), Timestamp('2024-08-15 00:00:00'), Timestamp('2024-08-22 00:00:00'), Timestamp('2024-08-25 00:00:00')]",0.010144873757889
2024-09-11,"[Timestamp('2024-08-27 00:00:00'), Timestamp('2024-09-10 00:00:00'), Timestamp('2024-08-15 00:00:00'), Timestamp('2024-08-21 00:00:00'), Timestamp('2024-08-07 00:00:00')]",0.0038550284859321
2024-09-12,"[Timestamp('2024-08-05 00:00:00'), Timestamp('2024-09-01 00:00:00'), Timestamp('2024-08-07 00:00:00'), Timestamp('2024-09-09 00:00:00'), Timestamp('2024-08-27 00:00:00')]",0.0009444978596734
2024-09-13,"[Timestamp('2024-07-21 00:00:00'), Timestamp('2024-07-23 00:00:00'), Timestamp('2024-07-22 00:00:00'), Timestamp('2024-08-30 00:00:00'), Timestamp('2024-08-29 00:00:00')]",0.0011259218113198
2024-09-14,"[Timestamp('2024-08-06 00:00:00'), Timestamp('2024-08-13 00:00:00'), Timestamp('2024-08-18 00:00:00'), Timestamp('2024-08-16 00:00:00'), Timestamp('2024-09-12 00:00:00')]",0.0026700545067757
2024-09-15,"[Timestamp('2024-09-08 00:00:00'), Timestamp('2024-09-06 00:00:00'), Timestamp('2024-09-01 00:00:00'), Timestamp('2024-09-09 00:00:00'), Timestamp('2024-08-28 00:00:00')]",0.0041693636189104
2024-09-16,"[Timestamp('2024-09-13 00:00:00'), Timestamp('2024-07-31 00:00:00'), Timestamp('2024-08-30 00:00:00'), Timestamp('2024-09-03 00:00:00'), Timestamp('2024-07-18 00:00:00')]",0.0040928854804335
2024-09-17,"[Timestamp('2024-09-16 00:00:00'), Timestamp('2024-08-29 00:00:00'), Timestamp('2024-09-13 00:00:00'), Timestamp('2024-07-31 00:00:00'), Timestamp('2024-09-03 00:00:00')]",0.0010653161370145
2024-09-18,"[Timestamp('2024-09-17 00:00:00'), Timestamp('2024-08-29 00:00:00'), Timestamp('2024-09-13 00:00:00'), Timestamp('2024-09-16 00:00:00'), Timestamp('2024-08-13 00:00:00')]",0.000785619033939
2024-09-19,"[Timestamp('2024-09-17 00:00:00'), Timestamp('2024-09-18 00:00:00'), Timestamp('2024-09-13 00:00:00'), Timestamp('2024-09-16 00:00:00'), Timestamp('2024-08-29 00:00:00')]",0.0005036423905512
2024-09-20,"[Timestamp('2024-07-22 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-09-06 00:00:00'), Timestamp('2024-09-15 00:00:00'), Timestamp('2024-09-08 00:00:00')]",0.0020249389492759
2024-09-21,"[Timestamp('2024-08-28 00:00:00'), Timestamp('2024-08-29 00:00:00'), Timestamp('2024-08-13 00:00:00'), Timestamp('2024-09-18 00:00:00'), Timestamp('2024-08-06 00:00:00')]",0.002128065076887
2024-09-22,"[Timestamp('2024-09-02 00:00:00'), Timestamp('2024-09-07 00:00:00'), Timestamp('2024-09-03 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-09-04 00:00:00')]",0.0013558831138266
2024-09-23,"[Timestamp('2024-09-22 00:00:00'), Timestamp('2024-09-02 00:00:00'), Timestamp('2024-09-07 00:00:00'), Timestamp('2024-09-03 00:00:00'), Timestamp('2024-09-15 00:00:00')]",0.0016370202955098
2024-09-24,"[Timestamp('2024-09-02 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-09-22 00:00:00'), Timestamp('2024-09-08 00:00:00'), Timestamp('2024-09-15 00:00:00')]",0.001342070536438
2024-09-25,"[Timestamp('2024-09-23 00:00:00'), Timestamp('2024-09-08 00:00:00'), Timestamp('2024-09-02 00:00:00'), Timestamp('2024-09-15 00:00:00'), Timestamp('2024-09-06 00:00:00')]",0.0088834114151453
2024-09-26,"[Timestamp('2024-09-09 00:00:00'), Timestamp('2024-09-01 00:00:00'), Timestamp('2024-08-27 00:00:00'), Timestamp('2024-08-15 00:00:00'), Timestamp('2024-08-05 00:00:00')]",0.0018289267169396
2024-09-27,"[Timestamp('2024-09-10 00:00:00'), Timestamp('2024-09-11 00:00:00'), Timestamp('2024-08-27 00:00:00'), Timestamp('2024-08-15 00:00:00'), Timestamp('2024-09-26 00:00:00')]",0.0004674174453463
2024-09-28,"[Timestamp('2024-08-04 00:00:00'), Timestamp('2024-09-06 00:00:00'), Timestamp('2024-08-14 00:00:00'), Timestamp('2024-08-31 00:00:00'), Timestamp('2024-09-20 00:00:00')]",0.0044407248669011
2024-09-29,"[Timestamp('2024-08-19 00:00:00'), Timestamp('2024-08-08 00:00:00'), Timestamp('2024-08-24 00:00:00'), Timestamp('2024-08-10 00:00:00'), Timestamp('2024-08-26 00:00:00')]",0.0037715555439868
2024-09-30,"[Timestamp('2024-09-05 00:00:00'), Timestamp('2024-09-26 00:00:00'), Timestamp('2024-09-09 00:00:00'), Timestamp('2024-08-08 00:00:00'), Timestamp('2024-09-01 00:00:00')]",0.0060445643792269
2024-10-01,"[Timestamp('2024-09-26 00:00:00'), Timestamp('2024-09-27 00:00:00'), Timestamp('2024-08-27 00:00:00'), Timestamp('2024-09-30 00:00:00'), Timestamp('2024-09-09 00:00:00')]",0.0026892920283687
2024-10-02,"[Timestamp('2024-09-26 00:00:00'), Timestamp('2024-10-01 00:00:00'), Timestamp('2024-09-24 00:00:00'), Timestamp('2024-09-09 00:00:00'), Timestamp('2024-09-01 00:00:00')]",0.003191970459049
2024-10-03,"[Timestamp('2024-09-03 00:00:00'), Timestamp('2024-09-19 00:00:00'), Timestamp('2024-09-04 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-09-17 00:00:00')]",0.0016859981563008
2024-10-04,"[Timestamp('2024-09-21 00:00:00'), Timestamp('2024-09-20 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-08-13 00:00:00'), Timestamp('2024-09-24 00:00:00')]",0.0013891084117629
2024-10-05,"[Timestamp('2024-08-07 00:00:00'), Timestamp('2024-08-26 00:00:00'), Timestamp('2024-08-12 00:00:00'), Timestamp('2024-08-23 00:00:00'), Timestamp('2024-08-15 00:00:00')]",0.0033760983649967
2024-10-06,"[Timestamp('2024-09-30 00:00:00'), Timestamp('2024-10-01 00:00:00'), Timestamp('2024-09-26 00:00:00'), Timestamp('2024-09-27 00:00:00'), Timestamp('2024-09-10 00:00:00')]",0.0028077689626672
2024-10-07,"[Timestamp('2024-09-15 00:00:00'), Timestamp('2024-09-02 00:00:00'), Timestamp('2024-09-24 00:00:00'), Timestamp('2024-09-20 00:00:00'), Timestamp('2024-09-08 00:00:00')]",0.0009348849458618
2024-10-08,"[Timestamp('2024-10-07 00:00:00'), Timestamp('2024-09-08 00:00:00'), Timestamp('2024-09-15 00:00:00'), Timestamp('2024-09-05 00:00:00'), Timestamp('2024-09-06 00:00:00')]",0.0027854104785944
2024-10-09,"[Timestamp('2024-09-26 00:00:00'), Timestamp('2024-10-06 00:00:00'), Timestamp('2024-08-15 00:00:00'), Timestamp('2024-09-30 00:00:00'), Timestamp('2024-10-01 00:00:00')]",0.0022401659425362
2024-10-10,"[Timestamp('2024-09-09 00:00:00'), Timestamp('2024-09-26 00:00:00'), Timestamp('2024-09-01 00:00:00'), Timestamp('2024-08-27 00:00:00'), Timestamp('2024-10-09 00:00:00')]",0.0011534963572951
2024-10-11,"[Timestamp('2024-10-04 00:00:00'), Timestamp('2024-09-21 00:00:00'), Timestamp('2024-08-28 00:00:00'), Timestamp('2024-09-20 00:00:00'), Timestamp('2024-08-13 00:00:00')]",0.0004303142952253
2024-10-12,"[Timestamp('2024-08-15 00:00:00'), Timestamp('2024-08-24 00:00:00'), Timestamp('2024-10-09 00:00:00'), Timestamp('2024-08-22 00:00:00'), Timestamp('2024-10-05 00:00:00')]",0.0037592446550832
