date,demand_National Demand Forecast (NDF) - GB (MW)_mean,demand_National Demand Forecast (NDF) - GB (MW)_max,demand_National Demand Forecast (NDF) - GB (MW)_min,demand_National Demand Forecast (NDF) - GB (MW)_spread,demand_National Demand Forecast (NDF) - GB (MW)_std,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_mean,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_max,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_min,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_spread,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_std,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_rolling_std_7d,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_price_range,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_cv,solar_solar_fc_meteo_mw_mean,solar_solar_fc_meteo_mw_max,solar_solar_fc_meteo_mw_min,solar_solar_fc_meteo_mw_spread,solar_solar_fc_meteo_mw_std,wind_wind_fc_meteo_mw_mean,wind_wind_fc_meteo_mw_max,wind_wind_fc_meteo_mw_min,wind_wind_fc_meteo_mw_spread,wind_wind_fc_meteo_mw_std,price_intraday_volatility,day_of_week,is_weekend,month,price_1,price_2,price_3,price_4,price_5,price_6,is_holiday,month_sin,month_cos
2024-04-12,23606.39583333333,28650.0,18830.0,9820.0,3176.7298573381445,25.657083333333333,60.91,-2.42,63.33,22.470276885189943,24.22915766080985,63.33,0.8757923335735074,2268.6264583333336,7348.39,0.0,7348.39,2817.8020200081323,12244.131979166666,13529.585,11444.565,2085.0199999999986,611.9137466490129,,4,0,4,1.0,4.03,1.0,1.94,4.37,1.2,False,0.8660254037844387,-0.4999999999999998
2024-04-13,21321.0,25936.5,18359.0,7577.5,2336.630740487531,13.802916666666668,42.82,-15.27,58.09,18.61113375963003,12.536943882173269,58.09,1.348347904220487,1990.4221875,6301.172500000001,0.0,6301.172500000001,2428.433214209017,11791.142395833333,14462.44,8450.4525,6011.987500000001,2259.552719682291,,5,1,4,1.0,3.27,2.76,3.36,3.48,1.21,False,0.8660254037844387,-0.4999999999999998
2024-04-14,20965.104166666668,27645.0,17666.0,9979.0,3118.3636211096573,27.697916666666668,68.29,-8.38,76.67,21.25238236858588,31.431657835464467,76.67,0.7672917289899375,2067.9711458333336,6610.095,0.0,6610.095,2550.453905613088,9418.911041666666,13049.95,7246.325,5803.625000000001,1704.7223060586334,,6,1,4,1.04,1.36,1.2,1.76,5.18,1.21,False,0.8660254037844387,-0.4999999999999998
2024-04-15,24154.8125,30829.0,17203.5,13625.5,4196.879816193942,13.121249999999998,57.81,-15.53,73.34,25.6048229683224,23.79010778814229,73.34,1.9514011979287345,2343.661458333333,7725.72,0.0,7725.72,2947.596594838909,14369.794270833334,14952.19,13306.8525,1645.3374999999996,497.1523709164723,,0,0,4,1.3,4.18,2.06,3.6,4.5,3.0,False,0.8660254037844387,-0.4999999999999998
2024-04-16,25873.33333333333,32250.0,18852.0,13398.0,4071.682532433924,35.5425,78.03,-0.59,78.62,27.539249816122133,10.385627431352258,78.62,0.7748259074663326,2512.3334375,7460.44,0.0,7460.44,2962.1885122202784,12249.40625,14354.685,8012.4775,6342.2075,1900.8767893796205,,1,0,4,1.31,5.5,1.48,4.0,5.25,1.61,False,0.8660254037844387,-0.4999999999999998
2024-04-17,26893.89583333333,33200.0,20402.5,12797.5,3737.6320013891113,67.99541666666667,99.7,38.47,61.23,18.960528331284685,10.872356383660952,61.23,0.2788500940325834,2369.682395833333,6766.1825,0.0,6766.1825,2753.9156306637005,6668.131979166667,9437.8025,4145.3,5292.5025,2015.1021275161456,,2,0,4,1.0,3.51,1.58,2.4,4.55,1.0,False,0.8660254037844387,-0.4999999999999998
2024-04-18,26307.25,31050.0,20450.0,10600.0,3311.0050982850457,71.75791666666667,91.84,18.62,73.22,18.26826732679343,29.08294288181072,73.22,0.2545819078284291,2453.8915625,7985.575,0.0,7985.575,3056.4451849158045,7564.300729166666,14192.43,3213.92,10978.51,4138.368119631168,,3,0,4,1.2,6.25,2.0,3.13,2.6,1.59,False,0.8660254037844387,-0.4999999999999998
2024-04-19,25474.25,30208.0,19378.0,10830.0,3486.666041787845,48.83208333333334,84.51,15.63,68.88000000000001,23.926134879115416,7.780391714952185,68.88000000000001,0.4899675222904767,2161.5915625,6492.4425,0.0,6492.4425,2531.4473141762,11926.5771875,13798.03,7386.4025,6411.6275000000005,2067.756079504385,,4,0,4,0.5,5.0,1.82,4.81,4.75,1.28,False,0.8660254037844387,-0.4999999999999998
2024-04-20,23591.416666666668,29300.0,20526.0,8774.0,2732.681191202811,67.38875,90.45,46.09,44.36,13.148770917102285,7.904489682633335,44.36,0.195118189862585,2447.443125,7166.79,0.0,7166.79,2846.691252277375,6133.73,7092.52,5251.43,1841.09,497.6511229101122,,5,1,4,0.63,1.85,0.5,1.77,3.18,1.07,False,0.8660254037844387,-0.4999999999999998
2024-04-21,23722.3125,30066.0,20283.0,9783.0,3071.520933308122,72.08083333333333,95.53,61.05,34.480000000000004,11.701231416678617,7.951019701001565,34.480000000000004,0.1623348520759603,2380.4873958333333,6960.755,0.0,6960.755,2773.5392010549094,4381.438125,5983.9775,2476.35,3507.6275,1308.9455141382866,,6,1,4,1.31,1.86,1.0,3.01,3.0,1.27,False,0.8660254037844387,-0.4999999999999998
2024-04-22,28914.416666666668,33762.0,21344.5,12417.5,4538.156177651186,85.87875000000001,100.68,72.86,27.820000000000007,8.559221476431645,11.02790464922423,27.820000000000007,0.0996663490843968,1178.319375,3464.9675,0.0,3464.9675,1361.7948957807826,2740.680729166667,3350.635,1959.68,1390.9550000000002,422.8224276536082,,0,0,4,1.75,3.22,0.93,3.0,2.67,1.13,False,0.8660254037844387,-0.4999999999999998
2024-04-23,27970.20833333333,32441.5,21718.0,10723.5,3842.617882881485,77.20791666666666,90.34,60.47,29.870000000000005,7.973693693840289,11.519616189042804,29.870000000000005,0.1032755970901985,1700.6097916666668,4900.53,0.0,4900.53,1953.480610182552,5248.581770833333,8297.1775,2446.08,5851.0975,2221.552868288731,,1,0,4,2.51,4.5,1.56,2.46,2.62,1.05,False,0.8660254037844387,-0.4999999999999998
2024-04-24,27331.4375,32736.0,21537.0,11199.0,3572.579783733501,71.97541666666667,88.0,57.29,30.71,9.395925101579556,6.914317788197973,30.71,0.1305435318991491,2175.984375,6212.1075,0.0,6212.1075,2477.2092236004,6650.387604166666,8001.4825,3398.865,4602.6175,1244.105439714372,,2,0,4,0.97,3.75,1.2,1.59,2.17,1.41,False,0.8660254037844387,-0.4999999999999998
2024-04-25,28314.6875,33100.0,21509.5,11590.5,3955.4843346941575,77.54958333333333,96.01,66.85,29.16000000000001,8.640312232264213,8.773205148144532,29.16000000000001,0.1114166170967719,1977.8222916666664,5485.41,0.0,5485.41,2247.5078135500294,3412.70375,5655.075,1817.77,3837.305,1276.6339481497728,,3,0,4,1.37,2.32,1.25,1.71,2.7,1.15,False,0.8660254037844387,-0.4999999999999998
2024-04-26,27796.08333333333,31625.0,22082.5,9542.5,3425.4769920681724,79.67,96.35,70.79,25.559999999999988,8.236998714707127,9.437357882878224,25.559999999999988,0.1033889634078967,2214.5221875,6288.23,0.0,6288.23,2512.218618944924,1234.2615625,1862.91,791.7425,1071.1675,308.9408466119896,,4,0,4,1.1,2.25,1.25,2.23,3.4,0.85,False,0.8660254037844387,-0.4999999999999998
2024-04-27,25335.979166666668,29777.5,21057.5,8720.0,2845.455849012165,74.50916666666667,89.79,63.09,26.700000000000003,6.711049886546082,10.354285747135508,26.700000000000003,0.0900701240770743,1428.635625,4174.592500000001,0.0,4174.592500000001,1635.5459164897609,3223.3067708333333,5591.415,1379.7125,4211.702499999999,1230.3639606668708,,5,1,4,1.3,1.39,1.25,1.9,1.82,0.98,False,0.8660254037844387,-0.4999999999999998
2024-04-28,24360.58333333333,29514.0,19291.0,10223.0,3443.2467131380854,64.93666666666667,83.12,52.03,31.090000000000003,8.964430031915105,12.336753837136218,31.090000000000003,0.1380488172873328,1491.4120833333334,4241.0025000000005,0.0,4241.0025000000005,1671.7125160521357,7314.826458333333,9446.905,5562.8675,3884.0375,1289.3142547736195,,6,1,4,0.72,1.68,1.14,2.18,2.38,1.47,False,0.8660254037844387,-0.4999999999999998
2024-04-29,24917.604166666668,29810.0,19243.0,10567.0,3486.663694269696,62.9425,79.56,47.79,31.770000000000003,10.969902401373137,10.756872886007075,31.770000000000003,0.1742845041327106,2242.206875,6287.155,0.0,6287.155,2527.8372249491704,9604.378125,11096.08,8156.57,2939.51,970.3557256923016,,0,0,4,2.56,3.8,1.53,3.5,3.5,1.57,False,0.8660254037844387,-0.4999999999999998
2024-04-30,24445.916666666668,30068.0,19049.5,11018.5,3396.6202052688463,64.09708333333333,85.17,39.53,45.64,13.925294307768542,7.494883651690696,45.64,0.2172531663469119,2457.5613541666667,7232.3775,0.0,7232.3775,2831.0145675039457,7668.942291666666,9006.1675,5083.424999999999,3922.7425,978.0582669595352,,1,0,4,2.5,4.55,2.99,4.22,3.83,1.13,False,0.8660254037844387,-0.4999999999999998
2024-05-01,26405.33333333333,31073.5,20821.0,10252.5,3560.420507244304,75.69,92.77,59.07,33.7,9.04105370927045,12.93349380116454,33.7,0.1194484569860015,1854.3315625,5823.38,0.0,5823.38,2184.5284558737567,3609.406354166667,6565.975,1707.25,4858.725,1453.7747234753226,,2,0,5,1.18,2.82,1.0,1.51,1.86,1.0,False,0.49999999999999994,-0.8660254037844387
2024-05-02,25042.916666666668,29500.0,18786.5,10713.5,3584.860647545291,63.19208333333333,80.56,46.23,34.330000000000005,10.320196315611131,8.292991877827573,34.330000000000005,0.1633147029062628,1900.3869791666664,5704.0125,0.0,5704.0125,2213.879695433127,7587.969791666666,9030.0925,5394.9,3635.192500000001,1013.7212139206088,,3,0,5,0.72,3.5,1.5,2.4,2.45,0.9,False,0.49999999999999994,-0.8660254037844387
2024-05-03,26228.541666666668,30474.0,19116.0,11358.0,3928.321560259177,70.62375,83.99,56.29,27.7,8.598232787335863,8.543273878989746,27.7,0.1217470438391597,1290.9558333333332,3662.145,0.0,3662.145,1442.819159416818,5006.636458333333,5647.555,4630.032499999999,1017.522500000001,267.0447546678398,,4,0,5,1.23,2.5,1.17,2.68,2.47,1.04,False,0.49999999999999994,-0.8660254037844387
2024-05-04,22438.70833333333,27633.0,19233.5,8399.5,2624.1231037064194,67.48083333333334,82.74,53.47,29.27,8.648917457601602,4.869496893930614,29.27,0.1281685040088163,2483.894583333333,7197.295,0.0,7197.295,2816.964907457414,3050.9950000000003,5325.965,1180.975,4144.99,1241.7542879787395,,5,1,5,0.87,2.02,1.27,4.0,3.23,0.8,False,0.49999999999999994,-0.8660254037844387
2024-05-05,22033.20833333333,26966.0,18271.5,8694.5,2774.6995877997724,73.15666666666667,90.48,65.74,24.74000000000001,7.532898666439137,7.573228537168954,24.74000000000001,0.1029694081164506,2365.6625,7025.8175,0.0,7025.8175,2693.7929660217105,896.3527083333333,1464.13,559.59,904.54,319.07538183629345,,6,1,5,1.0,2.0,1.84,2.5,2.75,0.87,False,0.49999999999999994,-0.8660254037844387
2024-05-06,22767.104166666668,28147.0,18735.5,9411.5,2868.185204813719,75.47041666666667,89.82,65.61,24.209999999999997,7.1043963603481135,7.873048662246069,24.209999999999997,0.0941348501059216,2112.670104166667,5863.77,0.0,5863.77,2369.348654244646,1281.665,2426.065,664.3425,1761.7225,603.7283936533555,,0,0,5,1.43,1.75,1.04,2.04,2.38,1.0,False,0.49999999999999994,-0.8660254037844387
2024-05-07,25118.64583333333,30440.0,19178.0,11262.0,3512.451604120152,76.93124999999999,91.63,67.37,24.25999999999999,7.713410294387634,7.567654225464473,24.25999999999999,0.1002636808109531,2726.3180208333333,8004.7325,0.0,8004.7325,3090.516253547063,1466.1133333333337,1755.695,1154.24,601.4549999999999,207.10277278032052,,1,0,5,1.0,3.5,1.5,1.68,2.37,1.0,False,0.49999999999999994,-0.8660254037844387
2024-05-08,24667.1875,29275.0,19864.0,9411.0,3080.734140387645,74.95375,89.64,62.36,27.28,8.760310105936542,9.245346062183089,27.28,0.1168762084076719,2960.1919791666664,8771.282500000001,0.0,8771.282500000001,3405.071369972357,2247.655833333333,4986.875,1035.6375,3951.2375,1214.1133178865075,,2,0,5,0.99,3.3,1.22,1.51,2.0,1.05,False,0.49999999999999994,-0.8660254037844387
2024-05-09,23857.9375,29013.0,19321.5,9691.5,3159.641195619265,73.99083333333333,92.41,59.99,32.419999999999995,10.210552476925914,7.620806419020885,32.419999999999995,0.1379975331663956,3205.3136458333333,9583.5525,0.0,9583.5525,3690.0766906649214,1895.5123958333331,4928.3925,624.345,4304.0475,1386.4461303395144,,3,0,5,1.0,2.25,1.42,1.86,2.94,1.16,False,0.49999999999999994,-0.8660254037844387
2024-05-10,23311.83333333333,27387.0,19462.5,7924.5,2627.258538388681,74.12,87.95,60.31,27.64,8.38026252572078,7.415773086886515,27.64,0.1130634447614784,3049.3014583333334,8980.21,0.0,8980.21,3458.367363998126,1255.1589583333332,1920.375,672.395,1247.98,502.78199626143015,,4,0,5,1.28,2.23,1.29,2.47,2.0,1.06,False,0.49999999999999994,-0.8660254037844387
2024-05-11,19730.08333333333,24304.5,16465.5,7839.0,2430.4783420171625,57.55125,77.3,22.32,54.98,18.08001714901553,7.856825967635652,54.98,0.3141550730699251,3293.605104166667,10028.615,0.0,10028.615,3799.8254839869664,3493.980729166667,7341.67,1323.61,6018.06,2027.705344858481,,5,1,5,1.4,1.57,2.03,2.45,3.52,2.54,False,0.49999999999999994,-0.8660254037844387
2024-05-12,19781.27083333333,25604.5,16428.0,9176.5,3038.209552048012,55.77458333333333,87.36,33.65,53.71,16.702853434737396,9.45156021385838,53.71,0.2994706985960581,2940.768125,8745.38,0.0,8745.38,3362.7535677523438,6403.2108333333335,7347.2075,5081.59,2265.6175000000003,614.2009566624241,,6,1,5,1.75,1.93,1.47,2.17,4.23,1.3,False,0.49999999999999994,-0.8660254037844387
2024-05-13,23151.041666666668,28697.0,17546.0,11151.0,3364.2000693900577,69.60583333333334,85.66,51.85,33.809999999999995,10.26298749482043,13.685246835639498,33.809999999999995,0.1474443592345531,2245.326458333333,6884.8025,0.0,6884.8025,2631.857008367971,5424.490520833333,7866.9675,3456.1075,4410.86,1769.9624135395995,,0,0,5,1.7,4.0,1.25,3.87,3.8,1.94,False,0.49999999999999994,-0.8660254037844387
2024-05-14,25044.89583333333,29392.0,18311.5,11080.5,3838.581573908141,67.21458333333334,84.83,43.32,41.51,12.6639574071514,8.919697304281097,41.51,0.1884108593569313,1611.3709375,4639.639999999999,0.0,4639.639999999999,1811.2497505631616,6161.727083333334,7685.175,3137.455,4547.72,1556.8516444778568,,1,0,5,1.26,3.45,1.29,2.53,3.14,1.02,False,0.49999999999999994,-0.8660254037844387
2024-05-15,24495.70833333333,28666.5,19041.0,9625.5,3178.1251580023622,73.57166666666667,89.32,59.19,30.129999999999995,9.539103807448337,8.664628698114562,30.129999999999995,0.1296573020517183,2280.6675,6399.37,0.0,6399.37,2506.4210847302643,2071.410520833333,2886.3925,1492.295,1394.0975,400.46367568405,,2,0,5,0.93,2.5,1.42,3.5,3.0,1.0,False,0.49999999999999994,-0.8660254037844387
2024-05-16,25259.4375,29746.5,19118.0,10628.5,3609.141606702108,74.4075,89.47,62.77,26.7,8.186416240917952,9.441092299597724,26.7,0.1100213854909512,1999.69625,5633.8525,0.0,5633.8525,2193.099352854857,2460.2144791666665,4022.2325,1083.7225,2938.51,1087.3992413042777,,3,0,5,0.92,2.85,1.66,2.8,2.56,0.89,False,0.49999999999999994,-0.8660254037844387
2024-05-17,23585.916666666668,27691.0,19029.0,8662.0,2740.6166898309048,72.60000000000001,90.27,58.39,31.879999999999995,10.080905325114056,7.612340232118089,31.879999999999995,0.1388554452495049,2827.99875,8107.66,0.0,8107.66,3143.05160392082,1303.7547916666665,2817.165,905.35,1911.815,576.9381005575507,,4,0,5,0.8,2.15,1.12,2.33,3.1,1.08,False,0.49999999999999994,-0.8660254037844387
2024-05-18,21256.08333333333,25375.5,17909.5,7466.0,2254.3540608972803,70.87833333333333,87.32,54.44,32.879999999999995,8.557190552098714,6.8691504985280725,32.879999999999995,0.120730696528305,2374.038645833333,6738.955,0.0,6738.955,2631.707317820421,1940.3379166666664,2654.945,1291.82,1363.1250000000002,394.202578669534,,5,1,5,0.91,3.5,2.65,2.54,2.99,1.06,False,0.49999999999999994,-0.8660254037844387
2024-05-19,19542.166666666668,25572.5,16723.0,8849.5,2974.4592627563607,59.154583333333335,83.54,30.65,52.89000000000001,14.901308369508646,5.419237338715918,52.89000000000001,0.2519045444972617,3580.176145833333,10374.5175,0.0,10374.5175,4032.7567866716417,2231.641666666667,3301.35,1535.3,1766.05,623.9227990011311,,6,1,5,1.0,1.5,1.5,2.0,3.0,1.03,False,0.49999999999999994,-0.8660254037844387
2024-05-20,22809.041666666668,28084.0,17827.5,10256.5,3233.60279254078,75.34458333333333,93.33,59.69,33.64,10.655361573105967,8.729915998068577,33.64,0.1414217333443253,3137.004270833333,9080.46,0.0,9080.46,3507.005431121546,2830.980208333333,3122.3725,2482.815,639.5574999999999,196.28823596906165,,0,0,5,1.12,2.5,1.47,3.0,3.13,1.0,False,0.49999999999999994,-0.8660254037844387
2024-05-21,25007.916666666668,29506.0,18881.5,10624.5,3525.4626821437787,79.40666666666667,95.74,66.36,29.379999999999995,9.047737005878105,8.221706751323623,29.379999999999995,0.113941780780935,2182.676145833333,5920.1375,0.0,5920.1375,2367.2879439355715,1538.1460416666666,2476.31,955.4125,1520.8975,419.5536938365711,,1,0,5,1.19,2.05,1.38,3.0,3.45,1.2,False,0.49999999999999994,-0.8660254037844387
2024-05-22,25227.291666666668,29297.0,18500.0,10797.0,4111.024065577045,76.75708333333334,93.76,35.43,58.330000000000005,13.896885318587437,22.118638768070262,58.330000000000005,0.1810502003865541,1486.015,4243.907499999999,0.0,4243.907499999999,1654.739718104909,5763.500416666667,11696.735,1646.215,10050.52,3280.3332923283,,2,0,5,0.93,2.37,1.25,1.66,1.83,1.55,False,0.49999999999999994,-0.8660254037844387
2024-05-23,23709.604166666668,28887.0,17320.5,11566.5,3540.1064095379184,61.17083333333333,84.78,30.27,54.510000000000005,16.627960453422414,5.957856757497449,54.510000000000005,0.2718282479954621,2112.7615625000003,5847.47,0.0,5847.47,2311.895680877069,8973.391666666666,11365.6925,4684.485000000001,6681.207499999999,1867.839723507868,,3,0,5,1.36,2.38,1.24,1.78,3.23,0.8,False,0.49999999999999994,-0.8660254037844387
2024-05-24,24773.52083333333,28485.0,19301.0,9184.0,3188.6294946097028,83.33999999999999,99.4,68.8,30.60000000000001,9.152164866255989,6.648082072153999,30.60000000000001,0.1098171930196302,2457.450208333333,6537.81,0.0,6537.81,2613.2574797943357,1594.3897916666667,3909.59,1038.745,2870.8450000000003,785.0759451766838,,4,0,5,0.73,1.68,1.35,2.27,2.01,1.1,False,0.49999999999999994,-0.8660254037844387
2024-05-25,20755.125,24611.5,18317.0,6294.5,2053.268366214132,75.95541666666666,95.03,49.75,45.28,12.16075762055132,7.654505986983239,45.28,0.1601038892844112,2633.06125,7242.94,0.0,7242.94,2880.3858744137533,2643.6063541666667,3766.925,1123.4425,2643.4825,966.7561029228498,,5,1,5,1.02,1.66,2.1,1.89,2.5,1.12,False,0.49999999999999994,-0.8660254037844387
2024-05-26,19700.166666666668,23897.0,16321.0,7576.0,2344.2051525200272,73.74125,95.05,57.59,37.46,9.747300323010286,9.42978210120412,37.46,0.1321824667063589,2357.2053125,6753.2,0.0,6753.2,2609.377270905996,4400.8393750000005,5622.922500000001,3005.26,2617.6625000000004,894.5236935339472,,6,1,5,1.34,1.68,1.79,3.0,3.6,0.72,False,0.49999999999999994,-0.8660254037844387
2024-05-27,20178.02083333333,25443.0,16901.0,8542.0,2647.956162118932,74.605,98.15,58.23,39.92000000000001,11.631665550481614,7.685711541865418,39.92000000000001,0.1559100000064556,2553.53125,6788.7,0.0,6788.7,2718.7792249466725,3880.855,5276.865,2658.26,2618.605,878.9192839365534,,0,0,5,1.11,1.76,1.5,2.71,2.76,1.16,False,0.49999999999999994,-0.8660254037844387
2024-05-28,24118.979166666668,28236.5,17254.5,10982.0,3966.909394081424,84.22416666666668,99.06,64.9,34.16,9.983942288654733,13.690498443046094,34.16,0.1185401136489495,1301.8438541666667,3272.9700000000003,0.0,3272.9700000000003,1332.2786490861656,5062.979479166667,7386.514999999999,2558.865,4827.65,1672.0378058424078,,1,0,5,1.2,2.0,1.42,1.76,2.0,1.11,False,0.49999999999999994,-0.8660254037844387
2024-05-29,23078.479166666668,27897.0,17569.0,10328.0,3295.5728257083165,77.61625,97.75,57.52,40.23,11.402716996019167,10.923615091473453,40.23,0.1469114650091851,2617.8727083333333,7055.7775,0.0,7055.7775,2800.5979385470487,5407.790104166666,7379.6175,3799.1325,3580.485,1271.8360488720964,,2,0,5,0.5,2.0,1.3,1.43,2.91,2.0,False,0.49999999999999994,-0.8660254037844387
2024-05-30,22770.27083333333,26798.5,17530.5,9268.0,3015.5906155207244,70.05666666666666,84.67,47.63,37.04,10.350948566768365,13.51323108237679,37.04,0.1477510857891473,2265.5327083333336,6133.1925,0.0,6133.1925,2416.94073166795,8645.193958333333,10674.795,6231.7025,4443.0925,1549.7094926655002,,3,0,5,1.25,3.75,1.85,2.37,3.25,1.5,False,0.49999999999999994,-0.8660254037844387
2024-05-31,22498.9375,26033.5,17208.0,8825.5,2801.887567618673,66.45333333333333,84.47,44.09,40.38,13.461676898794453,6.979440556104076,40.38,0.2025733883245553,2226.8101041666664,5741.0075,0.0,5741.0075,2328.690327440381,8205.070729166668,9576.5375,7272.4925,2304.045,644.4597593972226,,4,0,5,1.22,3.25,1.83,2.69,3.45,1.02,False,0.49999999999999994,-0.8660254037844387
2024-06-01,20013.33333333333,24200.0,17441.0,6759.0,2029.5134492236596,64.6575,83.92,45.97,37.95,10.15969755198579,5.655435228083475,37.95,0.1571309987547584,2651.8669791666666,7147.370000000001,0.0,7147.370000000001,2813.981006833285,6865.345312500001,7609.63,5774.165,1835.465,438.5236630001162,,5,1,6,1.4,1.48,2.0,2.45,3.47,1.18,False,1.2246467991473532e-16,-1.0
2024-06-02,18956.5,24718.5,16060.0,8658.5,2987.569795437206,59.62458333333333,91.6,32.43,59.17,19.00248541619632,5.421978201638865,59.17,0.3187021921807362,3461.7261458333337,10050.7,0.0,10050.7,3859.8003029449046,4634.050104166667,5685.4875,3983.46,1702.0275,561.9024624470554,,6,1,6,1.42,1.48,1.52,3.14,3.6,1.1,False,1.2246467991473532e-16,-1.0
2024-06-03,23517.58333333333,27674.5,16896.0,10778.5,3549.271657270185,84.42541666666666,104.37,67.21,37.16000000000001,10.528248947749908,11.649649289632212,37.16000000000001,0.1247047318619481,2005.1217708333331,5263.32,0.0,5263.32,2101.019450760811,4504.54125,4835.475,4015.99,819.4850000000006,196.9928302132716,,0,0,6,2.0,2.0,1.1,2.42,4.17,1.3,False,1.2246467991473532e-16,-1.0
2024-06-04,23226.45833333333,26778.0,18132.0,8646.0,2906.5838715812474,69.42375,84.59,43.89,40.7,11.40662157524609,15.751427448541486,40.7,0.1643043133689276,1813.6847916666663,4733.835,0.0,4733.835,1867.413373868139,9189.498854166666,12114.31,4901.717500000001,7212.592499999999,2793.762696553192,,1,0,6,3.44,6.06,3.25,3.24,6.75,1.69,False,1.2246467991473532e-16,-1.0
2024-06-05,22150.77083333333,26774.5,17547.0,9227.5,2864.4426538051703,63.80291666666667,94.26,39.15,55.11000000000001,19.01633176329977,7.494121823453419,55.11000000000001,0.2980480008876257,2869.4966666666664,7715.799999999999,0.0,7715.799999999999,3040.1844034405526,8043.118229166666,10500.545,6777.7775,3722.7675,1062.899861783605,,2,0,6,1.8,10.0,2.34,3.15,5.5,1.0,False,1.2246467991473532e-16,-1.0
2024-06-06,23109.39583333333,27128.0,18540.5,8587.5,2743.842160893175,82.06833333333334,106.66,58.26,48.4,14.699285598336042,11.266227872548626,48.4,0.1791103218659576,2738.5627083333334,7557.1725,0.0,7557.1725,2939.8426345613702,4927.443333333334,6561.8525,4199.845,2362.0075,592.9420459274437,,3,0,6,2.25,2.01,1.75,2.75,3.9,1.13,False,1.2246467991473532e-16,-1.0
2024-06-07,22163.5625,25195.5,18190.0,7005.5,2335.213207436267,69.85666666666667,91.08,44.52,46.56,13.877758140798276,11.617975194458236,46.56,0.1986604686853787,2515.554166666667,6438.56,0.0,6438.56,2596.506144981872,6974.882395833333,8756.2675,4527.7925000000005,4228.474999999999,1314.6032234582767,,4,0,6,1.65,2.45,2.75,2.76,4.72,2.2,False,1.2246467991473532e-16,-1.0
2024-06-08,19069.416666666668,23355.0,15494.0,7861.0,2413.7821245770183,45.24791666666667,84.43,22.45,61.98,19.356263333960484,14.523548038239406,61.98,0.427782420935634,2736.634375,7584.735000000001,0.0,7584.735000000001,2946.756460449561,7742.498854166667,9110.645,6594.8525,2515.7925000000005,703.9021571718501,,5,1,6,1.3,1.83,1.5,2.41,7.0,1.56,False,1.2246467991473532e-16,-1.0
2024-06-09,19308.229166666668,25058.0,15333.0,9725.0,3246.965359073819,32.66791666666666,93.91,-9.29,103.2,38.27038530147284,10.851954838162774,103.2,1.171497579474444,2409.8639583333334,6377.405,0.0,6377.405,2534.020225643983,7434.452395833334,10184.9675,4238.030000000001,5946.9375,2236.850174273898,,6,1,6,1.43,0.75,1.29,3.31,7.5,1.12,False,1.2246467991473532e-16,-1.0
2024-06-10,22414.64583333333,27253.0,16765.0,10488.0,3092.2548178057327,51.970416666666665,90.52,1.63,88.89,27.703194993760537,9.658772967520052,88.89,0.5330570114810933,2567.509583333333,6916.5475,0.0,6916.5475,2749.3053469776555,7690.0415625,10385.175,4607.82,5777.355,1824.583365891049,,0,0,6,1.8,3.23,1.75,3.49,2.7,1.71,False,1.2246467991473532e-16,-1.0
2024-06-11,24195.291666666668,28628.5,18409.0,10219.5,3257.82911820215,80.87875,106.94,56.63,50.31,15.165477188983052,12.637725835201318,50.31,0.1875087979102428,2491.1707291666667,6393.8775000000005,0.0,6393.8775000000005,2580.7279047077427,5983.675104166668,7371.455,3793.775,3577.68,1173.0872430488982,,1,0,6,1.65,1.65,1.0,1.94,3.73,0.82,False,1.2246467991473532e-16,-1.0
2024-06-12,24945.875,29345.5,19362.5,9983.0,3148.4099791385383,87.41791666666667,104.89,70.35,34.540000000000006,9.983039085571988,8.806507874996809,34.540000000000006,0.1141990048062838,2562.3394791666665,6694.4975,0.0,6694.4975,2673.782182881194,1991.9291666666668,3616.135,930.09,2686.045,985.7268599500536,,2,0,6,1.0,1.17,0.75,1.49,2.5,1.48,False,1.2246467991473532e-16,-1.0
2024-06-13,24205.541666666668,28918.0,18384.5,10533.5,3369.7089214915454,78.92333333333333,95.12,30.27,64.85000000000001,15.281347728711534,25.39378392254216,64.85000000000001,0.1936226852478549,1568.6217708333334,4663.49,0.0,4663.49,1783.2526614246165,6217.405208333334,11035.0125,1579.16,9455.8525,3608.066446604243,,3,0,6,0.5,2.5,1.14,1.17,2.63,1.26,False,1.2246467991473532e-16,-1.0
2024-06-14,23222.20833333333,27191.0,17729.0,9462.0,2994.8202164108598,63.3625,98.35,27.56,70.78999999999999,22.41462241096394,7.779347505996015,70.78999999999999,0.353752178511958,2376.522395833333,6545.7625,0.0,6545.7625,2558.5717838723967,7204.528125,10328.21,3813.63,6514.579999999999,1975.7295788271008,,4,0,6,1.73,3.0,1.25,1.94,3.37,0.97,False,1.2246467991473532e-16,-1.0
