dtutc,dcl_price
2024-03-08 15:00:00+00:00,1.8
2024-03-08 19:00:00+00:00,1.2
2024-03-08 23:00:00+00:00,0.5
2024-03-09 03:00:00+00:00,0.71
2024-03-09 07:00:00+00:00,0.84
2024-03-09 11:00:00+00:00,0.84
2024-03-09 15:00:00+00:00,2.87
2024-03-09 19:00:00+00:00,1.43
2024-03-09 23:00:00+00:00,0.75
2024-03-10 03:00:00+00:00,0.41
2024-03-10 07:00:00+00:00,1.1
2024-03-10 11:00:00+00:00,0.7
2024-03-10 15:00:00+00:00,1.57
2024-03-10 19:00:00+00:00,2.2
2024-03-10 23:00:00+00:00,0.66
2024-03-11 03:00:00+00:00,0.75
2024-03-11 07:00:00+00:00,1.0
2024-03-11 11:00:00+00:00,0.47
2024-03-11 15:00:00+00:00,3.0
2024-03-11 19:00:00+00:00,1.14
2024-03-11 23:00:00+00:00,0.9
2024-03-12 03:00:00+00:00,0.69
2024-03-12 07:00:00+00:00,1.89
2024-03-12 11:00:00+00:00,0.94
2024-03-12 15:00:00+00:00,2.3
2024-03-12 19:00:00+00:00,1.96
2024-03-12 23:00:00+00:00,0.65
2024-03-13 03:00:00+00:00,1.3
2024-03-13 07:00:00+00:00,3.17
2024-03-13 11:00:00+00:00,0.93
2024-03-13 15:00:00+00:00,4.63
2024-03-13 19:00:00+00:00,2.68
2024-03-13 23:00:00+00:00,0.41
2024-03-14 03:00:00+00:00,1.0
2024-03-14 07:00:00+00:00,1.57
2024-03-14 11:00:00+00:00,1.0
2024-03-14 15:00:00+00:00,2.5
2024-03-14 19:00:00+00:00,1.88
2024-03-14 23:00:00+00:00,0.91
2024-03-15 03:00:00+00:00,0.99
2024-03-15 07:00:00+00:00,1.49
2024-03-15 11:00:00+00:00,0.91
2024-03-15 15:00:00+00:00,3.9
2024-03-15 19:00:00+00:00,2.06
2024-03-15 23:00:00+00:00,0.82
2024-03-16 03:00:00+00:00,0.95
2024-03-16 07:00:00+00:00,1.49
2024-03-16 11:00:00+00:00,0.95
2024-03-16 15:00:00+00:00,1.5
2024-03-16 19:00:00+00:00,1.01
2024-03-16 23:00:00+00:00,0.85
2024-03-17 03:00:00+00:00,0.76
2024-03-17 07:00:00+00:00,0.92
2024-03-17 11:00:00+00:00,0.9
2024-03-17 15:00:00+00:00,3.39
2024-03-17 19:00:00+00:00,1.28
2024-03-17 23:00:00+00:00,0.4
2024-03-18 03:00:00+00:00,0.6
2024-03-18 07:00:00+00:00,1.49
2024-03-18 11:00:00+00:00,1.5
2024-03-18 15:00:00+00:00,2.53
2024-03-18 19:00:00+00:00,1.5
2024-03-18 23:00:00+00:00,0.5
2024-03-19 03:00:00+00:00,1.07
2024-03-19 07:00:00+00:00,2.0
2024-03-19 11:00:00+00:00,1.0
2024-03-19 15:00:00+00:00,5.0
2024-03-19 19:00:00+00:00,2.55
2024-03-19 23:00:00+00:00,0.97
2024-03-20 03:00:00+00:00,1.0
2024-03-20 07:00:00+00:00,1.38
2024-03-20 11:00:00+00:00,-0.36
2024-03-20 15:00:00+00:00,5.5
2024-03-20 19:00:00+00:00,1.53
2024-03-20 23:00:00+00:00,0.88
2024-03-21 03:00:00+00:00,1.0
2024-03-21 07:00:00+00:00,1.89
2024-03-21 11:00:00+00:00,1.25
2024-03-21 15:00:00+00:00,6.69
2024-03-21 19:00:00+00:00,1.82
2024-03-21 23:00:00+00:00,0.73
2024-03-22 03:00:00+00:00,0.98
2024-03-22 07:00:00+00:00,2.0
2024-03-22 11:00:00+00:00,0.88
2024-03-22 15:00:00+00:00,5.23
2024-03-22 19:00:00+00:00,2.58
2024-03-22 23:00:00+00:00,0.5
2024-03-23 03:00:00+00:00,0.92
2024-03-23 07:00:00+00:00,1.98
2024-03-23 11:00:00+00:00,1.0
2024-03-23 15:00:00+00:00,3.83
2024-03-23 19:00:00+00:00,3.18
2024-03-23 23:00:00+00:00,0.72
2024-03-24 03:00:00+00:00,0.53
2024-03-24 07:00:00+00:00,1.15
2024-03-24 11:00:00+00:00,0.8
2024-03-24 15:00:00+00:00,2.1
2024-03-24 19:00:00+00:00,3.3
2024-03-24 23:00:00+00:00,1.15
2024-03-25 03:00:00+00:00,0.68
2024-03-25 07:00:00+00:00,1.05
2024-03-25 11:00:00+00:00,0.51
2024-03-25 15:00:00+00:00,3.5
2024-03-25 19:00:00+00:00,1.38
2024-03-25 23:00:00+00:00,0.91
2024-03-26 03:00:00+00:00,1.0
2024-03-26 07:00:00+00:00,2.1
2024-03-26 11:00:00+00:00,0.99
2024-03-26 15:00:00+00:00,4.5
2024-03-26 19:00:00+00:00,2.5
2024-03-26 23:00:00+00:00,1.0
2024-03-27 03:00:00+00:00,1.24
2024-03-27 07:00:00+00:00,2.0
2024-03-27 11:00:00+00:00,0.91
2024-03-27 15:00:00+00:00,5.51
2024-03-27 19:00:00+00:00,2.0
2024-03-27 23:00:00+00:00,1.22
2024-03-28 03:00:00+00:00,0.85
2024-03-28 07:00:00+00:00,1.14
2024-03-28 11:00:00+00:00,0.89
2024-03-28 15:00:00+00:00,3.0
2024-03-28 19:00:00+00:00,2.61
2024-03-28 23:00:00+00:00,1.07
2024-03-29 03:00:00+00:00,0.74
2024-03-29 07:00:00+00:00,2.38
2024-03-29 11:00:00+00:00,1.32
2024-03-29 15:00:00+00:00,3.32
2024-03-29 19:00:00+00:00,2.1
2024-03-29 23:00:00+00:00,0.95
2024-03-30 03:00:00+00:00,0.5
2024-03-30 07:00:00+00:00,0.94
2024-03-30 11:00:00+00:00,0.75
2024-03-30 15:00:00+00:00,2.0
2024-03-30 19:00:00+00:00,2.5
2024-03-30 23:00:00+00:00,1.13
2024-03-31 02:00:00+00:00,0.94
2024-03-31 06:00:00+00:00,0.96
2024-03-31 10:00:00+00:00,1.07
2024-03-31 14:00:00+00:00,2.15
2024-03-31 18:00:00+00:00,1.82
2024-03-31 22:00:00+00:00,1.14
2024-04-01 02:00:00+00:00,0.79
2024-04-01 06:00:00+00:00,1.0
2024-04-01 10:00:00+00:00,1.2
2024-04-01 14:00:00+00:00,1.51
2024-04-01 18:00:00+00:00,2.45
2024-04-01 22:00:00+00:00,0.96
2024-04-02 02:00:00+00:00,0.93
2024-04-02 06:00:00+00:00,2.5
2024-04-02 10:00:00+00:00,1.0
2024-04-02 14:00:00+00:00,1.49
2024-04-02 18:00:00+00:00,2.0
2024-04-02 22:00:00+00:00,0.64
2024-04-03 02:00:00+00:00,1.0
2024-04-03 06:00:00+00:00,2.95
2024-04-03 10:00:00+00:00,0.94
2024-04-03 14:00:00+00:00,2.59
2024-04-03 18:00:00+00:00,1.68
2024-04-03 22:00:00+00:00,0.5
2024-04-04 02:00:00+00:00,0.89
2024-04-04 06:00:00+00:00,1.63
2024-04-04 10:00:00+00:00,0.96
2024-04-04 14:00:00+00:00,1.49
2024-04-04 18:00:00+00:00,1.64
2024-04-04 22:00:00+00:00,1.08
2024-04-05 02:00:00+00:00,0.85
2024-04-05 06:00:00+00:00,4.19
2024-04-05 10:00:00+00:00,2.69
2024-04-05 14:00:00+00:00,2.52
2024-04-05 18:00:00+00:00,2.9
2024-04-05 22:00:00+00:00,1.2
2024-04-06 02:00:00+00:00,1.49
2024-04-06 06:00:00+00:00,2.75
2024-04-06 10:00:00+00:00,1.37
2024-04-06 14:00:00+00:00,3.28
2024-04-06 18:00:00+00:00,3.39
2024-04-06 22:00:00+00:00,0.57
2024-04-07 02:00:00+00:00,0.4
2024-04-07 06:00:00+00:00,1.2
2024-04-07 10:00:00+00:00,0.51
2024-04-07 14:00:00+00:00,2.89
2024-04-07 18:00:00+00:00,2.93
2024-04-07 22:00:00+00:00,1.5
2024-04-08 02:00:00+00:00,0.96
2024-04-08 06:00:00+00:00,1.73
2024-04-08 10:00:00+00:00,0.99
2024-04-08 14:00:00+00:00,2.5
2024-04-08 18:00:00+00:00,2.98
2024-04-08 22:00:00+00:00,1.2
2024-04-09 02:00:00+00:00,0.9
2024-04-09 06:00:00+00:00,3.0
2024-04-09 10:00:00+00:00,2.0
2024-04-09 14:00:00+00:00,2.94
2024-04-09 18:00:00+00:00,3.31
2024-04-09 22:00:00+00:00,0.78
2024-04-10 02:00:00+00:00,1.77
2024-04-10 06:00:00+00:00,5.0
2024-04-10 10:00:00+00:00,1.16
2024-04-10 14:00:00+00:00,1.55
2024-04-10 18:00:00+00:00,3.11
2024-04-10 22:00:00+00:00,1.68
2024-04-11 02:00:00+00:00,0.87
2024-04-11 06:00:00+00:00,1.33
2024-04-11 10:00:00+00:00,0.97
2024-04-11 14:00:00+00:00,1.84
2024-04-11 18:00:00+00:00,4.0
2024-04-11 22:00:00+00:00,0.64
2024-04-12 02:00:00+00:00,1.0
2024-04-12 06:00:00+00:00,4.03
2024-04-12 10:00:00+00:00,1.0
2024-04-12 14:00:00+00:00,1.94
2024-04-12 18:00:00+00:00,4.37
2024-04-12 22:00:00+00:00,1.2
2024-04-13 02:00:00+00:00,1.0
2024-04-13 06:00:00+00:00,3.27
2024-04-13 10:00:00+00:00,2.76
2024-04-13 14:00:00+00:00,3.36
2024-04-13 18:00:00+00:00,3.48
2024-04-13 22:00:00+00:00,1.21
2024-04-14 02:00:00+00:00,1.04
2024-04-14 06:00:00+00:00,1.36
2024-04-14 10:00:00+00:00,1.2
2024-04-14 14:00:00+00:00,1.76
2024-04-14 18:00:00+00:00,5.18
2024-04-14 22:00:00+00:00,1.21
2024-04-15 02:00:00+00:00,1.3
2024-04-15 06:00:00+00:00,4.18
2024-04-15 10:00:00+00:00,2.06
2024-04-15 14:00:00+00:00,3.6
2024-04-15 18:00:00+00:00,4.5
2024-04-15 22:00:00+00:00,3.0
2024-04-16 02:00:00+00:00,1.31
2024-04-16 06:00:00+00:00,5.5
2024-04-16 10:00:00+00:00,1.48
2024-04-16 14:00:00+00:00,4.0
2024-04-16 18:00:00+00:00,5.25
2024-04-16 22:00:00+00:00,1.61
2024-04-17 02:00:00+00:00,1.0
2024-04-17 06:00:00+00:00,3.51
2024-04-17 10:00:00+00:00,1.58
2024-04-17 14:00:00+00:00,2.4
2024-04-17 18:00:00+00:00,4.55
2024-04-17 22:00:00+00:00,1.0
2024-04-18 02:00:00+00:00,1.2
2024-04-18 06:00:00+00:00,6.25
2024-04-18 10:00:00+00:00,2.0
2024-04-18 14:00:00+00:00,3.13
2024-04-18 18:00:00+00:00,2.6
2024-04-18 22:00:00+00:00,1.59
2024-04-19 02:00:00+00:00,0.5
2024-04-19 06:00:00+00:00,5.0
2024-04-19 10:00:00+00:00,1.82
2024-04-19 14:00:00+00:00,4.81
2024-04-19 18:00:00+00:00,4.75
2024-04-19 22:00:00+00:00,1.28
2024-04-20 02:00:00+00:00,0.63
2024-04-20 06:00:00+00:00,1.85
2024-04-20 10:00:00+00:00,0.5
2024-04-20 14:00:00+00:00,1.77
2024-04-20 18:00:00+00:00,3.18
2024-04-20 22:00:00+00:00,1.07
2024-04-21 02:00:00+00:00,1.31
2024-04-21 06:00:00+00:00,1.86
2024-04-21 10:00:00+00:00,1.0
2024-04-21 14:00:00+00:00,3.01
2024-04-21 18:00:00+00:00,3.0
2024-04-21 22:00:00+00:00,1.27
2024-04-22 02:00:00+00:00,1.75
2024-04-22 06:00:00+00:00,3.22
2024-04-22 10:00:00+00:00,0.93
2024-04-22 14:00:00+00:00,3.0
2024-04-22 18:00:00+00:00,2.67
2024-04-22 22:00:00+00:00,1.13
2024-04-23 02:00:00+00:00,2.51
2024-04-23 06:00:00+00:00,4.5
2024-04-23 10:00:00+00:00,1.56
2024-04-23 14:00:00+00:00,2.46
2024-04-23 18:00:00+00:00,2.62
2024-04-23 22:00:00+00:00,1.05
2024-04-24 02:00:00+00:00,0.97
2024-04-24 06:00:00+00:00,3.75
2024-04-24 10:00:00+00:00,1.2
2024-04-24 14:00:00+00:00,1.59
2024-04-24 18:00:00+00:00,2.17
2024-04-24 22:00:00+00:00,1.41
2024-04-25 02:00:00+00:00,1.37
2024-04-25 06:00:00+00:00,2.32
2024-04-25 10:00:00+00:00,1.25
2024-04-25 14:00:00+00:00,1.71
2024-04-25 18:00:00+00:00,2.7
2024-04-25 22:00:00+00:00,1.15
2024-04-26 02:00:00+00:00,1.1
2024-04-26 06:00:00+00:00,2.25
2024-04-26 10:00:00+00:00,1.25
2024-04-26 14:00:00+00:00,2.23
2024-04-26 18:00:00+00:00,3.4
2024-04-26 22:00:00+00:00,0.85
2024-04-27 02:00:00+00:00,1.3
2024-04-27 06:00:00+00:00,1.39
2024-04-27 10:00:00+00:00,1.25
2024-04-27 14:00:00+00:00,1.9
2024-04-27 18:00:00+00:00,1.82
2024-04-27 22:00:00+00:00,0.98
2024-04-28 02:00:00+00:00,0.72
2024-04-28 06:00:00+00:00,1.68
2024-04-28 10:00:00+00:00,1.14
2024-04-28 14:00:00+00:00,2.18
2024-04-28 18:00:00+00:00,2.38
2024-04-28 22:00:00+00:00,1.47
2024-04-29 02:00:00+00:00,2.56
2024-04-29 06:00:00+00:00,3.8
2024-04-29 10:00:00+00:00,1.53
2024-04-29 14:00:00+00:00,3.5
2024-04-29 18:00:00+00:00,3.5
2024-04-29 22:00:00+00:00,1.57
2024-04-30 02:00:00+00:00,2.5
2024-04-30 06:00:00+00:00,4.55
2024-04-30 10:00:00+00:00,2.99
2024-04-30 14:00:00+00:00,4.22
2024-04-30 18:00:00+00:00,3.83
2024-04-30 22:00:00+00:00,1.13
2024-05-01 02:00:00+00:00,1.18
2024-05-01 06:00:00+00:00,2.82
2024-05-01 10:00:00+00:00,1.0
2024-05-01 14:00:00+00:00,1.51
2024-05-01 18:00:00+00:00,1.86
2024-05-01 22:00:00+00:00,1.0
2024-05-02 02:00:00+00:00,0.72
2024-05-02 06:00:00+00:00,3.5
2024-05-02 10:00:00+00:00,1.5
2024-05-02 14:00:00+00:00,2.4
2024-05-02 18:00:00+00:00,2.45
2024-05-02 22:00:00+00:00,0.9
2024-05-03 02:00:00+00:00,1.23
2024-05-03 06:00:00+00:00,2.5
2024-05-03 10:00:00+00:00,1.17
2024-05-03 14:00:00+00:00,2.68
2024-05-03 18:00:00+00:00,2.47
2024-05-03 22:00:00+00:00,1.04
2024-05-04 02:00:00+00:00,0.87
2024-05-04 06:00:00+00:00,2.02
2024-05-04 10:00:00+00:00,1.27
2024-05-04 14:00:00+00:00,4.0
2024-05-04 18:00:00+00:00,3.23
2024-05-04 22:00:00+00:00,0.8
2024-05-05 02:00:00+00:00,1.0
2024-05-05 06:00:00+00:00,2.0
2024-05-05 10:00:00+00:00,1.84
2024-05-05 14:00:00+00:00,2.5
2024-05-05 18:00:00+00:00,2.75
2024-05-05 22:00:00+00:00,0.87
2024-05-06 02:00:00+00:00,1.43
2024-05-06 06:00:00+00:00,1.75
2024-05-06 10:00:00+00:00,1.04
2024-05-06 14:00:00+00:00,2.04
2024-05-06 18:00:00+00:00,2.38
2024-05-06 22:00:00+00:00,1.0
2024-05-07 02:00:00+00:00,1.0
2024-05-07 06:00:00+00:00,3.5
2024-05-07 10:00:00+00:00,1.5
2024-05-07 14:00:00+00:00,1.68
2024-05-07 18:00:00+00:00,2.37
2024-05-07 22:00:00+00:00,1.0
2024-05-08 02:00:00+00:00,0.99
2024-05-08 06:00:00+00:00,3.3
2024-05-08 10:00:00+00:00,1.22
2024-05-08 14:00:00+00:00,1.51
2024-05-08 18:00:00+00:00,2.0
2024-05-08 22:00:00+00:00,1.05
2024-05-09 02:00:00+00:00,1.0
2024-05-09 06:00:00+00:00,2.25
2024-05-09 10:00:00+00:00,1.42
2024-05-09 14:00:00+00:00,1.86
2024-05-09 18:00:00+00:00,2.94
2024-05-09 22:00:00+00:00,1.16
2024-05-10 02:00:00+00:00,1.28
2024-05-10 06:00:00+00:00,2.23
2024-05-10 10:00:00+00:00,1.29
2024-05-10 14:00:00+00:00,2.47
2024-05-10 18:00:00+00:00,2.0
2024-05-10 22:00:00+00:00,1.06
2024-05-11 02:00:00+00:00,1.4
2024-05-11 06:00:00+00:00,1.57
2024-05-11 10:00:00+00:00,2.03
2024-05-11 14:00:00+00:00,2.45
2024-05-11 18:00:00+00:00,3.52
2024-05-11 22:00:00+00:00,2.54
2024-05-12 02:00:00+00:00,1.75
2024-05-12 06:00:00+00:00,1.93
2024-05-12 10:00:00+00:00,1.47
2024-05-12 14:00:00+00:00,2.17
2024-05-12 18:00:00+00:00,4.23
2024-05-12 22:00:00+00:00,1.3
2024-05-13 02:00:00+00:00,1.7
2024-05-13 06:00:00+00:00,4.0
2024-05-13 10:00:00+00:00,1.25
2024-05-13 14:00:00+00:00,3.87
2024-05-13 18:00:00+00:00,3.8
2024-05-13 22:00:00+00:00,1.94
2024-05-14 02:00:00+00:00,1.26
2024-05-14 06:00:00+00:00,3.45
2024-05-14 10:00:00+00:00,1.29
2024-05-14 14:00:00+00:00,2.53
2024-05-14 18:00:00+00:00,3.14
2024-05-14 22:00:00+00:00,1.02
2024-05-15 02:00:00+00:00,0.93
2024-05-15 06:00:00+00:00,2.5
2024-05-15 10:00:00+00:00,1.42
2024-05-15 14:00:00+00:00,3.5
2024-05-15 18:00:00+00:00,3.0
2024-05-15 22:00:00+00:00,1.0
2024-05-16 02:00:00+00:00,0.92
2024-05-16 06:00:00+00:00,2.85
2024-05-16 10:00:00+00:00,1.66
2024-05-16 14:00:00+00:00,2.8
2024-05-16 18:00:00+00:00,2.56
2024-05-16 22:00:00+00:00,0.89
2024-05-17 02:00:00+00:00,0.8
2024-05-17 06:00:00+00:00,2.15
2024-05-17 10:00:00+00:00,1.12
2024-05-17 14:00:00+00:00,2.33
2024-05-17 18:00:00+00:00,3.1
2024-05-17 22:00:00+00:00,1.08
2024-05-18 02:00:00+00:00,0.91
2024-05-18 06:00:00+00:00,3.5
2024-05-18 10:00:00+00:00,2.65
2024-05-18 14:00:00+00:00,2.54
2024-05-18 18:00:00+00:00,2.99
2024-05-18 22:00:00+00:00,1.06
2024-05-19 02:00:00+00:00,1.0
2024-05-19 06:00:00+00:00,1.5
2024-05-19 10:00:00+00:00,1.5
2024-05-19 14:00:00+00:00,2.0
2024-05-19 18:00:00+00:00,3.0
2024-05-19 22:00:00+00:00,1.03
2024-05-20 02:00:00+00:00,1.12
2024-05-20 06:00:00+00:00,2.5
2024-05-20 10:00:00+00:00,1.47
2024-05-20 14:00:00+00:00,3.0
2024-05-20 18:00:00+00:00,3.13
2024-05-20 22:00:00+00:00,1.0
2024-05-21 02:00:00+00:00,1.19
2024-05-21 06:00:00+00:00,2.05
2024-05-21 10:00:00+00:00,1.38
2024-05-21 14:00:00+00:00,3.0
2024-05-21 18:00:00+00:00,3.45
2024-05-21 22:00:00+00:00,1.2
2024-05-22 02:00:00+00:00,0.93
2024-05-22 06:00:00+00:00,2.37
2024-05-22 10:00:00+00:00,1.25
2024-05-22 14:00:00+00:00,1.66
2024-05-22 18:00:00+00:00,1.83
2024-05-22 22:00:00+00:00,1.55
2024-05-23 02:00:00+00:00,1.36
